T_ms,phase,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left
87145,braking,53.35,45.34,114.77,0.32,0.00,0.00,5.75,0,3
87196,braking,53.35,45.35,114.77,0.24,0.00,0.00,5.73,0,3
87249,braking,53.35,45.36,114.77,0.12,0.00,0.00,5.72,0,3
87300,braking,53.34,45.37,114.78,0.32,0.00,0.00,5.71,0,3
87352,braking,53.34,45.38,114.78,0.09,0.00,0.00,5.70,0,3
87404,braking,53.33,45.38,114.79,0.17,0.00,0.00,5.70,0,3
87455,braking,53.33,45.39,114.79,0.29,0.00,0.00,5.68,0,3
87509,braking,53.32,45.40,114.79,0.12,0.00,0.00,5.67,0,3
87560,braking,53.32,45.41,114.80,0.21,0.00,0.00,5.66,0,3
87613,braking,53.32,45.42,114.80,0.18,0.00,0.00,5.65,0,3
87665,braking,53.31,45.43,114.80,0.14,0.00,0.00,5.65,0,3
87716,braking,53.31,45.44,114.81,0.31,0.00,0.00,5.63,0,3
87768,braking,53.30,45.45,114.81,0.33,0.00,0.00,5.62,0,3
87820,braking,53.29,45.47,114.82,0.26,0.00,0.00,5.60,0,3
87872,braking,53.29,45.48,114.82,0.26,0.00,0.00,5.59,0,3
87924,braking,53.28,45.49,114.82,0.32,0.00,0.00,5.57,0,3
87976,braking,53.27,45.51,114.83,0.36,0.00,0.00,5.56,0,3
88028,braking,53.27,45.53,114.83,0.28,0.00,0.00,5.54,0,3
88080,braking,53.26,45.54,114.84,0.32,0.00,0.00,5.53,0,3
88132,braking,53.25,45.56,114.84,0.43,0.00,0.00,5.51,0,3
88183,braking,53.24,45.58,114.84,0.45,0.00,0.00,5.48,0,3
88235,braking,53.23,45.60,114.85,0.32,0.00,0.00,5.46,0,3
88288,braking,53.23,45.61,114.85,0.42,0.00,0.00,5.44,0,3
88340,braking,53.22,45.64,114.86,0.51,0.00,0.00,5.42,0,3
88391,braking,53.20,45.66,114.86,0.51,0.00,0.00,5.39,0,3
88443,braking,53.19,45.69,114.86,0.50,0.00,0.00,5.37,0,3
88496,braking,53.18,45.71,114.87,0.41,0.00,0.00,5.34,0,3
88548,braking,53.17,45.73,114.87,0.50,0.00,0.00,5.32,0,3
88600,braking,53.16,45.76,114.88,0.60,0.00,0.00,5.29,0,3
88652,braking,53.15,45.78,114.88,0.58,0.00,0.00,5.26,0,3
88704,braking,53.14,45.81,114.88,0.39,0.00,0.00,5.24,0,3
88755,braking,53.13,45.82,114.89,0.45,0.00,0.00,5.22,0,3
88807,braking,53.12,45.85,114.89,0.59,0.00,0.00,5.19,0,3
88859,braking,53.11,45.87,114.90,0.48,0.00,0.00,5.16,0,3
88911,braking,53.09,45.90,114.90,0.48,0.00,0.00,5.14,0,3
88963,braking,53.09,45.92,114.90,0.41,0.00,0.00,5.12,0,3
89016,braking,53.07,45.94,114.91,0.67,0.00,0.00,5.09,0,3
89068,braking,53.06,45.97,114.91,0.63,0.00,0.00,5.06,0,3
89120,braking,53.05,46.00,114.91,0.45,0.00,0.00,5.03,0,3
89171,braking,53.04,46.02,114.92,0.35,0.00,0.00,5.01,0,3
89226,braking,53.03,46.04,114.92,0.57,0.00,0.00,4.98,0,3
89279,braking,53.02,46.07,114.93,0.47,0.00,0.00,4.96,0,3
89331,braking,53.01,46.09,114.93,0.44,0.00,0.00,4.93,0,3
89385,braking,53.00,46.10,114.94,0.30,0.00,0.00,4.92,0,3
89436,braking,52.99,46.12,114.94,0.44,0.00,0.00,4.90,0,3
89492,braking,52.98,46.15,114.94,0.52,0.00,0.00,4.87,0,3
89545,braking,52.97,46.17,114.95,0.33,0.00,0.00,4.85,0,3
89597,braking,52.96,46.18,114.95,0.34,0.00,0.00,4.83,0,3
89651,braking,52.96,46.20,114.96,0.27,0.00,0.00,4.82,0,3
89703,braking,52.95,46.21,114.96,0.29,0.00,0.00,4.80,0,3
89758,braking,52.94,46.23,114.96,0.31,0.00,0.00,4.79,0,3
89810,braking,52.94,46.24,114.97,0.19,0.00,0.00,4.77,0,3
89863,braking,52.93,46.25,114.97,0.28,0.00,0.00,4.76,0,3
89917,braking,52.93,46.26,114.98,0.19,0.00,0.00,4.75,0,3
89969,braking,52.92,46.27,114.98,0.08,0.00,0.00,4.74,0,3
90025,braking,52.92,46.27,114.98,0.05,0.00,0.00,4.74,0,3
90078,braking,52.92,46.27,114.99,0.13,0.00,0.00,4.73,0,3
90132,braking,52.92,46.28,114.99,-0.00,0.00,0.00,4.73,0,3
90185,braking,52.92,46.28,115.00,0.19,0.00,0.00,4.73,0,3
90238,braking,52.91,46.29,115.00,0.04,0.00,0.00,4.72,0,3
90290,braking,52.91,46.28,115.00,-0.16,0.00,0.00,4.72,0,3
90343,braking,52.92,46.28,115.01,0.02,0.00,0.00,4.73,0,3
90395,braking,52.91,46.29,115.01,0.18,0.00,0.00,4.72,0,3
90449,braking,52.91,46.29,115.02,0.09,0.00,0.00,4.71,0,3
90501,braking,52.91,46.30,115.02,-0.01,0.00,0.00,4.71,0,3
90555,braking,52.91,46.30,115.02,0.06,0.00,0.00,4.71,0,3
90607,braking,52.91,46.30,115.03,0.07,0.00,0.00,4.71,0,3
90663,braking,52.91,46.30,115.03,0.02,0.00,0.00,4.70,0,3
90715,braking,52.91,46.30,115.04,0.02,0.00,0.00,4.70,0,3
90767,braking,52.91,46.30,115.04,0.05,0.00,0.00,4.70,0,3
90818,braking,52.90,46.31,115.04,0.07,0.00,0.00,4.70,0,3
90871,braking,52.90,46.31,115.05,-0.02,0.00,0.00,4.70,0,3
90923,braking,52.90,46.31,115.05,-0.05,0.00,0.00,4.70,0,3
90975,braking,52.91,46.30,115.06,0.00,0.00,0.00,4.70,0,3
91049,braking,52.90,46.31,115.06,0.13,0.00,0.00,4.70,0,3
91129,braking,52.90,46.32,115.07,0.08,0.00,0.00,4.68,0,3
91181,braking,52.90,46.32,115.07,-0.02,0.00,0.00,4.68,0,3
91233,braking,52.90,46.32,115.08,0.08,0.00,0.00,4.68,0,3
91286,braking,52.90,46.33,115.08,0.11,0.00,0.00,4.68,0,3
91337,braking,52.89,46.33,115.08,0.12,0.00,0.00,4.67,0,3
91389,braking,52.89,46.34,115.09,0.03,0.00,0.00,4.67,0,3
91441,braking,52.89,46.34,115.09,-0.00,0.00,0.00,4.67,0,3
91493,braking,52.89,46.34,115.10,0.17,0.00,0.00,4.66,0,3
91545,braking,52.89,46.35,115.10,0.02,0.00,0.00,4.66,0,3
91597,braking,52.89,46.35,115.10,-0.01,0.00,0.00,4.66,0,3
91649,braking,52.89,46.34,115.11,-0.02,0.00,0.00,4.66,0,3
91701,braking,52.89,46.34,115.11,0.04,0.00,0.00,4.66,0,3
91752,braking,52.89,46.35,115.12,0.04,0.00,0.00,4.66,0,3
91804,braking,52.88,46.35,115.12,0.02,0.00,0.00,4.65,0,3
91856,braking,52.88,46.35,115.12,0.07,0.00,0.00,4.65,0,3
91908,braking,52.88,46.36,115.13,0.09,0.00,0.00,4.65,0,3
91960,braking,52.88,46.36,115.13,-0.02,0.00,0.00,4.64,0,3
92013,braking,52.88,46.36,115.14,0.00,0.00,0.00,4.65,0,3
92065,braking,52.88,46.36,115.14,0.14,0.00,0.00,4.64,0,3
92117,braking,52.88,46.37,115.14,0.08,0.00,0.00,4.63,0,3
92168,braking,52.87,46.37,115.15,0.11,0.00,0.00,4.63,0,3
92220,braking,52.87,46.38,115.15,0.24,0.00,0.00,4.62,0,3
92272,braking,52.87,46.39,115.15,0.10,0.00,0.00,4.61,0,3
92324,braking,52.86,46.39,115.16,0.14,0.00,0.00,4.61,0,3
92376,braking,52.86,46.40,115.16,0.21,0.00,0.00,4.60,0,3
92428,braking,52.85,46.41,115.17,0.27,0.00,0.00,4.58,0,3
92481,braking,52.85,46.42,115.17,0.22,0.00,0.00,4.57,0,3
92533,braking,52.85,46.43,115.17,0.11,0.00,0.00,4.56,0,3
92584,braking,52.84,46.44,115.18,0.17,0.00,0.00,4.56,0,3
92637,braking,52.84,46.45,115.18,0.09,0.00,0.00,4.55,0,3
92689,braking,52.84,46.45,115.19,0.15,0.00,0.00,4.54,0,3
92740,braking,52.83,46.46,115.19,0.11,0.00,0.00,4.54,0,3
92792,braking,52.83,46.46,115.19,0.09,0.00,0.00,4.53,0,3
92844,braking,52.83,46.47,115.20,0.18,0.00,0.00,4.52,0,3
92895,braking,52.83,46.47,115.20,0.13,0.00,0.00,4.52,0,3
92947,braking,52.82,46.48,115.21,0.13,0.00,0.00,4.51,0,3
93000,braking,52.82,46.49,115.21,0.21,0.00,0.00,4.50,0,3
93052,braking,52.81,46.50,115.21,0.15,0.00,0.00,4.49,0,3
93103,braking,52.81,46.50,115.22,0.06,0.00,0.00,4.49,0,3
93156,braking,52.81,46.51,115.22,0.13,0.00,0.00,4.48,0,3
93208,braking,52.81,46.51,115.23,0.13,0.00,0.00,4.48,0,3
93259,braking,52.81,46.52,115.23,0.03,0.00,0.00,4.47,0,3
93312,braking,52.81,46.52,115.23,0.01,0.00,0.00,4.47,0,3
93364,braking,52.80,46.52,115.24,0.04,0.00,0.00,4.47,0,3
93415,braking,52.80,46.52,115.24,0.08,0.00,0.00,4.47,0,3
93468,braking,52.80,46.52,115.25,-0.00,0.00,0.00,4.47,0,3
93520,braking,52.80,46.52,115.25,-0.06,0.00,0.00,4.47,0,3
93572,braking,52.80,46.52,115.25,-0.02,0.00,0.00,4.47,0,3
93624,braking,52.80,46.52,115.26,0.14,0.00,0.00,4.47,0,3
93676,braking,52.80,46.53,115.26,0.10,0.00,0.00,4.46,0,3
93728,braking,52.80,46.52,115.27,-0.28,0.00,0.00,4.47,0,3
93779,braking,52.81,46.51,115.27,-0.22,0.00,0.00,4.48,0,3
93832,braking,52.81,46.51,115.27,0.23,0.00,0.00,4.48,0,3
93883,braking,52.80,46.53,115.28,0.36,0.00,0.00,4.46,0,3
93936,braking,52.80,46.54,115.28,0.10,0.00,0.00,4.45,0,3
93988,braking,52.79,46.54,115.28,0.29,0.00,0.00,4.44,0,3
94040,braking,52.78,46.56,115.29,0.33,0.00,0.00,4.42,0,3
94092,braking,52.78,46.57,115.29,0.17,0.00,0.00,4.41,0,3
94144,braking,52.78,46.58,115.30,0.17,0.00,0.00,4.41,0,3
94196,braking,52.77,46.59,115.30,0.13,0.00,0.00,4.40,0,3
94248,braking,52.77,46.59,115.30,0.01,0.00,0.00,4.39,0,3
94299,braking,52.77,46.59,115.31,0.11,0.00,0.00,4.39,0,3
94352,braking,52.77,46.60,115.31,0.13,0.00,0.00,4.38,0,3
94404,braking,52.77,46.60,115.32,0.04,0.00,0.00,4.38,0,3
94456,braking,52.77,46.60,115.32,-0.02,0.00,0.00,4.38,0,3
94509,braking,52.76,46.60,115.32,0.04,0.00,0.00,4.38,0,3
94561,braking,52.76,46.61,115.33,0.14,0.00,0.00,4.37,0,3
94612,braking,52.76,46.61,115.33,0.05,0.00,0.00,4.37,0,3
94664,braking,52.76,46.61,115.34,-0.10,0.00,0.00,4.37,0,3
94716,braking,52.76,46.61,115.34,-0.04,0.00,0.00,4.38,0,3
94768,braking,52.76,46.61,115.34,0.08,0.00,0.00,4.37,0,3
94819,braking,52.76,46.61,115.35,0.02,0.00,0.00,4.37,0,3
94871,braking,52.76,46.61,115.35,-0.00,0.00,0.00,4.37,0,3
94923,braking,52.76,46.61,115.36,-0.01,0.00,0.00,4.37,0,3
94976,braking,52.76,46.61,115.36,0.02,0.00,0.00,4.37,0,3
95028,braking,52.76,46.61,115.36,-0.04,0.00,0.00,4.37,0,3
95080,braking,52.76,46.61,115.37,-0.12,0.00,0.00,4.37,0,3
95132,braking,52.76,46.61,115.37,0.03,0.00,0.00,4.38,0,3
95184,braking,52.76,46.61,115.38,0.09,0.00,0.00,4.37,0,3
95235,braking,52.76,46.61,115.38,0.10,0.00,0.00,4.37,0,3
95287,braking,52.76,46.61,115.38,-0.13,0.00,0.00,4.37,0,3
95339,braking,52.76,46.61,115.39,0.03,0.00,0.00,4.37,0,3
95391,braking,52.76,46.62,115.39,0.31,0.00,0.00,4.36,0,3
95443,braking,52.75,46.63,115.40,0.07,0.00,0.00,4.35,0,3
95495,braking,52.75,46.63,115.40,0.03,0.00,0.00,4.35,0,3
95548,braking,52.75,46.63,115.40,0.01,0.00,0.00,4.35,0,3
95600,braking,52.75,46.63,115.41,-0.08,0.00,0.00,4.35,0,3
95651,braking,52.76,46.62,115.41,-0.18,0.00,0.00,4.36,0,3
95708,braking,52.76,46.62,115.42,-0.03,0.00,0.00,4.37,0,3
95765,braking,52.76,46.62,115.42,-0.04,0.00,0.00,4.37,0,3
95818,braking,52.76,46.61,115.42,-0.03,0.00,0.00,4.37,0,3
95870,braking,52.76,46.61,115.43,0.01,0.00,0.00,4.37,0,3
95924,braking,52.76,46.62,115.43,0.16,0.00,0.00,4.37,0,3
95977,braking,52.76,46.62,115.44,0.09,0.00,0.00,4.36,0,3
96031,braking,52.75,46.63,115.44,0.14,0.00,0.00,4.35,0,3
96084,braking,52.75,46.64,115.44,0.26,0.00,0.00,4.34,0,3
96138,braking,52.74,46.65,115.45,0.20,0.00,0.00,4.33,0,3
96190,braking,52.74,46.66,115.45,0.06,0.00,0.00,4.32,0,3
96245,braking,52.74,46.66,115.46,0.02,0.00,0.00,4.32,0,3
96299,braking,52.74,46.65,115.46,-0.29,0.00,0.00,4.33,0,3
96352,braking,52.75,46.64,115.46,-0.29,0.00,0.00,4.34,0,3
96404,braking,52.75,46.63,115.47,-0.00,0.00,0.00,4.35,0,3
96457,braking,52.75,46.63,115.47,-0.14,0.00,0.00,4.35,0,3
96511,braking,52.76,46.62,115.48,-0.11,0.00,0.00,4.36,0,3
96564,braking,52.76,46.62,115.48,0.02,0.00,0.00,4.36,0,3
96620,braking,52.75,46.62,115.49,0.16,0.00,0.00,4.36,0,3
96672,braking,52.75,46.63,115.49,0.12,0.00,0.00,4.35,0,3
96724,braking,52.75,46.64,115.49,0.18,0.00,0.00,4.34,0,3
96776,braking,52.74,46.65,115.50,0.22,0.00,0.00,4.33,0,3
96827,braking,52.74,46.65,115.50,0.05,0.00,0.00,4.33,0,3
96879,braking,52.74,46.66,115.50,0.12,0.00,0.00,4.32,0,3
96932,braking,52.74,46.66,115.51,0.15,0.00,0.00,4.31,0,3
96984,braking,52.73,46.67,115.51,-0.05,0.00,0.00,4.31,0,3
97036,braking,52.74,46.66,115.52,-0.10,0.00,0.00,4.32,0,3
97088,braking,52.74,46.66,115.52,0.02,0.00,0.00,4.32,0,3
97139,braking,52.74,46.66,115.52,0.17,0.00,0.00,4.31,0,3
97191,braking,52.73,46.67,115.53,-0.04,0.00,0.00,4.31,0,3
97243,braking,52.74,46.66,115.53,-0.22,0.00,0.00,4.32,0,3
97295,braking,52.74,46.65,115.54,-0.10,0.00,0.00,4.33,0,3
97347,braking,52.74,46.65,115.54,-0.03,0.00,0.00,4.33,0,3
97399,braking,52.74,46.65,115.54,-0.03,0.00,0.00,4.33,0,3
97451,braking,52.74,46.65,115.55,0.06,0.00,0.00,4.33,0,3
97504,braking,52.74,46.65,115.55,0.12,0.00,0.00,4.33,0,3
97555,braking,52.74,46.66,115.56,0.02,0.00,0.00,4.32,0,3
97607,braking,52.74,46.66,115.56,0.08,0.00,0.00,4.32,0,3
97659,braking,52.74,46.66,115.56,0.16,0.00,0.00,4.31,0,3
97711,braking,52.73,46.67,115.57,-0.04,0.00,0.00,4.31,0,3
97763,braking,52.73,46.67,115.57,0.01,0.00,0.00,4.31,0,3
97815,braking,52.74,46.67,115.57,-0.05,0.00,0.00,4.31,0,3
97867,braking,52.74,46.66,115.58,-0.01,0.00,0.00,4.31,0,3
97918,braking,52.74,46.67,115.58,0.06,0.00,0.00,4.31,0,3
97971,braking,52.73,46.67,115.59,0.10,0.00,0.00,4.31,0,3
98023,braking,52.73,46.67,115.59,-0.03,0.00,0.00,4.31,0,3
98075,braking,52.73,46.67,115.59,0.02,0.00,0.00,4.31,0,3
98127,braking,52.73,46.67,115.60,0.04,0.00,0.00,4.30,0,3
98179,braking,52.73,46.67,115.60,-0.06,0.00,0.00,4.31,0,3
98230,braking,52.73,46.67,115.61,-0.13,0.00,0.00,4.31,0,3
98282,braking,52.74,46.67,115.61,-0.00,0.00,0.00,4.31,0,3
98334,braking,52.74,46.66,115.61,-0.04,0.00,0.00,4.31,0,3
98387,braking,52.74,46.66,115.62,-0.04,0.00,0.00,4.32,0,3
98438,braking,52.74,46.66,115.62,0.15,0.00,0.00,4.31,0,3
98491,braking,52.73,46.67,115.62,0.23,0.00,0.00,4.30,0,3
98543,braking,52.73,46.68,115.63,-0.02,0.00,0.00,4.30,0,3
98594,braking,52.73,46.68,115.63,0.17,0.00,0.00,4.30,0,3
98646,braking,52.72,46.69,115.64,0.13,0.00,0.00,4.29,0,3
98698,braking,52.72,46.69,115.64,-0.05,0.00,0.00,4.29,0,3
98750,braking,52.72,46.69,115.64,-0.01,0.00,0.00,4.29,0,3
98803,braking,52.72,46.69,115.65,-0.01,0.00,0.00,4.29,0,3
98855,braking,52.72,46.69,115.65,-0.01,0.00,0.00,4.29,0,3
98906,braking,52.72,46.69,115.66,0.02,0.00,0.00,4.29,0,3
98958,braking,52.72,46.69,115.66,0.06,0.00,0.00,4.29,0,3
99010,braking,52.72,46.69,115.66,0.08,0.00,0.00,4.28,0,3
99062,braking,52.72,46.70,115.67,-0.03,0.00,0.00,4.28,0,3
99114,braking,52.72,46.69,115.67,-0.15,0.00,0.00,4.29,0,3
99219,braking,52.73,46.69,115.68,0.18,0.00,0.00,4.29,0,3
99271,braking,52.72,46.70,115.68,0.29,0.00,0.00,4.28,0,3
99322,braking,52.71,46.71,115.69,0.03,0.00,0.00,4.27,0,3
99374,braking,52.71,46.71,115.69,0.04,0.00,0.00,4.27,0,3
99426,braking,52.71,46.71,115.69,-0.01,0.00,0.00,4.26,0,3
99479,braking,52.71,46.71,115.70,-0.03,0.00,0.00,4.27,0,3
99531,braking,52.72,46.71,115.70,-0.08,0.00,0.00,4.27,0,3
99583,braking,52.72,46.70,115.71,0.02,0.00,0.00,4.27,0,3
99635,braking,52.71,46.71,115.71,0.17,0.00,0.00,4.27,0,3
99686,braking,52.71,46.71,115.71,-0.06,0.00,0.00,4.26,0,3
99738,braking,52.72,46.71,115.72,-0.17,0.00,0.00,4.27,0,3
