T_ms,lifecycle,substate,x,y,speed,adv_v,turn_v,dist_wp,wps_left,yaw_odo,yaw_mag,yaw_fused,cal_status
99217,running,cruise,19.57,58.74,1.07,2.06,-1.47,21.43,2,124.11,177.53,177.38,done
99275,running,cruise,19.51,58.74,0.70,2.05,-1.47,21.38,2,124.20,176.36,177.05,done
99334,running,cruise,19.48,58.74,0.50,2.05,-1.48,21.35,2,124.30,176.36,176.84,done
99392,running,cruise,19.45,58.74,0.42,2.02,-1.49,21.33,2,124.40,171.42,174.74,done
99450,running,cruise,19.44,58.74,0.06,2.00,-1.50,21.32,2,124.49,171.42,173.48,done
99508,running,cruise,19.44,58.74,0.07,2.01,-1.49,21.31,2,124.59,175.72,174.45,done
99566,running,cruise,19.43,58.74,0.07,2.02,-1.49,21.31,2,124.69,176.17,175.22,done
99624,running,cruise,19.43,58.74,0.14,2.03,-1.49,21.30,2,124.78,176.17,175.67,done
99683,running,cruise,19.42,58.75,0.16,2.04,-1.48,21.30,2,124.88,178.36,176.82,done
99741,running,cruise,19.41,58.75,0.24,2.05,-1.47,21.29,2,124.98,178.36,177.51,done
99800,running,cruise,19.39,58.75,0.43,2.05,-1.47,21.27,2,125.07,177.40,177.54,done
99858,running,cruise,19.35,58.75,0.54,2.05,-1.47,21.24,2,125.17,177.40,177.56,done
99916,running,cruise,19.33,58.75,0.37,2.04,-1.48,21.22,2,125.26,175.59,176.84,done
99974,running,cruise,19.30,58.75,0.59,2.04,-1.48,21.19,2,125.36,176.38,176.73,done
100032,running,cruise,19.26,58.75,0.60,2.04,-1.48,21.16,2,125.46,176.38,176.66,done
100091,running,cruise,19.26,58.77,0.40,2.13,-0.39,21.16,2,125.54,-176.95,34.83,done
100149,running,cruise,19.27,58.77,0.30,2.03,1.07,21.17,2,125.54,-176.95,-50.15,done
100208,running,cruise,19.30,58.77,0.70,2.08,1.04,21.20,2,125.47,179.78,42.06,done
100297,running,cruise,19.31,58.79,0.00,2.41,-0.22,21.22,2,125.44,179.78,97.30,done
100379,running,cruise,19.31,58.79,0.24,2.38,-1.32,21.22,2,125.51,179.52,130.34,done
100437,running,cruise,19.35,58.83,1.47,2.41,0.15,21.27,2,125.56,-178.78,6.34,done
100496,running,cruise,19.41,58.79,1.09,2.14,1.06,21.31,2,125.54,-179.48,-68.24,done
100553,running,cruise,19.41,58.76,0.19,2.38,0.19,21.30,2,125.50,-179.48,-112.90,done
100612,running,cruise,19.40,58.75,0.64,2.61,-0.69,21.28,2,125.52,-178.19,-139.09,done
100671,running,cruise,19.36,58.72,1.10,2.79,-1.10,21.23,2,125.58,-178.19,-154.73,done
100729,running,cruise,19.36,58.66,1.54,2.60,0.36,21.21,2,125.62,179.88,-20.44,done
100787,running,cruise,19.44,58.56,2.64,2.43,0.81,21.24,2,125.59,-176.48,-83.08,done
100846,running,cruise,19.41,58.42,2.12,2.66,-0.07,21.16,2,125.57,-176.48,-120.57,done
100904,running,cruise,19.34,58.35,1.98,2.90,-0.85,21.06,2,125.60,-174.56,-142.21,done
100962,running,cruise,19.22,58.27,3.08,2.76,-1.12,20.92,2,125.67,-174.56,-155.14,done
101020,running,cruise,19.02,58.20,3.77,2.50,-1.25,20.71,2,125.74,-172.86,-162.19,done
101079,running,cruise,18.82,58.14,3.18,2.33,-1.33,20.50,2,125.83,-175.93,-167.64,done
101137,running,cruise,18.64,58.11,3.21,2.24,-1.38,20.33,2,125.92,-175.93,-170.90,done
101196,running,cruise,18.43,58.08,3.91,2.15,-1.42,20.13,2,126.01,-178.92,-174.05,done
101254,running,cruise,18.20,58.06,3.91,2.10,-1.45,19.90,2,126.10,-178.92,-175.93,done
101312,running,cruise,17.99,58.05,3.44,2.07,-1.46,19.70,2,126.20,-178.90,-177.05,done
101370,running,cruise,17.78,58.04,3.95,2.05,-1.47,19.51,2,126.29,-178.90,-177.72,done
101428,running,cruise,17.52,58.03,4.66,2.04,-1.48,19.27,2,126.39,-178.05,-177.78,done
101487,running,cruise,17.25,58.02,4.49,2.03,-1.49,19.02,2,126.48,-179.47,-178.39,done
101545,running,cruise,17.01,58.01,4.03,2.01,-1.49,18.80,2,126.58,-179.47,-178.75,done
101603,running,cruise,16.76,58.01,4.59,2.00,-1.50,18.57,2,126.68,-178.91,-178.74,done
101662,running,cruise,16.47,58.00,4.66,1.99,-1.50,18.31,2,126.78,-178.91,-178.74,done
101720,running,cruise,16.24,57.99,3.85,1.99,-1.50,18.10,2,126.87,-178.46,-178.55,done
101778,running,cruise,16.00,57.99,4.19,1.98,-1.51,17.89,2,126.97,-178.46,-178.44,done
101837,running,cruise,15.75,57.98,4.47,1.98,-1.51,17.65,2,127.07,-178.03,-178.20,done
101895,running,cruise,15.49,57.97,4.40,2.00,-1.50,17.42,2,127.17,-173.86,-176.39,done
101953,running,cruise,15.24,57.95,4.12,2.02,-1.49,17.19,2,127.26,-173.86,-175.30,done
102011,running,cruise,15.01,57.93,3.96,1.98,-1.51,16.98,2,127.36,-179.23,-176.80,done
102070,running,cruise,14.78,57.92,3.99,1.96,-1.52,16.77,2,127.46,-179.23,-177.70,done
102128,running,cruise,14.54,57.91,4.14,1.96,-1.52,16.55,2,127.56,-176.64,-177.20,done
102187,running,cruise,14.31,57.90,3.81,1.96,-1.52,16.34,2,127.66,-176.64,-176.90,done
102245,running,cruise,14.10,57.89,3.53,1.94,-1.53,16.16,2,127.76,-177.88,-177.22,done
102303,running,cruise,13.90,57.88,3.35,1.93,-1.54,15.98,2,127.86,-179.24,-177.96,done
102361,running,cruise,13.70,57.88,3.60,1.92,-1.54,15.80,2,127.96,-179.24,-178.40,done
102419,running,cruise,13.51,57.87,2.87,1.94,-1.53,15.63,2,128.06,-174.19,-176.63,done
102478,running,cruise,13.37,57.86,2.27,1.95,-1.52,15.51,2,128.15,-174.19,-175.58,done
102536,running,cruise,13.22,57.85,2.67,1.94,-1.53,15.38,2,128.25,-177.03,-176.09,done
102594,running,cruise,13.07,57.84,2.40,1.93,-1.54,15.24,2,128.35,-177.03,-176.39,done
102653,running,cruise,12.94,57.83,2.17,1.92,-1.54,15.12,2,128.45,-177.02,-176.57,done
102711,running,cruise,12.81,57.82,2.25,1.91,-1.55,15.01,2,128.55,-178.12,-177.12,done
102770,running,cruise,12.68,57.82,2.32,1.90,-1.55,14.89,2,128.65,-178.12,-177.44,done
102828,running,cruise,12.55,57.81,1.94,1.90,-1.55,14.78,2,128.75,-177.12,-177.24,done
102886,running,cruise,12.44,57.80,1.81,1.90,-1.55,14.69,2,128.85,-177.12,-177.12,done
102944,running,cruise,12.34,57.80,1.76,1.93,-1.53,14.60,2,128.95,-171.19,-174.66,done
103002,running,cruise,12.26,57.79,1.22,1.93,-1.53,14.52,2,129.05,-174.80,-174.65,done
103061,running,cruise,12.17,57.78,1.80,1.93,-1.54,14.45,2,129.15,-174.80,-174.63,done
103119,running,cruise,12.05,57.77,2.16,1.95,-1.52,14.34,2,129.25,-170.88,-173.05,done
103178,running,cruise,11.94,57.75,1.60,1.97,-1.52,14.24,2,129.35,-170.88,-172.11,done
103235,running,cruise,11.87,57.74,1.36,1.94,-1.53,14.17,2,129.45,-175.52,-173.40,done
103294,running,cruise,11.76,57.73,2.03,1.92,-1.54,14.08,2,129.55,-175.52,-174.18,done
103352,running,cruise,11.65,57.72,1.84,1.93,-1.53,13.97,2,129.65,-172.49,-173.43,done
103410,running,cruise,11.55,57.71,1.64,1.91,-1.54,13.88,2,129.75,-175.69,-174.26,done
103469,running,cruise,11.46,57.70,1.48,1.90,-1.55,13.81,2,129.85,-175.69,-174.76,done
103527,running,cruise,11.37,57.69,1.61,1.91,-1.54,13.73,2,129.95,-172.77,-173.88,done
103585,running,cruise,11.27,57.68,1.81,1.92,-1.54,13.64,2,130.05,-172.77,-173.36,done
103644,running,cruise,11.16,57.67,1.87,1.92,-1.54,13.54,2,130.15,-172.70,-173.02,done
103703,running,cruise,11.07,57.66,1.46,1.92,-1.54,13.46,2,130.25,-172.70,-172.82,done
103761,running,cruise,10.97,57.64,1.85,1.93,-1.54,13.37,2,130.35,-172.11,-172.46,done
103819,running,cruise,10.86,57.63,1.81,1.94,-1.53,13.27,2,130.45,-169.92,-171.37,done
103877,running,cruise,10.76,57.61,1.72,1.95,-1.52,13.18,2,130.55,-169.92,-170.71,done
103935,running,cruise,10.67,57.60,1.62,1.96,-1.52,13.10,2,130.65,-169.13,-170.00,done
103997,running,cruise,10.57,57.58,1.62,1.97,-1.52,13.00,2,130.75,-169.13,-169.57,done
104058,running,cruise,10.47,57.56,1.59,1.95,-1.53,12.92,2,130.86,-171.71,-170.35,done
104180,running,cruise,10.37,57.54,1.76,1.95,-1.52,12.82,2,130.96,-169.50,-169.93,done
104239,running,cruise,10.17,57.51,1.79,1.92,-1.54,12.64,2,131.17,-173.18,-171.10,done
104298,running,cruise,10.05,57.49,2.27,1.90,-1.55,12.53,2,131.27,-173.18,-171.86,done
104358,running,cruise,9.92,57.47,2.25,1.92,-1.54,12.42,2,131.37,-169.07,-170.66,done
104417,running,cruise,9.79,57.45,2.15,1.93,-1.53,12.30,2,131.47,-169.07,-169.95,done
104477,running,cruise,9.65,57.43,2.46,1.93,-1.54,12.18,2,131.57,-170.06,-169.92,done
104536,running,cruise,9.52,57.40,2.35,1.91,-1.55,12.06,2,131.67,-171.70,-170.56,done
104599,running,cruise,9.36,57.38,2.62,1.90,-1.55,11.92,2,131.78,-171.70,-170.93,done
104660,running,cruise,9.20,57.35,2.72,1.89,-1.56,11.77,2,131.89,-171.74,-171.18,done
104720,running,cruise,9.04,57.33,2.52,1.88,-1.56,11.64,2,131.99,-171.74,-171.33,done
104778,running,cruise,8.90,57.30,2.61,1.88,-1.56,11.51,2,132.09,-170.60,-170.96,done
104839,running,cruise,8.73,57.28,2.87,1.88,-1.56,11.37,2,132.20,-170.41,-170.66,done
104897,running,cruise,8.56,57.25,2.96,1.88,-1.56,11.22,2,132.30,-170.41,-170.48,done
104956,running,cruise,8.40,57.22,2.80,1.89,-1.56,11.07,2,132.40,-168.52,-169.62,done
105014,running,cruise,8.23,57.19,2.97,1.89,-1.56,10.93,2,132.51,-168.52,-169.10,done
105075,running,cruise,8.04,57.15,3.32,1.89,-1.55,10.76,2,132.61,-168.10,-168.62,done
105133,running,cruise,7.87,57.12,2.87,1.87,-1.57,10.61,2,132.71,-171.41,-169.66,done
105199,running,cruise,7.68,57.08,3.14,1.85,-1.58,10.45,2,132.83,-171.41,-170.28,done
105258,running,cruise,7.49,57.05,3.41,1.87,-1.57,10.29,2,132.93,-167.07,-168.91,done
105316,running,cruise,7.29,57.01,3.26,1.87,-1.56,10.12,2,133.03,-167.07,-168.10,done
105374,running,cruise,7.12,56.98,2.75,1.84,-1.58,9.97,2,133.13,-172.56,-169.81,done
105432,running,cruise,6.96,56.95,2.93,1.84,-1.58,9.84,2,133.23,-168.03,-169.02,done
105490,running,cruise,6.78,56.91,3.25,1.85,-1.58,9.68,2,133.34,-168.03,-168.55,done
105548,running,cruise,6.61,56.87,2.93,1.87,-1.57,9.53,2,133.44,-164.81,-166.97,done
105607,running,cruise,6.45,56.84,2.71,1.88,-1.56,9.40,2,133.54,-164.81,-166.03,done
105666,running,cruise,6.29,56.80,2.98,1.86,-1.57,9.26,2,133.64,-167.76,-166.64,done
105724,running,cruise,6.13,56.76,2.65,1.85,-1.58,9.12,2,133.74,-167.76,-167.02,done
105782,running,cruise,5.99,56.73,2.39,1.85,-1.58,9.00,2,133.85,-167.04,-166.95,done
105840,running,cruise,5.84,56.69,2.59,1.84,-1.58,8.88,2,133.95,-167.75,-167.19,done
105899,running,cruise,5.70,56.66,2.48,1.83,-1.59,8.77,2,134.05,-167.75,-167.34,done
105957,running,cruise,5.56,56.63,2.49,1.83,-1.59,8.65,2,134.15,-167.12,-167.18,done
106015,running,cruise,5.41,56.60,2.56,1.82,-1.59,8.53,2,134.26,-167.12,-167.08,done
106073,running,cruise,5.28,56.56,2.22,1.84,-1.58,8.42,2,134.36,-164.48,-165.96,done
106131,running,cruise,5.16,56.53,2.32,1.85,-1.58,8.32,2,134.46,-164.48,-165.29,done
106190,running,cruise,5.02,56.50,2.28,1.80,-1.60,8.21,2,134.57,-171.23,-167.60,done
106248,running,cruise,4.90,56.47,1.76,1.81,-1.59,8.12,2,134.67,-164.84,-166.41,done
106307,running,cruise,4.81,56.45,1.56,1.82,-1.59,8.05,2,134.77,-164.84,-165.70,done
106365,running,cruise,4.72,56.43,1.72,1.84,-1.58,7.97,2,134.87,-163.86,-164.89,done
106423,running,cruise,4.62,56.40,1.73,1.84,-1.58,7.89,2,134.98,-163.86,-164.40,done
106481,running,cruise,4.54,56.37,1.55,1.84,-1.58,7.82,2,135.08,-164.26,-164.26,done
106539,running,cruise,4.44,56.35,1.79,1.84,-1.58,7.75,2,135.18,-164.26,-164.18,done
106598,running,cruise,4.34,56.32,1.70,1.85,-1.58,7.67,2,135.28,-162.87,-163.58,done
106657,running,cruise,4.24,56.29,1.96,1.85,-1.57,7.58,2,135.39,-162.71,-163.16,done
106714,running,cruise,4.13,56.26,1.89,1.85,-1.57,7.50,2,135.49,-162.71,-162.90,done
106773,running,cruise,4.03,56.22,1.73,1.87,-1.57,7.42,2,135.59,-161.12,-162.11,done
106831,running,cruise,3.93,56.19,2.11,1.87,-1.56,7.33,2,135.69,-161.12,-161.64,done
106889,running,cruise,3.83,56.16,1.54,1.88,-1.56,7.25,2,135.79,-160.64,-161.16,done
106948,running,cruise,3.74,56.13,1.56,1.88,-1.56,7.18,2,135.89,-160.64,-160.88,done
107006,running,cruise,3.65,56.09,1.83,1.89,-1.56,7.10,2,135.99,-159.68,-160.32,done
107064,running,cruise,3.56,56.06,1.34,1.91,-1.55,7.03,2,136.10,-158.17,-159.38,done
107122,running,cruise,3.50,56.04,1.03,1.92,-1.54,6.98,2,136.20,-158.17,-158.82,done
107181,running,cruise,3.44,56.01,1.10,1.95,-1.52,6.93,2,136.30,-155.47,-157.40,done
107239,running,cruise,3.38,55.99,1.19,1.97,-1.51,6.88,2,136.39,-155.47,-156.55,done
107298,running,cruise,3.32,55.97,0.91,1.90,-1.55,6.83,2,136.49,-163.50,-159.27,done
107355,running,cruise,3.28,55.95,0.87,1.89,-1.56,6.79,2,136.59,-160.08,-159.52,done
107414,running,cruise,3.23,55.93,0.72,1.89,-1.56,6.76,2,136.70,-159.59,-159.47,done
107472,running,cruise,3.20,55.92,0.58,1.91,-1.54,6.73,2,136.80,-157.18,-158.48,done
107530,running,cruise,3.17,55.90,0.72,1.92,-1.54,6.70,2,136.90,-157.18,-157.88,done
107588,running,cruise,3.12,55.89,0.80,1.90,-1.55,6.67,2,137.00,-160.03,-158.67,done
107646,running,cruise,3.08,55.87,0.80,1.89,-1.56,6.63,2,137.10,-160.03,-159.14,done
107704,running,cruise,3.04,55.85,0.84,1.89,-1.56,6.59,2,137.20,-159.47,-159.20,done
107762,running,cruise,2.98,55.83,1.13,1.92,-1.54,6.55,2,137.30,-155.87,-157.79,done
107821,running,cruise,2.91,55.80,1.49,1.94,-1.53,6.49,2,137.40,-155.87,-156.94,done
107879,running,cruise,2.84,55.77,1.34,1.94,-1.53,6.43,2,137.50,-156.13,-156.54,done
107937,running,cruise,2.76,55.74,1.34,1.94,-1.53,6.37,2,137.60,-156.13,-156.30,done
107995,running,cruise,2.68,55.70,1.53,1.95,-1.52,6.30,2,137.69,-155.47,-155.89,done
108053,running,cruise,2.61,55.67,1.17,1.95,-1.52,6.24,2,137.79,-155.47,-155.65,done
108112,running,cruise,2.57,55.65,0.73,1.96,-1.52,6.21,2,137.89,-155.08,-155.34,done
108170,running,cruise,2.52,55.63,0.92,1.96,-1.52,6.17,2,137.99,-155.12,-155.18,done
108228,running,cruise,2.46,55.60,1.23,1.96,-1.52,6.12,2,138.09,-155.12,-155.08,done
108287,running,cruise,2.41,55.58,0.81,2.00,-1.50,6.08,2,138.19,-151.49,-153.56,done
108345,running,cruise,2.37,55.56,0.98,2.02,-1.49,6.04,2,138.29,-151.49,-152.66,done
108452,running,cruise,2.26,55.50,1.19,1.97,-1.52,5.95,2,138.46,-157.22,-154.36,done
108513,running,cruise,2.19,55.47,1.19,1.97,-1.51,5.89,2,138.57,-153.88,-154.08,done
108571,running,cruise,2.14,55.45,1.04,1.91,-1.54,5.85,2,138.67,-159.47,-156.17,done
108629,running,cruise,2.08,55.42,1.27,1.88,-1.56,5.80,2,138.77,-159.05,-157.25,done
108688,running,cruise,2.01,55.39,1.17,1.90,-1.55,5.75,2,138.87,-155.43,-156.44,done
108746,running,cruise,1.95,55.36,1.17,1.91,-1.55,5.71,2,138.97,-155.43,-155.96,done
108804,running,cruise,1.89,55.33,1.22,1.93,-1.53,5.66,2,139.07,-153.31,-154.82,done
108863,running,cruise,1.82,55.30,1.39,1.95,-1.53,5.60,2,139.17,-153.31,-154.14,done
108921,running,cruise,1.75,55.27,1.35,1.93,-1.53,5.55,2,139.27,-155.36,-154.55,done
108979,running,cruise,1.67,55.23,1.47,1.98,-1.51,5.49,2,139.37,-150.45,-152.83,done
109038,running,cruise,1.59,55.19,1.50,2.00,-1.50,5.43,2,139.46,-150.45,-151.80,done
109096,running,cruise,1.51,55.15,1.63,2.01,-1.49,5.36,2,139.56,-150.79,-151.32,done
109155,running,cruise,1.43,55.10,1.71,2.02,-1.49,5.29,2,139.66,-150.79,-151.04,done
109213,running,cruise,1.35,55.06,1.40,1.96,-1.52,5.23,2,139.76,-155.72,-152.84,done
109271,running,cruise,1.26,55.01,2.06,1.92,-1.54,5.17,2,139.86,-155.72,-153.92,done
109329,running,cruise,1.15,54.96,2.21,1.90,-1.55,5.09,2,139.96,-155.37,-154.43,done
109388,running,cruise,1.03,54.90,2.28,1.93,-1.53,5.00,2,140.06,-151.22,-153.07,done
109446,running,cruise,0.91,54.84,2.20,1.95,-1.53,4.92,2,140.16,-151.22,-152.25,done
109504,running,cruise,0.79,54.77,2.43,1.94,-1.53,4.84,2,140.26,-152.67,-152.35,done
109562,running,cruise,0.66,54.71,2.43,1.93,-1.54,4.76,2,140.36,-152.67,-152.40,done
109621,running,cruise,0.54,54.64,2.44,1.91,-1.55,4.67,2,140.46,-153.99,-152.97,done
109680,running,cruise,0.40,54.57,2.71,1.89,-1.56,4.59,2,140.56,-153.99,-153.30,done
109738,running,cruise,0.26,54.51,2.43,1.87,-1.56,4.51,2,140.66,-153.96,-153.49,done
109796,running,cruise,0.14,54.44,2.52,1.86,-1.57,4.45,2,140.76,-154.30,-153.74,done
109854,running,cruise,-0.00,54.37,2.70,1.85,-1.58,4.37,2,140.86,-154.30,-153.89,done
109913,running,cruise,-0.13,54.31,2.32,1.88,-1.56,4.31,2,140.96,-150.30,-152.37,done
109971,running,cruise,-0.25,54.24,2.35,1.90,-1.55,4.25,2,141.06,-150.30,-151.47,done
110029,running,cruise,-0.38,54.18,2.46,1.93,-1.54,4.19,2,141.16,-148.59,-150.24,done
110087,running,cruise,-0.49,54.11,2.33,1.94,-1.53,4.14,2,141.26,-148.59,-149.51,done
110145,running,cruise,-0.62,54.03,2.69,2.03,-1.48,4.08,2,141.36,-142.10,-146.46,done
110208,running,cruise,-0.77,53.93,2.95,1.97,-1.52,4.01,2,141.47,-150.94,-148.18,done
110273,running,braking,-0.93,53.84,3.25,1.01,0.00,3.95,2,141.54,-150.94,-149.24,done
110331,running,braking,-1.11,53.73,3.60,0.12,0.00,3.89,2,141.55,-151.09,-149.97,done
110390,running,braking,-1.27,53.64,2.34,0.00,0.00,3.85,2,141.56,-151.09,-150.41,done
110448,running,braking,-1.36,53.59,1.59,0.00,0.00,3.84,2,141.57,-149.36,-149.98,done
110510,running,braking,-1.45,53.54,1.78,0.00,0.00,3.82,2,141.58,-152.86,-151.13,done
110568,running,braking,-1.54,53.49,1.52,0.00,0.00,3.81,2,141.59,-152.86,-151.82,done
110627,running,dwelling,-1.59,53.46,0.86,0.00,0.00,3.81,2,141.60,-149.85,-151.02,done
110686,running,dwelling,-1.64,53.43,0.93,0.00,0.00,3.80,2,141.61,-149.85,-150.55,done
110751,running,dwelling,-1.69,53.40,0.90,0.00,0.00,3.80,2,141.62,-149.72,-150.21,done
110809,running,dwelling,-1.73,53.38,0.56,0.00,0.00,3.80,2,141.63,-152.77,-151.23,done
110868,running,dwelling,-1.75,53.37,0.30,0.00,0.00,3.80,2,141.64,-152.77,-151.84,done
110927,running,dwelling,-1.77,53.36,0.18,0.00,0.00,3.80,2,141.65,-146.24,-149.58,done
110986,running,dwelling,-1.77,53.36,-0.10,0.00,0.00,3.80,2,141.66,-146.24,-148.23,done
111045,running,dwelling,-1.76,53.37,-0.29,0.00,0.00,3.80,2,141.67,-149.61,-148.78,done
111109,running,dwelling,-1.74,53.37,-0.16,0.00,0.00,3.80,2,141.69,-148.13,-148.51,done
111172,running,dwelling,-1.74,53.37,0.09,0.00,0.00,3.80,2,141.70,-148.13,-148.35,done
111230,running,dwelling,-1.75,53.37,0.00,0.00,0.00,3.80,2,141.71,-152.83,-150.14,done
111288,running,dwelling,-1.74,53.38,-0.22,0.00,0.00,3.80,2,141.72,-152.83,-151.21,done
111346,running,dwelling,-1.73,53.38,0.03,0.00,0.00,3.80,2,141.73,-148.32,-150.04,done
111404,running,dwelling,-1.75,53.37,0.51,0.00,0.00,3.80,2,141.74,-148.32,-149.34,done
111462,running,dwelling,-1.77,53.35,0.38,0.00,0.00,3.80,2,141.75,-145.02,-147.60,done
111520,running,dwelling,-1.78,53.35,0.06,0.00,0.00,3.79,2,141.76,-139.12,-144.19,done
111578,running,dwelling,-1.79,53.34,0.40,0.00,0.00,3.79,2,141.77,-139.12,-142.15,done
111637,running,dwelling,-1.80,53.33,0.06,0.00,0.00,3.79,2,141.78,-143.74,-142.78,done
111696,running,dwelling,-1.81,53.33,0.11,0.00,0.00,3.79,2,141.79,-143.74,-143.16,done
111753,running,dwelling,-1.81,53.33,0.12,0.00,0.00,3.79,2,141.80,-149.62,-145.74,done
111812,running,dwelling,-1.82,53.32,-0.00,0.00,0.00,3.79,2,141.81,-146.08,-145.87,done
111870,running,dwelling,-1.81,53.33,-0.12,0.00,0.00,3.79,2,141.82,-146.08,-145.95,done
111928,running,dwelling,-1.81,53.33,0.17,0.00,0.00,3.79,2,141.83,-144.84,-145.50,done
111985,running,dwelling,-1.82,53.32,0.20,0.00,0.00,3.79,2,141.84,-144.84,-145.23,done
112044,running,dwelling,-1.82,53.32,-0.16,0.00,0.00,3.79,2,141.85,-147.24,-146.03,done
112102,running,dwelling,-1.81,53.33,-0.12,0.00,0.00,3.79,2,141.86,-147.24,-146.51,done
112160,running,dwelling,-1.82,53.32,0.07,0.00,0.00,3.79,2,141.87,-148.59,-147.33,done
112218,running,dwelling,-1.82,53.32,0.08,0.00,0.00,3.79,2,141.88,-150.02,-148.40,done
112276,running,dwelling,-1.82,53.32,-0.09,0.00,0.00,3.79,2,141.89,-150.02,-149.05,done
112334,running,dwelling,-1.82,53.32,0.04,0.00,0.00,3.79,2,141.90,-149.33,-149.15,done
112392,running,dwelling,-1.82,53.32,0.10,0.00,0.00,3.79,2,141.91,-149.33,-149.22,done
112450,running,dwelling,-1.82,53.32,-0.02,0.00,0.00,3.79,2,141.92,-146.82,-148.25,done
112508,running,dwelling,-1.82,53.32,-0.05,0.00,0.00,3.79,2,141.93,-146.82,-147.67,done
112567,running,dwelling,-1.81,53.33,-0.15,0.00,0.00,3.79,2,141.94,-152.46,-149.58,done
112625,running,dwelling,-1.81,53.33,-0.04,0.00,0.00,3.79,2,141.95,-146.35,-148.28,done
112684,running,dwelling,-1.81,53.33,0.34,0.00,0.00,3.79,2,141.96,-146.35,-147.50,done
112742,running,dwelling,-1.84,53.31,0.48,0.00,0.00,3.79,2,141.97,-147.12,-147.34,done
112799,running,dwelling,-1.85,53.30,0.14,0.00,0.00,3.79,2,141.98,-147.12,-147.24,done
112858,running,dwelling,-1.86,53.29,0.28,0.00,0.00,3.78,2,141.99,-145.99,-146.73,done
112916,running,dwelling,-1.87,53.29,0.14,0.00,0.00,3.78,2,142.00,-145.99,-146.43,done
112974,running,dwelling,-1.88,53.28,0.11,0.00,0.00,3.78,2,142.02,-144.17,-145.51,done
113032,running,dwelling,-1.88,53.28,-0.03,0.00,0.00,3.78,2,142.03,-146.85,-146.04,done
113090,running,dwelling,-1.87,53.29,-0.17,0.00,0.00,3.78,2,142.04,-146.85,-146.36,done
113148,running,dwelling,-1.86,53.29,-0.17,0.00,0.00,3.78,2,142.05,-152.13,-148.67,done
113206,running,dwelling,-1.86,53.30,0.01,0.00,0.00,3.78,2,142.06,-152.13,-150.05,done
113264,running,dwelling,-1.86,53.29,0.15,0.00,0.00,3.78,2,142.07,-145.04,-148.03,done
113322,running,dwelling,-1.87,53.29,0.10,0.00,0.00,3.78,2,142.08,-145.04,-146.83,done
113381,running,dwelling,-1.87,53.29,0.06,0.00,0.00,3.78,2,142.09,-142.58,-145.12,done
113439,running,dwelling,-1.88,53.28,0.13,0.00,0.00,3.78,2,142.10,-140.07,-143.08,done
113497,running,dwelling,-1.88,53.28,-0.02,0.00,0.00,3.78,2,142.11,-140.07,-141.86,done
113555,running,dwelling,-1.88,53.28,-0.10,0.00,0.00,3.78,2,142.12,-149.23,-144.81,done
113613,running,dwelling,-1.88,53.28,0.10,0.00,0.00,3.78,2,142.13,-149.23,-146.58,done
113672,running,dwelling,-1.88,53.28,0.08,0.00,0.00,3.78,2,142.14,-147.07,-146.77,done
113730,running,dwelling,-1.88,53.28,-0.29,0.00,0.00,3.78,2,142.15,-147.07,-146.88,done
113789,running,dwelling,-1.87,53.29,-0.01,0.00,0.00,3.78,2,142.16,-146.82,-146.85,done
113846,running,dwelling,-1.88,53.28,0.15,0.00,0.00,3.78,2,142.17,-146.67,-146.77,done
113904,running,dwelling,-1.88,53.28,0.02,0.00,0.00,3.78,2,142.18,-146.67,-146.72,done
113962,running,dwelling,-1.88,53.28,-0.17,0.00,0.00,3.78,2,142.19,-148.13,-147.28,done
114020,running,dwelling,-1.87,53.29,0.00,0.00,0.00,3.78,2,142.20,-148.13,-147.61,done
114079,running,dwelling,-1.88,53.28,0.02,0.00,0.00,3.78,2,142.21,-142.78,-145.66,done
114137,running,cruise,-1.88,53.28,-0.06,0.06,-0.24,53.32,1,142.22,-142.78,-144.50,done
