T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,yaw_gyro,yaw_mag,cal_status
88303,running,cruise,11.36,-54.52,171.62,4.06,2.28,1.36,12.23,0,2,178.36,-158.59,done
88381,running,cruise,11.07,-54.47,171.52,3.97,2.12,1.44,11.94,0,2,178.26,-158.59,done
88459,running,cruise,10.74,-54.43,171.38,4.29,1.68,1.66,11.62,0,2,178.14,-160.06,done
88536,running,cruise,10.47,-54.38,171.25,2.80,1.52,1.74,11.35,0,2,178.02,-160.58,done
88615,running,cruise,10.29,-54.36,171.13,1.99,1.42,1.79,11.18,0,2,177.89,-159.82,done
88692,running,cruise,10.13,-54.33,171.00,2.28,1.33,1.83,11.02,0,2,177.76,-159.82,done
88769,running,cruise,9.98,-54.31,170.86,1.48,1.26,1.87,10.87,0,2,177.62,-160.43,done
88847,running,cruise,9.91,-54.30,170.69,0.71,1.26,1.87,10.80,0,2,177.48,-162.03,done
88924,running,cruise,9.86,-54.29,170.60,0.61,1.25,1.87,10.75,0,2,177.34,-159.86,done
89001,running,cruise,9.82,-54.28,170.47,0.37,1.26,1.87,10.71,0,2,177.20,-159.24,done
89079,running,cruise,9.82,-54.28,170.34,-0.23,1.31,1.84,10.71,0,2,177.06,-159.24,done
89156,running,cruise,9.84,-54.28,170.16,-0.30,1.40,1.80,10.73,0,2,176.93,-161.78,done
89234,running,cruise,9.85,-54.29,169.95,-0.08,1.49,1.75,10.75,0,2,176.80,-165.55,done
89311,running,cruise,9.86,-54.29,169.90,-0.09,1.51,1.74,10.75,0,2,176.67,-161.47,done
89389,running,cruise,9.86,-54.29,169.78,0.08,1.56,1.72,10.75,0,2,176.54,-161.47,done
89467,running,cruise,9.85,-54.29,169.63,0.18,1.61,1.69,10.74,0,2,176.41,-162.65,done
89544,running,cruise,9.82,-54.28,169.50,0.54,1.64,1.68,10.72,0,2,176.29,-163.34,done
89621,running,cruise,9.78,-54.27,169.39,0.60,1.65,1.68,10.67,0,2,176.16,-162.69,done
89698,running,cruise,9.73,-54.26,169.27,0.65,1.65,1.67,10.62,0,2,176.04,-162.69,done
89776,running,cruise,9.68,-54.25,169.14,0.75,1.66,1.67,10.57,0,2,175.92,-162.76,done
89853,running,cruise,9.62,-54.24,169.02,0.76,1.66,1.67,10.51,0,2,175.79,-162.76,done
89932,running,cruise,9.56,-54.23,168.93,0.94,1.64,1.68,10.45,0,2,175.67,-161.44,done
90009,running,cruise,9.47,-54.21,168.80,1.41,1.34,1.83,10.37,0,2,175.54,-161.44,done
90086,running,cruise,9.36,-54.19,168.64,1.31,1.30,1.85,10.26,0,2,175.40,-162.56,done
90164,running,cruise,9.29,-54.18,168.49,1.18,1.29,1.85,10.18,0,2,175.27,-163.62,done
90241,running,cruise,9.15,-54.15,168.37,2.08,1.22,1.89,10.05,0,2,175.13,-162.68,done
90318,running,cruise,9.00,-54.12,168.22,1.69,1.15,1.93,9.90,0,2,174.99,-163.40,done
90432,running,cruise,8.89,-54.09,168.04,0.87,1.11,1.94,9.79,0,2,174.79,-162.51,done
90522,running,cruise,8.73,-54.06,167.86,2.56,1.03,1.98,9.63,0,2,174.61,-162.95,done
90599,running,cruise,8.50,-54.01,167.71,2.97,1.00,2.07,9.40,0,2,174.46,-162.95,done
90677,running,cruise,8.36,-53.98,167.56,1.04,1.00,2.11,9.26,0,2,174.31,-162.95,done
90755,running,cruise,8.27,-53.96,167.36,1.63,1.00,2.12,9.17,0,2,174.15,-165.35,done
90832,running,cruise,8.14,-53.93,167.19,1.48,1.00,2.29,9.04,0,2,173.98,-165.60,done
90910,running,cruise,8.07,-53.91,167.02,0.59,1.00,2.30,8.97,0,2,173.81,-165.60,done
90988,running,cruise,8.02,-53.90,166.84,0.87,1.00,2.30,8.92,0,2,173.64,-166.22,done
91065,running,cruise,7.95,-53.89,166.71,0.76,1.00,2.31,8.85,0,2,173.47,-164.59,done
91142,running,cruise,7.92,-53.88,166.55,0.24,1.00,2.30,8.81,0,2,173.30,-164.18,done
91227,running,cruise,7.90,-53.87,166.37,0.09,1.00,2.27,8.80,0,2,173.12,-164.18,done
91307,running,cruise,7.89,-53.87,166.17,0.17,1.00,2.24,8.79,0,2,172.94,-165.91,done
91386,running,cruise,7.88,-53.87,166.00,0.01,1.00,2.22,8.78,0,2,172.77,-165.85,done
91467,running,cruise,7.89,-53.87,165.82,-0.10,1.00,2.18,8.79,0,2,172.60,-166.40,done
91548,running,cruise,7.88,-53.87,165.69,0.37,1.00,2.16,8.78,0,2,172.44,-164.96,done
91628,running,cruise,7.86,-53.86,165.53,0.11,1.00,2.14,8.76,0,2,172.27,-164.96,done
91708,running,cruise,7.85,-53.86,165.35,0.28,1.00,2.12,8.74,0,2,172.11,-165.73,done
91786,running,cruise,7.81,-53.85,165.16,0.58,1.00,2.10,8.71,0,2,171.95,-167.66,done
91867,running,cruise,7.77,-53.84,165.02,0.51,1.00,2.09,8.67,0,2,171.79,-166.63,done
91946,running,cruise,7.73,-53.83,164.85,0.49,1.00,2.08,8.63,0,2,171.63,-167.13,done
92025,running,cruise,7.68,-53.82,164.70,0.80,1.00,2.08,8.58,0,2,171.47,-167.13,done
92105,running,cruise,7.62,-53.80,164.54,0.71,1.00,2.08,8.52,0,2,171.31,-167.27,done
92184,running,cruise,7.57,-53.79,164.36,0.68,1.00,2.07,8.47,0,2,171.16,-168.95,done
92261,running,cruise,7.51,-53.77,164.17,0.85,1.00,2.06,8.41,0,2,171.00,-170.67,done
92344,running,cruise,7.46,-53.75,164.01,0.66,1.00,2.06,8.35,0,2,170.84,-170.65,done
92423,running,cruise,7.41,-53.74,163.91,0.67,1.00,2.07,8.30,0,2,170.68,-167.83,done
92500,running,cruise,7.36,-53.73,163.77,0.54,1.00,2.07,8.25,0,2,170.53,-167.73,done
92577,running,cruise,7.33,-53.71,163.59,0.48,1.00,2.05,8.21,0,2,170.38,-169.00,done
92655,running,cruise,7.29,-53.70,163.43,0.43,1.00,2.04,8.18,0,2,170.23,-169.85,done
92732,running,cruise,7.27,-53.70,163.28,0.09,1.00,2.02,8.16,0,2,170.08,-169.85,done
92810,running,cruise,7.26,-53.70,163.16,0.18,1.01,2.00,8.15,0,2,169.93,-168.51,done
92887,running,cruise,7.24,-53.69,163.00,0.24,1.05,1.98,8.13,0,2,169.78,-169.18,done
92965,running,cruise,7.24,-53.69,162.86,-0.05,1.10,1.95,8.13,0,2,169.64,-169.10,done
93042,running,cruise,7.24,-53.69,162.72,0.17,1.15,1.92,8.12,0,2,169.49,-169.10,done
93120,running,cruise,7.22,-53.68,162.55,0.15,1.20,1.90,8.11,0,2,169.35,-170.50,done
93197,running,cruise,7.22,-53.68,162.43,0.04,1.25,1.88,8.10,0,2,169.21,-169.85,done
93274,running,cruise,7.20,-53.68,162.33,0.35,1.27,1.86,8.09,0,2,169.07,-167.92,done
93352,running,cruise,7.18,-53.67,162.20,0.39,1.30,1.85,8.06,0,2,168.93,-167.92,done
93430,running,cruise,7.15,-53.66,162.04,0.44,1.34,1.83,8.03,0,2,168.80,-169.36,done
93507,running,cruise,7.11,-53.65,161.91,0.54,1.13,2.08,7.99,0,2,168.66,-169.17,done
93585,running,cruise,7.05,-53.63,161.75,0.84,1.00,2.08,7.93,0,2,168.51,-169.27,done
93662,running,cruise,7.02,-53.62,161.59,0.18,1.00,2.07,7.90,0,2,168.36,-169.70,done
93740,running,cruise,7.01,-53.62,161.44,0.11,1.00,2.04,7.89,0,2,168.20,-169.70,done
93817,running,cruise,6.99,-53.61,161.30,0.45,1.00,2.03,7.86,0,2,168.05,-169.38,done
93895,running,cruise,6.96,-53.60,161.12,0.37,1.00,2.01,7.83,0,2,167.90,-171.07,done
93972,running,cruise,6.93,-53.59,160.97,0.42,1.00,2.00,7.80,0,2,167.75,-171.17,done
94050,running,cruise,6.89,-53.57,160.83,0.57,1.01,1.99,7.76,0,2,167.60,-171.17,done
94127,running,cruise,6.84,-53.56,160.71,0.69,1.01,1.99,7.71,0,2,167.46,-169.80,done
94204,running,cruise,6.79,-53.54,160.53,0.65,1.03,1.98,7.66,0,2,167.31,-171.84,done
94282,running,cruise,6.75,-53.52,160.39,0.58,1.04,1.98,7.61,0,2,167.16,-171.51,done
94360,running,cruise,6.70,-53.51,160.25,0.73,1.05,1.98,7.56,0,2,167.02,-171.51,done
94438,running,cruise,6.65,-53.49,160.13,0.58,1.04,1.98,7.51,0,2,166.87,-170.23,done
94516,running,cruise,6.62,-53.48,159.94,0.23,1.09,1.96,7.48,0,2,166.72,-172.41,done
94593,running,cruise,6.60,-53.47,159.79,0.35,1.12,1.94,7.46,0,2,166.58,-172.71,done
94670,running,cruise,6.57,-53.46,159.65,0.45,1.14,1.93,7.43,0,2,166.43,-172.71,done
94748,running,cruise,6.55,-53.45,159.53,0.22,1.17,1.92,7.40,0,2,166.29,-171.66,done
94825,running,cruise,6.53,-53.44,159.37,0.35,1.21,1.89,7.38,0,2,166.15,-172.75,done
94903,running,cruise,6.50,-53.43,159.23,0.45,1.23,1.88,7.35,0,2,166.01,-172.83,done
94982,running,cruise,6.47,-53.42,159.10,0.53,1.25,1.87,7.32,0,2,165.87,-172.48,done
95058,running,cruise,6.42,-53.40,158.96,0.63,1.26,1.87,7.27,0,2,165.73,-172.48,done
95136,running,cruise,6.38,-53.39,158.79,0.57,1.29,1.86,7.22,0,2,165.59,-174.56,done
95214,running,cruise,6.33,-53.37,158.67,0.78,1.29,1.86,7.17,0,2,165.45,-173.71,done
95291,running,cruise,6.28,-53.35,158.57,0.79,1.27,1.86,7.11,0,2,165.32,-172.14,done
95368,running,cruise,6.22,-53.32,158.43,0.81,1.27,1.87,7.05,0,2,165.18,-172.14,done
95447,running,cruise,6.16,-53.30,158.27,0.84,1.27,1.86,6.99,0,2,165.04,-173.23,done
95523,running,cruise,6.09,-53.27,158.13,1.10,1.26,1.87,6.91,0,2,164.90,-173.42,done
95601,running,cruise,6.01,-53.24,157.99,1.24,1.00,2.21,6.82,0,2,164.75,-173.61,done
95679,running,cruise,5.92,-53.20,157.82,1.12,1.00,2.22,6.73,0,2,164.59,-173.61,done
95756,running,cruise,5.83,-53.17,157.68,1.54,1.00,2.24,6.63,0,2,164.42,-172.92,done
95833,running,cruise,5.72,-53.12,157.51,1.28,1.00,2.27,6.52,0,2,164.26,-173.08,done
95912,running,cruise,5.65,-53.09,157.35,1.02,1.00,2.28,6.44,0,2,164.09,-172.77,done
95989,running,cruise,5.55,-53.05,157.18,1.52,1.00,2.31,6.34,0,2,163.91,-172.77,done
96066,running,cruise,5.45,-53.01,156.98,1.10,1.00,2.33,6.23,0,2,163.74,-174.36,done
96144,running,cruise,5.40,-52.99,156.81,0.65,1.00,2.33,6.17,0,2,163.57,-174.31,done
96221,running,cruise,5.34,-52.96,156.66,1.22,1.00,2.34,6.10,0,2,163.40,-173.66,done
96298,running,cruise,5.23,-52.91,156.48,1.48,1.00,2.37,5.99,0,2,163.23,-174.06,done
96376,running,cruise,5.14,-52.87,156.31,1.08,1.00,2.39,5.89,0,2,163.05,-174.06,done
96454,running,cruise,5.08,-52.85,156.09,0.94,1.00,2.39,5.82,0,2,162.87,-175.90,done
96531,running,cruise,4.99,-52.81,155.92,1.39,1.00,2.71,5.72,0,2,162.69,-175.62,done
96609,running,cruise,4.92,-52.78,155.73,0.39,1.00,2.72,5.65,0,2,162.49,-175.36,done
96686,running,cruise,4.91,-52.77,155.53,0.27,1.00,2.69,5.63,0,2,162.29,-175.36,done
96763,running,cruise,4.87,-52.76,155.32,0.44,1.00,2.67,5.60,0,2,162.09,-176.33,done
96841,running,cruise,4.87,-52.75,155.10,-0.11,1.00,2.64,5.59,0,2,161.89,-177.44,done
96919,running,cruise,4.87,-52.75,154.89,0.05,1.00,2.60,5.59,0,2,161.69,-178.33,done
96997,running,cruise,4.86,-52.75,154.71,0.31,1.00,2.58,5.58,0,2,161.50,-178.33,done
97074,running,cruise,4.83,-52.73,154.57,0.48,1.00,2.57,5.55,0,2,161.31,-175.50,done
97151,running,cruise,4.79,-52.72,154.41,0.48,1.00,2.57,5.51,0,2,161.14,-175.54,done
97228,running,cruise,4.75,-52.70,154.20,0.63,1.00,2.56,5.46,0,2,160.95,-176.35,done
97306,running,cruise,4.69,-52.67,154.02,0.96,1.00,2.56,5.40,0,2,160.76,-176.35,done
97390,running,cruise,4.62,-52.63,153.81,0.94,1.00,2.57,5.32,0,2,160.55,-176.66,done
97471,running,cruise,4.54,-52.59,153.61,1.15,1.00,2.58,5.23,0,2,160.36,-177.13,done
97549,running,cruise,4.47,-52.56,153.39,0.89,1.00,2.59,5.15,0,2,160.16,-178.41,done
97629,running,cruise,4.40,-52.52,153.23,1.10,1.00,2.61,5.07,0,2,159.96,-176.91,done
97707,running,cruise,4.31,-52.48,153.03,1.38,1.00,2.63,4.97,0,2,159.77,-176.91,done
97789,running,cruise,4.22,-52.43,152.82,1.04,1.00,2.65,4.87,0,2,159.56,-177.58,done
97872,running,cruise,4.14,-52.39,152.64,1.24,1.00,2.68,4.78,0,2,159.35,-176.15,done
97952,running,cruise,4.03,-52.34,159.55,1.58,1.00,3.65,4.66,0,2,159.14,179.79,done
98030,running,cruise,3.97,-52.32,152.10,0.37,1.00,3.94,4.59,0,2,158.84,-177.82,done
98110,running,cruise,3.91,-52.28,151.84,1.48,1.00,2.98,4.52,0,2,158.57,-177.82,done
98188,running,cruise,3.78,-52.22,151.59,1.76,1.00,3.02,4.38,0,2,158.34,-179.41,done
98268,running,cruise,3.70,-52.17,151.37,0.96,1.00,3.05,4.29,0,2,158.12,-179.31,done
98346,running,cruise,3.62,-52.13,151.13,1.13,1.00,3.06,4.20,0,2,157.89,-179.81,done
98425,running,cruise,3.54,-52.08,158.07,1.30,1.00,3.28,4.10,0,2,157.65,178.26,done
98540,running,cruise,3.45,-52.05,157.67,0.63,1.00,4.36,4.01,0,2,157.24,178.75,done
98631,running,dwelling,3.31,-51.99,157.32,2.83,0.00,2.89,3.86,592,2,156.88,178.84,done
98711,running,dwelling,3.09,-51.90,157.13,2.34,0.00,1.69,3.63,582,2,156.69,178.84,done
98789,running,dwelling,3.01,-51.86,156.99,0.79,0.00,0.52,3.54,572,2,156.59,176.49,done
98865,running,dwelling,2.90,-51.82,157.01,2.10,0.00,0.00,3.43,562,2,156.58,178.13,done
98942,running,dwelling,2.76,-51.76,156.97,1.70,0.00,0.00,3.27,552,2,156.58,176.26,done
99019,running,dwelling,2.69,-51.73,156.97,0.59,0.00,0.00,3.19,542,2,156.58,176.26,done
99096,running,dwelling,2.63,-51.70,156.97,1.07,0.00,0.00,3.13,532,2,156.58,176.40,done
99172,running,dwelling,2.56,-51.67,157.01,0.85,0.00,0.00,3.05,522,2,156.58,178.21,done
99250,running,dwelling,2.52,-51.65,157.01,0.37,0.00,0.00,3.01,512,2,156.58,178.43,done
99326,running,dwelling,2.48,-51.64,157.01,0.65,0.00,0.00,2.98,502,2,156.58,178.43,done
99403,running,dwelling,2.44,-51.62,157.01,0.50,0.00,0.00,2.93,492,2,156.58,178.37,done
99481,running,dwelling,2.41,-51.61,157.03,0.35,0.00,0.00,2.90,482,2,156.58,179.38,done
99557,running,dwelling,2.38,-51.60,156.99,0.62,0.00,0.00,2.86,472,2,156.58,177.49,done
99633,running,dwelling,2.33,-51.58,156.99,0.62,0.00,0.00,2.82,462,2,156.58,177.49,done
99712,running,dwelling,2.29,-51.56,157.03,0.65,0.00,0.00,2.77,452,2,156.58,179.19,done
99788,running,dwelling,2.24,-51.54,157.00,0.77,0.00,0.00,2.71,442,2,156.58,178.04,done
99864,running,dwelling,2.18,-51.51,157.00,0.85,0.00,0.00,2.66,432,2,156.57,177.68,done
99942,running,dwelling,2.11,-51.48,157.00,0.95,0.00,0.00,2.58,422,2,156.57,177.75,done
100019,running,dwelling,2.05,-51.46,157.00,0.80,0.00,0.00,2.52,412,2,156.57,177.75,done
100095,running,dwelling,2.00,-51.43,157.00,0.86,0.00,0.00,2.46,402,2,156.57,178.00,done
100172,running,dwelling,1.93,-51.41,157.01,0.97,0.00,0.00,2.39,392,2,156.57,178.35,done
100249,running,dwelling,1.87,-51.38,157.02,0.75,0.00,0.00,2.32,382,2,156.57,178.88,done
100325,running,dwelling,1.81,-51.36,157.02,0.82,0.00,0.00,2.26,372,2,156.57,178.88,done
100402,running,dwelling,1.76,-51.33,157.02,0.61,0.00,0.00,2.21,362,2,156.57,178.70,done
100480,running,dwelling,1.74,-51.32,156.97,0.19,0.00,0.00,2.18,352,2,156.57,176.60,done
100556,running,dwelling,1.72,-51.32,156.99,0.18,0.00,0.00,2.17,342,2,156.57,177.62,done
100633,running,dwelling,1.72,-51.31,156.99,0.03,0.00,0.00,2.16,332,2,156.57,177.62,done
100710,running,dwelling,1.72,-51.32,156.95,-0.22,0.00,0.00,2.17,322,2,156.57,175.16,done
100786,running,dwelling,1.74,-51.32,157.00,-0.18,0.00,0.00,2.19,312,2,156.57,178.03,done
100863,running,dwelling,1.75,-51.33,156.98,-0.14,0.00,0.00,2.19,302,2,156.57,177.00,done
100940,running,dwelling,1.76,-51.33,156.98,-0.05,0.00,0.00,2.21,292,2,156.57,177.00,done
101017,running,dwelling,1.75,-51.33,156.98,0.26,0.00,0.00,2.20,282,2,156.57,176.89,done
101094,running,dwelling,1.73,-51.32,157.01,0.26,0.00,0.00,2.17,272,2,156.57,178.38,done
101170,running,dwelling,1.71,-51.31,157.00,0.12,0.00,0.00,2.16,262,2,156.57,177.80,done
101247,running,dwelling,1.71,-51.31,157.00,0.07,0.00,0.00,2.16,252,2,156.57,177.80,done
101324,running,dwelling,1.70,-51.31,157.03,0.01,0.00,0.00,2.15,242,2,156.57,179.36,done
101400,running,dwelling,1.72,-51.32,149.84,-0.31,0.00,0.00,2.16,232,2,156.57,-179.84,done
101477,running,dwelling,1.74,-51.33,157.04,-0.27,0.00,0.00,2.19,222,2,156.57,179.72,done
101554,running,dwelling,1.74,-51.33,157.04,0.22,0.00,0.00,2.19,212,2,156.57,179.72,done
101631,running,dwelling,1.72,-51.32,156.96,0.37,0.00,0.00,2.16,202,2,156.57,176.07,done
101707,running,dwelling,1.69,-51.31,149.85,0.34,0.00,0.00,2.13,192,2,156.57,-179.61,done
101784,running,dwelling,1.67,-51.30,157.00,0.21,0.00,0.00,2.11,182,2,156.57,177.85,done
101861,running,dwelling,1.67,-51.29,157.00,-0.01,0.00,0.00,2.11,172,2,156.57,177.85,done
101938,running,dwelling,1.67,-51.29,156.99,-0.05,0.00,0.00,2.11,162,2,156.57,177.43,done
102016,running,dwelling,1.68,-51.30,157.03,-0.18,0.00,0.00,2.12,152,2,156.57,179.35,done
102092,running,dwelling,1.69,-51.30,157.03,-0.13,0.00,0.00,2.13,142,2,156.57,179.68,done
102168,running,dwelling,1.70,-51.31,157.03,-0.10,0.00,0.00,2.14,132,2,156.57,179.68,done
102246,running,dwelling,1.69,-51.30,157.01,0.21,0.00,0.00,2.14,122,2,156.57,178.69,done
102323,running,dwelling,1.68,-51.30,156.98,0.11,0.00,0.00,2.12,112,2,156.57,176.75,done
102399,running,dwelling,1.67,-51.29,157.02,0.14,0.00,0.00,2.11,102,2,156.57,178.87,done
102476,running,dwelling,1.67,-51.29,157.01,-0.06,0.00,0.00,2.11,92,2,156.57,178.75,done
102554,running,dwelling,1.68,-51.30,157.01,-0.35,0.00,0.00,2.13,82,2,156.57,178.75,done
102630,running,dwelling,1.69,-51.30,156.99,0.09,0.00,0.00,2.14,72,2,156.57,177.68,done
102708,running,dwelling,1.67,-51.30,157.01,0.36,0.00,0.00,2.12,62,2,156.57,178.64,done
102785,running,dwelling,1.66,-51.29,157.01,0.16,0.00,0.00,2.10,52,2,156.57,178.70,done
102861,running,dwelling,1.66,-51.29,157.01,-0.24,0.00,0.00,2.10,42,2,156.57,178.70,done
102939,running,dwelling,1.70,-51.31,157.01,-0.53,0.00,0.00,2.14,32,2,156.57,178.74,done
103015,running,dwelling,1.71,-51.31,156.97,0.13,0.00,0.00,2.15,22,2,156.57,176.44,done
103092,running,dwelling,1.69,-51.30,156.98,0.26,0.00,0.00,2.13,12,2,156.57,177.29,done
103170,running,dwelling,1.68,-51.30,156.98,0.02,0.00,0.00,2.12,2,2,156.57,177.29,done
103247,running,cruise,1.67,-51.29,156.98,0.07,0.21,1.29,51.32,0,1,156.55,177.78,done
103324,running,cruise,1.69,-51.30,149.69,-0.43,0.52,3.22,51.33,0,1,156.41,-179.22,done
103402,running,cruise,1.71,-51.32,156.56,-0.16,0.83,5.17,51.34,0,1,156.11,178.31,done
103480,running,cruise,1.70,-51.31,156.14,0.30,1.00,5.99,51.34,0,1,155.69,178.31,done
103557,running,cruise,1.66,-51.30,155.67,0.64,1.00,5.96,51.32,0,1,155.25,176.34,done
103635,running,cruise,1.63,-51.28,155.25,0.44,1.00,5.93,51.31,0,1,154.80,176.97,done
103716,running,cruise,1.58,-51.26,154.80,0.73,1.00,5.92,51.28,0,1,154.34,177.09,done
103798,running,cruise,1.52,-51.23,154.38,0.70,1.00,5.93,51.25,0,1,153.88,179.01,done
103877,running,cruise,1.48,-51.21,153.96,0.75,1.00,5.52,51.23,0,1,153.45,179.01,done
103957,running,cruise,1.40,-51.17,153.47,1.48,1.00,5.55,51.19,0,1,153.02,175.48,done
104039,running,cruise,1.29,-51.12,153.01,1.26,1.00,5.60,51.13,0,1,152.59,173.87,done
104118,running,cruise,1.20,-51.07,152.60,1.58,1.00,5.65,51.08,0,1,152.16,173.96,done
104200,running,cruise,1.07,-51.00,152.12,1.85,1.00,5.73,51.01,0,1,151.72,171.90,done
104277,running,cruise,0.96,-50.94,151.70,1.34,1.00,5.80,50.95,0,1,151.29,171.90,done
104359,running,cruise,0.86,-50.89,151.26,1.52,1.00,5.86,50.90,0,1,150.84,172.02,done
104438,running,cruise,0.73,-50.82,150.78,2.04,1.00,5.95,50.82,0,1,150.39,169.80,done
104516,running,cruise,0.61,-50.75,150.34,1.67,1.00,6.05,50.75,0,1,149.94,169.59,done
104597,running,cruise,0.49,-50.68,149.88,1.80,1.00,6.14,50.68,0,1,149.47,169.59,done
104674,running,cruise,0.36,-50.60,149.44,2.04,1.00,6.26,50.60,0,1,149.02,170.16,done
104751,running,cruise,0.23,-50.52,148.99,1.92,1.00,6.38,50.52,0,1,148.55,170.77,done
104835,running,cruise,0.09,-50.44,148.50,1.90,1.00,5.96,50.44,0,1,148.03,171.21,done
104913,running,cruise,-0.04,-50.36,148.06,1.83,1.00,5.96,50.36,0,1,147.59,170.90,done
104989,running,cruise,-0.15,-50.29,147.63,1.57,1.00,6.03,50.29,0,1,147.15,170.90,done
105068,running,cruise,-0.25,-50.22,147.18,1.68,1.00,6.10,50.22,0,1,146.70,170.64,done
105144,running,cruise,-0.36,-50.16,146.74,1.50,1.00,6.18,50.16,0,1,146.25,170.68,done
105222,running,cruise,-0.44,-50.10,146.26,1.13,1.00,6.21,50.11,0,1,145.79,169.20,done
105299,running,cruise,-0.53,-50.04,145.80,1.52,1.00,6.27,50.05,0,1,145.32,169.20,done
105377,running,cruise,-0.62,-49.98,145.36,1.38,1.00,6.34,49.98,0,1,144.86,169.85,done
105454,running,cruise,-0.70,-49.92,144.88,1.29,1.00,6.38,49.93,0,1,144.39,168.97,done
105531,running,cruise,-0.79,-49.86,144.41,1.59,1.00,6.44,49.86,0,1,143.91,168.65,done
105609,running,cruise,-0.89,-49.79,143.94,1.55,1.00,6.52,49.79,0,1,143.43,168.65,done
105686,running,cruise,-0.99,-49.71,143.41,1.74,1.00,6.60,49.72,0,1,142.95,165.79,done
105764,running,cruise,-1.11,-49.63,142.92,1.94,1.00,6.71,49.64,0,1,142.45,165.91,done
105841,running,cruise,-1.22,-49.54,142.41,1.84,1.00,6.82,49.55,0,1,141.95,164.94,done
105919,running,cruise,-1.33,-49.45,141.93,1.78,1.00,6.56,49.47,0,1,141.45,165.66,done
105997,running,cruise,-1.44,-49.36,141.45,1.79,1.00,6.12,49.39,0,1,140.98,164.78,done
106074,running,cruise,-1.54,-49.29,140.99,1.42,1.00,6.18,49.31,0,1,140.52,163.69,done
106151,running,cruise,-1.62,-49.23,140.52,1.16,1.00,6.22,49.25,0,1,140.07,162.91,done
106229,running,cruise,-1.69,-49.17,140.06,1.23,1.00,6.26,49.19,0,1,139.60,162.52,done
106306,running,cruise,-1.76,-49.11,139.60,1.17,1.00,6.29,49.14,0,1,139.14,162.52,done
106383,running,cruise,-1.83,-49.05,139.16,1.27,1.00,6.33,49.08,0,1,138.67,163.01,done
106462,running,cruise,-1.90,-48.99,138.65,0.99,1.00,6.36,49.03,0,1,138.19,161.06,done
106540,running,cruise,-1.96,-48.94,138.20,1.13,1.00,6.38,48.97,0,1,137.72,161.72,done
106656,running,cruise,-2.05,-48.85,137.55,1.23,1.00,6.44,48.89,0,1,137.04,162.29,done
106745,running,cruise,-2.15,-48.76,136.93,1.52,1.00,6.50,48.81,0,1,136.45,160.73,done
106823,running,cruise,-2.23,-48.68,136.46,1.54,1.00,6.58,48.73,0,1,135.96,160.73,done
106900,running,cruise,-2.32,-48.60,135.98,1.51,1.00,6.65,48.65,0,1,135.48,160.70,done
106979,running,cruise,-2.41,-48.51,135.46,1.63,1.00,6.72,48.57,0,1,134.98,158.99,done
107055,running,cruise,-2.50,-48.42,134.99,1.78,1.00,6.83,48.48,0,1,134.48,160.21,done
107132,running,cruise,-2.60,-48.32,134.50,1.90,1.00,6.94,48.39,0,1,133.97,160.21,done
107211,running,cruise,-2.71,-48.20,133.96,2.17,1.00,7.07,48.28,0,1,133.45,158.82,done
107287,running,cruise,-2.84,-48.07,133.45,2.66,1.00,6.08,48.16,0,1,132.96,157.73,done
107365,running,cruise,-2.99,-47.91,132.97,2.99,1.00,6.25,48.00,0,1,132.50,155.77,done
107443,running,cruise,-3.14,-47.75,132.48,2.47,1.00,6.42,47.85,0,1,132.03,154.44,done
107521,running,cruise,-3.25,-47.63,132.01,1.93,1.00,6.53,47.74,0,1,131.55,154.44,done
107598,running,cruise,-3.34,-47.52,131.53,1.72,1.00,6.63,47.64,0,1,131.06,154.51,done
107676,running,cruise,-3.42,-47.44,131.06,1.35,1.00,6.70,47.56,0,1,130.57,155.45,done
107753,running,cruise,-3.48,-47.37,130.52,1.05,1.00,6.73,47.49,0,1,130.07,152.43,done
107830,running,cruise,-3.52,-47.32,130.03,0.65,1.00,6.74,47.45,0,1,129.57,152.43,done
107908,running,cruise,-3.54,-47.29,129.54,0.29,1.00,6.70,47.42,0,1,129.07,152.38,done
107985,running,cruise,-3.55,-47.29,129.02,0.13,1.00,6.64,47.42,0,1,128.58,150.89,done
108062,running,cruise,-3.57,-47.26,128.58,0.77,1.00,6.62,47.39,0,1,128.09,152.68,done
108140,running,cruise,-3.61,-47.21,128.10,0.60,1.00,6.62,47.35,0,1,127.59,152.68,done
108217,running,cruise,-3.62,-47.19,127.60,0.26,1.00,6.57,47.33,0,1,127.11,151.62,done
108294,running,cruise,-3.65,-47.15,127.08,0.72,1.00,6.55,47.29,0,1,126.62,149.45,done
108372,running,cruise,-3.68,-47.11,126.58,0.57,1.00,6.54,47.25,0,1,126.13,148.44,done
108450,running,cruise,-3.69,-47.09,126.10,0.24,1.00,6.49,47.24,0,1,125.65,148.44,done
108526,running,cruise,-3.74,-47.03,125.65,1.67,1.00,6.51,47.18,0,1,125.17,149.34,done
108605,running,cruise,-3.83,-46.90,125.16,2.22,1.00,6.65,47.06,0,1,124.68,149.00,done
108681,running,cruise,-3.92,-46.78,124.64,1.57,1.00,6.76,46.94,0,1,124.18,147.05,done
108758,running,cruise,-3.98,-46.69,124.19,1.62,1.00,6.84,46.85,0,1,123.68,148.85,done
