T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,mag_x_raw,mag_y_raw,yaw_gyro,yaw_mag,cal_status
4,running,cruise,0.00,0.00,0.00,-0.25,0.02,0.13,50.00,0,4,0.0000,0.0000,0.00,0.00,done
83,running,cruise,-0.03,0.00,-1.57,-0.51,0.34,0.40,50.03,0,4,0.2569,-0.1138,-0.03,-77.36,done
160,running,cruise,-0.06,0.00,-1.61,-0.22,0.65,0.39,50.06,0,4,0.2569,-0.1138,-0.06,-77.36,done
239,running,cruise,-0.06,0.00,-1.67,0.38,0.97,0.38,50.06,0,4,0.2556,-0.1182,-0.09,-78.86,done
316,running,cruise,-0.00,-0.00,-1.71,0.82,1.28,0.38,50.00,0,4,0.2605,-0.1211,-0.13,-79.33,done
393,running,cruise,0.06,-0.00,-1.78,0.86,1.59,0.37,49.94,0,4,0.2540,-0.1254,-0.16,-81.31,done
471,running,cruise,0.12,-0.00,-1.73,0.51,1.90,0.38,49.88,0,4,0.2533,-0.1126,-0.19,-77.26,done
548,running,cruise,0.15,-0.00,-1.76,0.44,2.21,0.38,49.85,0,4,0.2533,-0.1126,-0.22,-77.26,done
625,running,cruise,0.18,-0.01,-1.83,0.25,2.52,0.37,49.82,0,4,0.2523,-0.1179,-0.25,-79.09,done
704,running,cruise,0.19,-0.01,-1.84,0.03,2.83,0.37,49.81,0,4,0.2492,-0.1149,-0.28,-78.42,done
782,running,cruise,0.20,-0.01,-1.84,0.30,3.14,0.37,49.80,0,4,0.2520,-0.1109,-0.31,-76.82,done
858,running,cruise,0.22,-0.01,-1.87,0.17,3.45,0.37,49.78,0,4,0.2520,-0.1109,-0.34,-76.82,done
936,running,cruise,0.24,-0.01,-1.99,0.24,3.76,0.34,49.76,0,4,0.2517,-0.1242,-0.37,-81.14,done
1014,running,cruise,0.27,-0.01,-1.97,0.40,4.07,0.35,49.73,0,4,0.2482,-0.1158,-0.40,-78.79,done
1091,running,cruise,0.30,-0.01,-1.97,0.46,4.29,0.35,49.70,0,4,0.2554,-0.1138,-0.43,-77.49,done
1169,running,cruise,0.36,-0.01,-2.00,1.02,4.30,0.35,49.64,0,4,0.2554,-0.1138,-0.46,-77.49,done
1247,running,cruise,0.45,-0.01,-2.06,1.00,4.31,0.35,49.55,0,4,0.2506,-0.1172,-0.49,-79.02,done
1324,running,cruise,0.52,-0.02,-2.05,0.97,4.29,0.36,49.48,0,4,0.2505,-0.1113,-0.52,-77.09,done
1402,running,cruise,0.62,-0.02,-2.08,1.38,4.28,0.36,49.38,0,4,0.2537,-0.1117,-0.55,-76.95,done
1480,running,cruise,0.72,-0.02,-2.11,1.09,4.28,0.36,49.28,0,4,0.2537,-0.1117,-0.58,-76.95,done
1558,running,cruise,0.80,-0.03,-2.15,1.33,4.28,0.36,49.20,0,4,0.2510,-0.1127,-0.61,-77.51,done
1635,running,cruise,0.95,-0.03,-2.26,2.17,4.26,0.37,49.05,0,4,0.2488,-0.1253,-0.64,-81.80,done
1713,running,cruise,1.14,-0.04,-2.23,2.31,4.21,0.39,48.86,0,4,0.2486,-0.1155,-0.67,-78.66,done
1791,running,cruise,1.29,-0.05,-2.22,1.70,4.19,0.41,48.71,0,4,0.2537,-0.1106,-0.70,-76.58,done
1868,running,cruise,1.46,-0.05,-2.25,2.64,4.17,0.42,48.54,0,4,0.2537,-0.1106,-0.74,-76.58,done
1946,running,cruise,1.71,-0.06,-2.32,3.23,4.15,0.43,48.29,0,4,0.2514,-0.1149,-0.77,-78.21,done
2023,running,cruise,1.96,-0.07,-2.34,3.16,4.10,0.45,48.04,0,4,0.2449,-0.1103,-0.81,-77.27,done
2100,running,cruise,2.22,-0.08,-2.39,3.40,4.07,0.47,47.78,0,4,0.2479,-0.1131,-0.84,-77.93,done
2178,running,cruise,2.48,-0.10,-2.42,3.05,4.03,0.49,47.52,0,4,0.2479,-0.1131,-0.88,-77.93,done
2256,running,cruise,2.72,-0.11,-2.41,3.15,3.96,0.52,47.28,0,4,0.2457,-0.1040,-0.92,-75.01,done
2333,running,cruise,3.01,-0.12,-2.43,3.75,3.96,0.52,46.99,0,4,0.2474,-0.1023,-0.97,-74.29,done
2411,running,cruise,3.29,-0.13,-2.48,3.24,3.91,0.54,46.71,0,4,0.2472,-0.1036,-1.01,-74.74,done
2489,running,cruise,3.55,-0.14,-2.53,3.54,3.87,0.57,46.45,0,4,0.2472,-0.1036,-1.05,-74.74,done
2566,running,cruise,3.84,-0.15,-2.57,3.57,3.81,0.60,46.16,0,4,0.2457,-0.1026,-1.10,-74.52,done
2643,running,cruise,4.13,-0.17,-2.60,3.71,3.74,0.63,45.87,0,4,0.2482,-0.1016,-1.15,-73.98,done
2723,running,cruise,4.43,-0.18,-2.57,3.80,3.63,0.68,45.57,0,4,0.2391,-0.0888,-1.20,-69.92,done
2808,running,cruise,4.76,-0.20,-2.68,3.77,3.59,0.63,45.24,0,4,0.2411,-0.0958,-1.26,-72.41,done
2888,running,cruise,5.09,-0.21,-2.74,3.90,3.67,0.66,44.92,0,4,0.2411,-0.0958,-1.31,-72.41,done
2966,running,cruise,5.41,-0.23,-2.79,3.99,3.60,0.70,44.59,0,4,0.2428,-0.0962,-1.37,-72.44,done
3045,running,cruise,5.69,-0.24,-2.77,3.04,3.50,0.75,44.31,0,4,0.2414,-0.0860,-1.43,-68.72,done
3124,running,cruise,5.92,-0.25,-2.91,2.88,3.47,0.76,44.08,0,4,0.2388,-0.0955,-1.49,-72.47,done
3205,running,cruise,6.16,-0.26,-2.97,2.92,3.41,0.79,43.84,0,4,0.2388,-0.0955,-1.55,-72.47,done
3288,running,cruise,6.42,-0.28,-3.06,2.83,3.35,0.82,43.58,0,4,0.2423,-0.0993,-1.62,-73.59,done
3368,running,cruise,6.63,-0.29,-3.05,2.60,3.26,0.87,43.37,0,4,0.2390,-0.0895,-1.68,-70.20,done
3445,running,cruise,6.86,-0.30,-3.12,3.01,3.48,0.75,43.14,0,4,0.2404,-0.0902,-1.75,-70.37,done
3527,running,cruise,7.12,-0.32,-3.16,3.19,3.44,0.78,42.88,0,4,0.2379,-0.0875,-1.81,-69.52,done
3605,running,cruise,7.38,-0.33,-3.22,3.29,3.37,0.81,42.62,0,4,0.2379,-0.0875,-1.87,-69.52,done
3684,running,cruise,7.67,-0.35,-3.33,3.81,3.31,0.85,42.33,0,4,0.2398,-0.0932,-1.94,-71.56,done
3764,running,cruise,7.97,-0.36,-3.32,3.34,3.18,0.91,42.04,0,4,0.2366,-0.0820,-2.01,-67.47,done
3843,running,cruise,8.23,-0.38,-3.41,3.16,3.11,0.95,41.77,0,4,0.2387,-0.0848,-2.08,-68.44,done
3922,running,cruise,8.47,-0.39,-3.45,2.74,3.01,0.99,41.53,0,4,0.2377,-0.0805,-2.16,-66.81,done
3999,running,cruise,8.67,-0.41,-3.53,2.56,2.98,0.92,41.33,0,4,0.2377,-0.0805,-2.23,-66.81,done
4077,running,cruise,8.87,-0.42,-3.59,2.25,3.29,0.84,41.14,0,4,0.2332,-0.0794,-2.30,-66.59,done
4158,running,cruise,9.06,-0.43,-3.63,2.64,3.27,0.86,40.94,0,4,0.2317,-0.0760,-2.37,-65.30,done
4236,running,cruise,9.31,-0.45,-3.72,3.33,3.21,0.89,40.69,0,4,0.2331,-0.0794,-2.44,-66.59,done
4315,running,cruise,9.56,-0.46,-3.79,2.77,3.14,0.93,40.45,0,4,0.2331,-0.0794,-2.51,-66.59,done
4392,running,cruise,9.76,-0.48,-3.82,2.59,3.06,0.97,40.24,0,4,0.2398,-0.0739,-2.58,-64.14,done
4469,running,cruise,9.96,-0.49,-3.91,2.54,3.00,1.00,40.04,0,4,0.2341,-0.0756,-2.66,-65.03,done
4547,running,cruise,10.16,-0.50,-3.95,2.30,2.93,1.03,39.85,0,4,0.2398,-0.0721,-2.74,-63.42,done
4624,running,cruise,10.33,-0.52,-4.01,2.18,2.87,1.07,39.67,0,4,0.2398,-0.0701,-2.82,-62.65,done
4702,running,cruise,10.51,-0.53,-4.10,2.26,2.81,1.10,39.50,0,4,0.2358,-0.0701,-2.90,-62.77,done
4780,running,cruise,10.70,-0.54,-4.24,2.42,2.91,0.85,39.31,0,4,0.2346,-0.0776,-2.98,-65.79,done
4857,running,cruise,10.88,-0.56,-4.32,2.24,3.22,0.87,39.12,0,4,0.2360,-0.0795,-3.05,-66.51,done
4935,running,cruise,11.07,-0.57,-4.35,2.79,3.20,0.90,38.93,0,4,0.2394,-0.0749,-3.12,-64.54,done
5013,running,cruise,11.33,-0.59,-4.42,3.41,3.13,0.94,38.67,0,4,0.2394,-0.0749,-3.19,-64.54,done
5090,running,cruise,11.58,-0.61,-4.52,2.61,3.06,0.97,38.43,0,4,0.2342,-0.0784,-3.26,-66.15,done
5167,running,cruise,11.78,-0.63,-4.57,2.64,2.99,1.00,38.22,0,4,0.2402,-0.0753,-3.34,-64.67,done
5246,running,cruise,12.01,-0.64,-4.70,2.93,2.93,1.03,37.99,0,4,0.2339,-0.0815,-3.42,-67.39,done
5323,running,cruise,12.24,-0.66,-4.78,2.79,2.85,1.07,37.77,0,4,0.2339,-0.0815,-3.50,-67.39,done
5401,running,cruise,12.45,-0.68,-4.80,2.54,2.75,1.12,37.56,0,4,0.2365,-0.0748,-3.58,-64.60,done
5478,running,cruise,12.63,-0.70,-4.84,2.15,2.77,0.86,37.38,0,4,0.2299,-0.0689,-3.67,-62.42,done
5556,running,cruise,12.80,-0.71,-4.89,2.21,3.09,0.88,37.21,0,4,0.2311,-0.0658,-3.74,-61.11,done
5634,running,cruise,12.99,-0.73,-4.95,2.58,3.19,0.90,37.02,0,4,0.2311,-0.0658,-3.81,-61.11,done
5712,running,cruise,13.22,-0.75,-5.04,3.21,3.13,0.93,36.78,0,4,0.2341,-0.0683,-3.88,-62.08,done
5790,running,cruise,13.48,-0.77,-5.05,3.05,3.03,0.98,36.53,0,4,0.2348,-0.0603,-3.95,-58.80,done
5867,running,cruise,13.71,-0.79,-5.22,2.98,2.99,1.00,36.29,0,4,0.2321,-0.0722,-4.03,-63.74,done
5945,running,cruise,13.96,-0.81,-5.23,3.21,2.87,1.06,36.04,0,4,0.2325,-0.0636,-4.11,-60.15,done
6022,running,cruise,14.21,-0.84,-5.31,2.88,2.78,1.11,35.80,0,4,0.2325,-0.0636,-4.19,-60.15,done
6100,running,cruise,14.42,-0.86,-5.38,2.54,2.70,1.15,35.59,0,4,0.2372,-0.0624,-4.28,-59.62,done
6177,running,cruise,14.63,-0.88,-5.51,2.73,2.78,0.84,35.38,0,4,0.2285,-0.0665,-4.36,-61.47,done
6255,running,cruise,14.82,-0.89,-5.59,2.02,3.09,0.86,35.19,0,4,0.2323,-0.0687,-4.43,-62.30,done
6332,running,cruise,14.97,-0.91,-5.65,2.01,3.25,0.87,35.04,0,4,0.2323,-0.0687,-4.50,-62.30,done
6487,running,cruise,15.38,-0.95,-5.70,3.25,3.11,0.95,34.63,0,4,0.2251,-0.0588,-4.63,-58.24,done
6593,running,cruise,15.68,-0.98,-5.86,1.33,3.04,0.98,34.33,0,4,0.2253,-0.0652,-4.74,-61.01,done
6670,running,cruise,15.77,-0.99,-5.89,1.54,3.01,1.00,34.24,0,4,0.2272,-0.0605,-4.81,-58.94,done
6749,running,cruise,15.96,-1.01,-5.97,2.69,2.95,1.02,34.05,0,4,0.2272,-0.0605,-4.89,-58.94,done
6826,running,cruise,16.13,-1.03,-6.09,1.66,2.91,1.04,33.88,0,4,0.2239,-0.0652,-4.97,-61.04,done
6904,running,cruise,16.26,-1.04,-6.13,1.77,2.87,1.07,33.76,0,4,0.2279,-0.0612,-5.05,-59.23,done
6981,running,cruise,16.41,-1.06,-6.22,1.89,2.82,1.09,33.61,0,4,0.2285,-0.0616,-5.13,-59.40,done
7059,running,cruise,16.56,-1.07,-6.27,1.81,2.95,0.76,33.46,0,4,0.2264,-0.0588,-5.21,-58.23,done
7136,running,cruise,16.70,-1.09,-6.33,1.88,3.26,0.77,33.32,0,4,0.2264,-0.0588,-5.27,-58.23,done
7215,running,cruise,16.84,-1.10,-6.40,1.71,3.44,0.78,33.18,0,4,0.2286,-0.0596,-5.33,-58.57,done
7292,running,cruise,17.01,-1.12,-6.45,2.64,3.40,0.80,33.01,0,4,0.2316,-0.0588,-5.40,-58.19,done
7369,running,cruise,17.24,-1.15,-6.56,2.93,3.36,0.82,32.78,0,4,0.2267,-0.0637,-5.46,-60.32,done
7447,running,cruise,17.48,-1.18,-6.62,3.19,3.29,0.85,32.55,0,4,0.2267,-0.0637,-5.52,-60.32,done
7525,running,cruise,17.75,-1.21,-6.64,3.64,3.19,0.90,32.27,0,4,0.2275,-0.0587,-5.59,-58.16,done
7602,running,cruise,18.03,-1.24,-6.70,3.50,3.09,0.96,31.99,0,4,0.2296,-0.0570,-5.66,-57.44,done
7680,running,cruise,18.31,-1.27,-6.79,3.43,3.00,1.00,31.72,0,4,0.2285,-0.0589,-5.74,-58.27,done
7757,running,cruise,18.60,-1.31,-6.86,3.87,3.17,0.68,31.43,0,4,0.2285,-0.0589,-5.81,-58.27,done
7835,running,cruise,18.88,-1.34,-6.91,3.25,3.48,0.71,31.15,0,4,0.2229,-0.0592,-5.86,-58.44,done
7912,running,cruise,19.14,-1.37,-6.85,3.57,3.47,0.77,30.89,0,4,0.2285,-0.0458,-5.92,-52.70,done
7990,running,cruise,19.45,-1.41,-6.97,4.07,3.40,0.80,30.58,0,4,0.2229,-0.0519,-5.98,-55.26,done
8067,running,cruise,19.77,-1.45,-7.03,3.93,3.30,0.85,30.27,0,4,0.2229,-0.0519,-6.04,-55.26,done
8145,running,cruise,20.08,-1.49,-7.08,3.85,3.19,0.90,29.96,0,4,0.2206,-0.0505,-6.11,-54.62,done
8223,running,cruise,20.39,-1.53,-7.15,4.08,3.24,0.59,29.65,0,4,0.2261,-0.0501,-6.18,-54.51,done
8300,running,cruise,20.70,-1.57,-7.16,3.75,3.55,0.63,29.34,0,4,0.2274,-0.0462,-6.23,-52.86,done
8378,running,cruise,20.98,-1.60,-7.18,3.28,3.68,0.66,29.07,0,4,0.2202,-0.0430,-6.28,-51.28,done
8455,running,cruise,21.25,-1.64,-7.23,3.68,3.61,0.69,28.80,0,4,0.2202,-0.0430,-6.33,-51.28,done
8533,running,cruise,21.54,-1.67,-7.27,3.72,3.53,0.73,28.51,0,4,0.2216,-0.0412,-6.39,-50.53,done
8610,running,cruise,21.85,-1.71,-7.32,4.11,3.44,0.78,28.20,0,4,0.2202,-0.0399,-6.45,-49.93,done
8688,running,cruise,22.17,-1.75,-7.37,3.92,3.41,0.60,27.88,0,4,0.2212,-0.0391,-6.51,-49.61,done
8766,running,cruise,22.45,-1.79,-7.41,3.31,3.73,0.50,27.60,0,4,0.2212,-0.0391,-6.55,-49.61,done
8843,running,cruise,22.72,-1.83,-7.47,3.54,3.97,0.52,27.34,0,4,0.2219,-0.0417,-6.59,-50.79,done
8921,running,cruise,23.04,-1.87,-7.48,4.19,3.90,0.55,27.03,0,4,0.2223,-0.0375,-6.63,-48.99,done
8998,running,cruise,23.34,-1.91,-7.58,3.43,3.86,0.57,26.73,0,4,0.2240,-0.0437,-6.68,-51.70,done
9076,running,cruise,23.58,-1.94,-7.62,3.02,3.81,0.60,26.49,0,4,0.2240,-0.0437,-6.72,-51.70,done
9158,running,cruise,23.87,-1.98,-7.61,3.73,3.72,0.64,26.21,0,4,0.2223,-0.0364,-6.78,-48.51,done
9240,running,cruise,24.17,-2.02,-7.70,3.29,3.95,0.32,25.91,0,4,0.2195,-0.0423,-6.82,-50.95,done
9319,running,cruise,24.41,-2.05,-7.73,2.86,4.26,0.33,25.67,0,4,0.2223,-0.0421,-6.84,-50.98,done
9397,running,cruise,24.65,-2.08,-7.69,3.30,4.28,0.36,25.44,0,4,0.2169,-0.0349,-6.87,-47.57,done
9476,running,cruise,24.94,-2.12,-7.72,3.39,4.25,0.38,25.15,0,4,0.2169,-0.0349,-6.90,-47.57,done
9557,running,cruise,25.19,-2.16,-7.80,3.12,4.24,0.38,24.91,0,4,0.2184,-0.0409,-6.93,-50.30,done
9639,running,cruise,25.49,-2.20,-7.81,3.97,4.19,0.41,24.61,0,4,0.2220,-0.0381,-6.97,-49.22,done
9718,running,cruise,25.84,-2.25,-7.86,4.16,4.27,0.12,24.27,0,4,0.2176,-0.0400,-7.00,-49.89,done
9801,running,cruise,26.12,-2.29,-7.85,3.00,4.60,0.13,23.99,0,4,0.2234,-0.0370,-7.01,-48.80,done
9879,running,cruise,26.40,-2.32,-7.86,4.15,4.72,0.14,23.71,0,4,0.2234,-0.0370,-7.03,-48.80,done
9960,running,cruise,26.80,-2.38,-7.88,5.07,4.70,0.15,23.33,0,4,0.2190,-0.0377,-7.04,-48.90,done
10038,running,cruise,27.16,-2.43,-7.91,3.98,4.69,0.16,22.97,0,4,0.2148,-0.0398,-7.06,-49.66,done
10117,running,cruise,27.47,-2.47,-7.84,4.24,4.70,-0.04,22.66,0,4,0.2208,-0.0297,-7.07,-45.56,done
10196,running,cruise,27.86,-2.53,-7.82,5.15,4.82,-0.09,22.28,0,4,0.2202,-0.0272,-7.07,-44.45,done
10274,running,cruise,28.27,-2.58,-7.81,4.86,4.80,-0.10,21.89,0,4,0.2202,-0.0272,-7.06,-44.45,done
10354,running,cruise,28.64,-2.63,-7.81,4.88,4.78,-0.11,21.52,0,4,0.2157,-0.0283,-7.06,-44.63,done
10435,running,cruise,29.09,-2.69,-7.79,5.39,4.77,-0.12,21.09,0,4,0.2166,-0.0265,-7.05,-43.90,done
10513,running,cruise,29.51,-2.75,-7.72,5.14,4.28,-0.36,20.68,0,4,0.2171,-0.0199,-7.04,-41.16,done
10590,running,cruise,29.88,-2.80,-7.69,4.57,4.23,-0.39,20.31,0,4,0.2171,-0.0199,-7.01,-41.16,done
10668,running,cruise,30.25,-2.85,-7.71,4.76,4.15,-0.42,19.96,0,4,0.2108,-0.0256,-6.98,-43.11,done
10746,running,cruise,30.63,-2.90,-7.70,4.67,4.08,-0.46,19.59,0,4,0.2152,-0.0269,-6.95,-43.99,done
10823,running,cruise,30.98,-2.95,-7.60,4.44,3.67,-0.67,19.25,0,4,0.2148,-0.0200,-6.92,-41.01,done
10901,running,cruise,31.31,-2.99,-7.55,3.84,3.58,-0.71,18.93,0,4,0.2148,-0.0200,-6.87,-41.01,done
10979,running,cruise,31.60,-3.03,-7.47,3.72,3.52,-0.74,18.65,0,4,0.2138,-0.0165,-6.82,-39.45,done
11056,running,cruise,31.92,-3.07,-7.47,4.20,3.40,-0.80,18.34,0,4,0.2132,-0.0228,-6.76,-42.08,done
11134,running,cruise,32.22,-3.11,-7.36,3.46,3.32,-0.84,18.05,0,4,0.2159,-0.0162,-6.71,-39.53,done
11212,running,cruise,32.48,-3.15,-7.30,3.31,2.98,-1.01,17.80,0,4,0.2183,-0.0157,-6.64,-39.52,done
11290,running,cruise,32.75,-3.18,-7.22,3.25,2.89,-1.05,17.54,0,4,0.2183,-0.0157,-6.57,-39.52,done
11367,running,cruise,32.98,-3.21,-7.17,2.92,2.80,-1.10,17.32,0,4,0.2135,-0.0195,-6.49,-40.67,done
11444,running,cruise,33.21,-3.24,-7.05,2.89,2.72,-1.14,17.10,0,4,0.2107,-0.0151,-6.41,-38.56,done
11522,running,cruise,33.42,-3.27,-6.96,2.44,2.65,-1.18,16.90,0,4,0.2108,-0.0141,-6.33,-38.17,done
11599,running,cruise,33.63,-3.29,-6.88,2.68,2.56,-1.22,16.70,0,4,0.2108,-0.0141,-6.24,-38.17,done
11677,running,cruise,33.82,-3.31,-6.76,2.15,2.33,-1.33,16.51,0,4,0.2132,-0.0090,-6.15,-36.28,done
11755,running,cruise,33.97,-3.33,-6.72,1.62,2.26,-1.37,16.37,0,4,0.2122,-0.0168,-6.05,-39.42,done
11832,running,cruise,34.09,-3.35,-6.55,1.50,2.25,-1.38,16.26,0,4,0.2139,-0.0077,-5.96,-35.85,done
11910,running,cruise,34.19,-3.36,-6.46,0.87,2.22,-1.39,16.16,0,4,0.2139,-0.0077,-5.86,-35.85,done
11988,running,cruise,34.24,-3.36,-6.43,0.51,2.20,-1.40,16.12,0,4,0.2117,-0.0169,-5.76,-39.43,done
12065,running,cruise,34.28,-3.37,-6.33,0.44,2.22,-1.39,16.08,0,4,0.2153,-0.0155,-5.66,-39.19,done
12143,running,cruise,34.30,-3.37,-6.23,0.19,2.24,-1.38,16.06,0,4,0.2157,-0.0155,-5.56,-39.23,done
12220,running,cruise,34.32,-3.37,-6.13,0.18,2.27,-1.37,16.04,0,4,0.2157,-0.0155,-5.46,-39.23,done
12297,running,cruise,34.32,-3.37,-6.03,0.12,2.30,-1.35,16.03,0,4,0.2181,-0.0141,-5.36,-38.88,done
12375,running,cruise,34.34,-3.37,-5.90,0.25,2.34,-1.33,16.02,0,4,0.2113,-0.0118,-5.26,-37.22,done
12452,running,cruise,34.37,-3.38,-5.83,0.48,2.35,-1.33,15.99,0,4,0.2128,-0.0140,-5.17,-38.31,done
12529,running,cruise,34.41,-3.38,-5.69,0.50,2.38,-1.31,15.95,0,4,0.2134,-0.0083,-5.07,-36.02,done
12607,running,cruise,34.45,-3.38,-5.60,0.57,2.39,-1.31,15.92,0,4,0.2134,-0.0083,-4.98,-36.02,done
12685,running,cruise,34.51,-3.39,-5.46,0.96,2.40,-1.30,15.86,0,4,0.2118,-0.0034,-4.88,-33.89,done
12763,running,cruise,34.58,-3.40,-5.40,0.72,2.39,-1.31,15.79,0,4,0.2085,-0.0081,-4.79,-35.41,done
12840,running,cruise,34.64,-3.40,-5.32,0.91,2.38,-1.31,15.74,0,4,0.2071,-0.0094,-4.70,-35.77,done
12917,running,cruise,34.73,-3.41,-5.23,1.23,2.36,-1.32,15.65,0,4,0.2071,-0.0094,-4.60,-35.77,done
12995,running,cruise,34.82,-3.42,-5.13,0.86,2.35,-1.33,15.56,0,4,0.2114,-0.0073,-4.51,-35.40,done
13072,running,cruise,34.87,-3.42,-5.09,0.74,2.33,-1.34,15.51,0,4,0.2121,-0.0143,-4.41,-38.35,done
13150,running,cruise,34.95,-3.43,-4.95,1.21,2.33,-1.33,15.43,0,4,0.2136,-0.0087,-4.32,-36.22,done
13227,running,cruise,35.04,-3.44,-4.86,1.04,2.31,-1.35,15.35,0,4,0.2136,-0.0087,-4.22,-36.22,done
13305,running,cruise,35.13,-3.45,-4.74,1.00,2.30,-1.35,15.27,0,4,0.2122,-0.0064,-4.12,-35.16,done
13383,running,cruise,35.21,-3.45,-4.63,1.14,2.19,-1.44,15.19,0,4,0.2079,-0.0053,-4.03,-34.20,done
13460,running,cruise,35.32,-3.46,-4.51,1.51,2.09,-1.45,15.08,0,4,0.2114,-0.0017,-3.92,-33.18,done
13538,running,cruise,35.42,-3.47,-4.40,1.18,2.06,-1.47,14.99,0,4,0.2114,-0.0017,-3.82,-33.18,done
13616,running,cruise,35.53,-3.48,-4.31,1.49,2.03,-1.48,14.88,0,4,0.2149,-0.0017,-3.71,-33.60,done
13694,running,cruise,35.65,-3.49,-4.19,1.59,1.99,-1.50,14.76,0,4,0.2094,-0.0014,-3.60,-32.82,done
13772,running,cruise,35.78,-3.49,-4.07,1.60,1.95,-1.52,14.65,0,4,0.2096,-0.0007,-3.49,-32.56,done
13850,running,cruise,35.91,-3.50,-3.98,1.77,1.89,-1.55,14.52,0,4,0.2129,-0.0014,-3.38,-33.25,done
13926,running,cruise,36.05,-3.51,-3.87,1.65,1.84,-1.58,14.39,0,4,0.2129,-0.0014,-3.27,-33.25,done
14004,running,cruise,36.17,-3.52,-3.69,1.38,1.82,-1.59,14.27,0,4,0.2142,0.0083,-3.16,-29.78,done
14082,running,cruise,36.26,-3.53,-3.64,1.20,1.76,-1.62,14.18,0,4,0.2149,-0.0010,-3.04,-33.33,done
14159,running,cruise,36.37,-3.53,-3.50,1.39,1.74,-1.63,14.08,0,4,0.2127,0.0020,-2.92,-31.93,done
14237,running,cruise,36.48,-3.54,-3.39,1.28,1.70,-1.65,13.98,0,4,0.2127,0.0020,-2.80,-31.93,done
14315,running,cruise,36.57,-3.55,-3.24,1.12,1.68,-1.66,13.89,0,4,0.2111,0.0046,-2.68,-30.72,done
14392,running,cruise,36.69,-3.55,-3.13,1.89,1.48,-1.76,13.78,0,4,0.2110,0.0039,-2.56,-30.97,done
14470,running,cruise,36.82,-3.56,-3.02,1.56,1.41,-1.79,13.65,0,4,0.2059,0.0000,-2.43,-31.82,done
14548,running,cruise,36.94,-3.57,-2.89,1.54,1.37,-1.82,13.54,0,4,0.2059,0.0000,-2.30,-31.82,done
14673,running,cruise,37.18,-3.58,-2.69,1.78,1.25,-1.88,13.31,0,4,0.2096,0.0000,-2.08,-32.29,done
14752,running,cruise,37.26,-3.58,-2.55,0.70,1.23,-1.88,13.23,0,4,0.2096,0.0000,-1.95,-32.29,done
14830,running,cruise,37.38,-3.59,-2.44,2.06,1.17,-1.91,13.12,0,4,0.2073,-0.0036,-1.81,-33.45,done
14907,running,cruise,37.55,-3.59,-2.27,1.86,1.09,-1.96,12.96,0,4,0.2122,0.0028,-1.67,-31.56,done
14984,running,cruise,37.63,-3.60,-2.08,0.49,1.09,-1.96,12.89,0,4,0.2094,0.0081,-1.53,-29.19,done
15061,running,cruise,37.70,-3.60,-1.95,1.55,1.07,-1.97,12.81,0,4,0.2118,0.0078,-1.39,-29.62,done
15139,running,cruise,37.84,-3.60,-1.81,1.66,1.00,-2.00,12.68,0,4,0.2118,0.0078,-1.24,-29.62,done
15217,running,cruise,37.93,-3.61,-1.64,0.77,1.00,-2.08,12.60,0,4,0.2134,0.0126,-1.09,-28.11,done
15295,running,cruise,38.01,-3.61,-1.47,1.40,1.00,-2.09,12.52,0,4,0.2082,0.0123,-0.94,-27.47,done
15372,running,cruise,38.15,-3.61,-1.36,1.67,1.00,-2.13,12.39,0,4,0.2118,0.0094,-0.79,-29.05,done
15452,running,cruise,38.26,-3.61,-1.20,1.39,1.00,-2.16,12.28,0,4,0.2118,0.0094,-0.63,-29.05,done
15538,running,cruise,38.40,-3.62,-0.98,1.59,1.00,-2.18,12.15,0,4,0.2078,0.0146,-0.46,-26.61,done
15616,running,cruise,38.52,-3.62,-0.84,1.32,1.00,-2.21,12.04,0,4,0.2106,0.0126,-0.30,-27.72,done
15694,running,cruise,38.61,-3.62,-0.65,1.13,1.00,-2.22,11.95,0,4,0.2111,0.0169,-0.13,-26.27,done
15776,running,cruise,38.73,-3.62,-0.50,1.66,1.00,-2.26,11.84,0,4,0.2066,0.0134,0.04,-26.84,done
15854,running,cruise,38.84,-3.62,-0.33,1.11,1.00,-2.28,11.73,0,4,0.2066,0.0134,0.21,-26.84,done
15934,running,cruise,38.93,-3.62,-0.12,1.23,1.00,-2.29,11.65,0,4,0.2016,0.0185,0.37,-24.27,done
16015,running,cruise,39.05,-3.62,-0.00,1.27,1.00,-2.33,11.54,0,4,0.2099,0.0137,0.55,-27.22,done
16093,running,cruise,39.10,-3.62,0.18,0.45,1.00,-2.32,11.48,0,4,0.2108,0.0164,0.72,-26.42,done
16173,running,cruise,39.16,-3.62,0.39,0.83,1.00,-2.31,11.43,0,4,0.2057,0.0196,0.90,-24.52,done
16253,running,cruise,39.22,-3.62,0.56,0.56,1.00,-2.40,11.37,0,4,0.2057,0.0196,1.07,-24.52,done
16332,running,cruise,39.25,-3.62,0.68,0.39,1.00,-2.39,11.34,0,4,0.2085,0.0125,1.25,-27.46,done
16412,running,cruise,39.30,-3.62,0.82,0.69,1.00,-2.39,11.30,0,4,0.2136,0.0091,1.43,-29.40,done
16491,running,cruise,39.36,-3.62,1.07,0.69,1.00,-2.37,11.24,0,4,0.2079,0.0188,1.61,-25.16,done
