T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,mag_x_raw,mag_y_raw,yaw_gyro,yaw_mag,cal_status
37401,running,cruise,53.67,3.82,56.11,1.76,1.00,-4.26,46.33,0,3,0.6818,0.0913,56.11,-15.99,not_cal
37478,running,cruise,53.75,3.93,56.42,1.84,1.00,-4.33,46.22,0,3,0.6836,0.0911,56.42,-16.02,not_cal
37555,running,cruise,53.82,4.05,56.74,1.69,1.00,-4.39,46.11,0,3,0.6836,0.0911,56.74,-16.02,not_cal
37632,running,cruise,53.89,4.15,57.06,1.55,1.00,-4.45,46.02,0,3,0.6811,0.0924,57.06,-15.89,not_cal
37708,running,cruise,53.96,4.25,57.39,1.67,1.00,-4.51,45.92,0,3,0.6878,0.0895,57.39,-16.21,not_cal
37785,running,cruise,54.02,4.36,57.72,1.50,1.00,-4.57,45.82,0,3,0.6824,0.0937,57.72,-15.80,not_cal
37862,running,cruise,54.08,4.45,58.05,1.29,1.00,-4.61,45.74,0,3,0.6824,0.0937,58.05,-15.80,not_cal
37938,running,cruise,54.13,4.53,58.39,1.22,1.00,-4.64,45.66,0,3,0.6835,0.0890,58.39,-16.20,not_cal
38016,running,cruise,54.17,4.59,58.73,0.88,1.00,-4.66,45.60,0,3,0.6857,0.0892,58.73,-16.21,not_cal
38093,running,cruise,54.20,4.64,59.07,0.66,1.00,-4.65,45.55,0,3,0.6814,0.0911,59.07,-16.00,not_cal
38168,running,cruise,54.23,4.69,59.41,0.75,1.00,-4.64,45.51,0,3,0.6898,0.0918,59.41,-16.03,not_cal
38246,running,cruise,54.26,4.74,59.75,0.84,1.00,-4.64,45.46,0,3,0.6898,0.0918,59.75,-16.03,not_cal
38323,running,cruise,54.29,4.80,60.09,0.86,1.00,-4.65,45.41,0,3,0.6909,0.0857,60.09,-16.55,not_cal
38399,running,cruise,54.32,4.84,60.43,0.58,1.00,-4.64,45.36,0,3,0.6863,0.0857,60.43,-16.50,not_cal
38476,running,cruise,54.34,4.89,60.77,0.80,1.00,-4.64,45.32,0,3,0.6839,0.0872,60.77,-16.35,not_cal
38553,running,cruise,54.38,4.95,61.11,0.76,1.00,-4.64,45.26,0,3,0.6839,0.0872,61.11,-16.35,not_cal
38630,running,cruise,54.40,5.00,61.41,0.76,1.00,-3.64,45.22,0,3,0.6845,0.0811,61.41,-16.86,not_cal
38707,running,cruise,54.43,5.04,61.67,0.62,1.00,-3.63,45.18,0,3,0.6840,0.0805,61.67,-16.91,not_cal
38784,running,cruise,54.45,5.09,61.94,0.69,1.00,-3.63,45.13,0,3,0.6833,0.0763,61.94,-17.25,not_cal
38860,running,cruise,54.47,5.12,62.20,0.26,1.00,-3.61,45.10,0,3,0.6833,0.0763,62.20,-17.25,not_cal
38937,running,cruise,54.47,5.13,62.47,0.17,1.00,-3.58,45.09,0,3,0.6854,0.0840,62.47,-16.63,not_cal
39015,running,cruise,54.49,5.15,62.73,0.40,1.00,-3.55,45.07,0,3,0.6887,0.0829,62.73,-16.76,not_cal
39092,running,cruise,54.50,5.18,62.99,0.32,1.00,-3.53,45.05,0,3,0.6898,0.0790,62.99,-17.09,not_cal
39168,running,cruise,54.51,5.20,63.24,0.56,1.00,-3.50,45.02,0,3,0.6898,0.0790,63.24,-17.09,not_cal
39246,running,cruise,54.54,5.26,63.50,0.90,1.00,-3.50,44.97,0,3,0.6901,0.0801,63.50,-17.00,not_cal
39322,running,cruise,54.56,5.31,63.76,0.57,1.00,-3.50,44.92,0,3,0.6896,0.0816,63.76,-16.87,not_cal
39400,running,cruise,54.58,5.35,64.01,0.50,1.00,-3.49,44.89,0,3,0.6854,0.0734,64.01,-17.51,not_cal
39477,running,cruise,54.60,5.39,64.27,0.59,1.00,-3.48,44.85,0,3,0.6854,0.0734,64.27,-17.51,not_cal
39554,running,cruise,54.62,5.43,64.53,0.61,1.00,-3.46,44.81,0,3,0.6867,0.0773,64.53,-17.20,not_cal
39631,running,cruise,54.64,5.47,64.78,0.69,1.00,-3.45,44.77,0,3,0.6873,0.0763,64.78,-17.28,not_cal
39708,running,cruise,54.67,5.52,65.03,0.75,1.00,-3.45,44.72,0,3,0.6824,0.0729,65.03,-17.52,not_cal
39785,running,cruise,54.69,5.58,65.28,0.74,1.00,-3.45,44.67,0,3,0.6824,0.0729,65.28,-17.52,not_cal
39861,running,cruise,54.71,5.62,65.53,0.59,1.00,-3.44,44.63,0,3,0.6863,0.0673,65.53,-18.01,not_cal
39938,running,cruise,54.73,5.66,65.79,0.53,1.00,-3.43,44.59,0,3,0.6896,0.0734,65.79,-17.55,not_cal
40016,running,cruise,54.75,5.70,66.04,0.66,1.00,-3.42,44.55,0,3,0.6840,0.0685,66.04,-17.90,not_cal
40093,running,cruise,54.77,5.74,66.29,0.54,1.00,-3.41,44.51,0,3,0.6840,0.0685,66.29,-17.90,not_cal
40170,running,cruise,54.78,5.78,66.54,0.52,1.00,-3.39,44.48,0,3,0.6859,0.0701,66.54,-17.78,not_cal
40246,running,cruise,54.80,5.82,66.78,0.65,1.00,-3.38,44.44,0,3,0.6929,0.0641,66.78,-18.33,not_cal
40323,running,cruise,54.82,5.87,67.03,0.61,1.00,-3.37,44.39,0,3,0.6861,0.0701,67.03,-17.78,not_cal
40400,running,cruise,54.84,5.91,67.28,0.57,1.00,-3.36,44.35,0,3,0.6833,0.0648,67.28,-18.20,not_cal
40476,running,cruise,54.85,5.95,67.52,0.51,1.00,-3.34,44.32,0,3,0.6833,0.0648,67.52,-18.20,not_cal
40554,running,cruise,54.87,5.98,67.76,0.47,1.00,-3.33,44.29,0,3,0.6867,0.0655,67.76,-18.17,not_cal
40631,running,cruise,54.88,6.01,68.01,0.41,1.00,-3.31,44.26,0,3,0.6916,0.0640,68.01,-18.33,not_cal
40708,running,cruise,54.89,6.05,68.25,0.59,1.00,-3.29,44.23,0,3,0.6832,0.0683,68.25,-17.91,not_cal
40785,running,cruise,54.91,6.09,68.49,0.64,1.00,-3.28,44.18,0,3,0.6832,0.0683,68.49,-17.91,not_cal
40862,running,cruise,54.93,6.14,68.73,0.71,1.00,-3.27,44.14,0,3,0.6859,0.0654,68.73,-18.17,not_cal
40938,running,cruise,54.95,6.19,68.96,0.70,1.00,-3.27,44.09,0,3,0.6877,0.0620,68.96,-18.46,not_cal
41016,running,cruise,54.97,6.24,69.20,0.72,1.00,-3.26,44.04,0,3,0.6920,0.0661,69.20,-18.16,not_cal
41093,running,cruise,54.99,6.29,69.44,0.55,1.00,-3.25,44.00,0,3,0.6920,0.0661,69.44,-18.16,not_cal
41169,running,cruise,55.00,6.32,69.68,0.50,1.00,-3.24,43.96,0,3,0.6828,0.0633,69.68,-18.32,not_cal
41249,running,cruise,55.01,6.36,69.92,0.54,1.00,-3.22,43.92,0,3,0.6898,0.0647,69.92,-18.26,not_cal
41333,running,cruise,55.03,6.40,70.18,0.40,1.00,-3.20,43.89,0,3,0.6905,0.0610,70.18,-18.57,not_cal
41411,running,cruise,55.04,6.43,70.41,0.54,1.00,-3.18,43.86,0,3,0.6905,0.0610,70.41,-18.57,not_cal
41488,running,cruise,55.06,6.48,70.65,0.61,1.00,-3.17,43.82,0,3,0.6885,0.0605,70.65,-18.60,not_cal
41572,running,cruise,55.07,6.53,70.90,0.71,1.00,-3.16,43.77,0,3,0.6903,0.0612,70.90,-18.55,not_cal
41649,running,cruise,55.09,6.58,71.13,0.81,1.00,-3.16,43.71,0,3,0.6902,0.0567,71.13,-18.92,not_cal
41731,running,cruise,55.11,6.65,71.37,0.86,1.00,-3.16,43.65,0,3,0.6894,0.0564,71.37,-18.94,not_cal
41809,running,cruise,55.14,6.71,71.61,0.76,1.00,-3.16,43.59,0,3,0.6894,0.0564,71.61,-18.94,not_cal
41887,running,cruise,55.15,6.76,71.85,0.73,1.00,-3.16,43.54,0,3,0.6903,0.0592,71.85,-18.71,not_cal
41967,running,cruise,55.17,6.83,72.08,0.96,1.00,-2.77,43.48,0,3,0.6912,0.0591,72.08,-18.73,not_cal
42045,running,cruise,55.20,6.89,72.27,0.69,1.00,-2.39,43.42,0,3,0.6871,0.0529,72.27,-19.21,not_cal
42123,running,cruise,55.21,6.94,72.45,0.70,1.00,-2.38,43.37,0,3,0.6899,0.0545,72.45,-19.10,not_cal
42203,running,cruise,55.23,7.00,72.63,0.86,1.00,-2.38,43.31,0,3,0.6899,0.0545,72.63,-19.10,not_cal
42279,running,cruise,55.25,7.06,72.80,0.64,1.00,-2.38,43.26,0,3,0.6889,0.0535,72.80,-19.18,not_cal
42359,running,cruise,55.26,7.10,72.98,0.49,1.00,-2.37,43.22,0,3,0.6909,0.0552,72.98,-19.05,not_cal
42437,running,cruise,55.27,7.14,73.15,0.51,1.00,-2.36,43.19,0,3,0.6896,0.0476,73.15,-19.67,not_cal
42518,running,cruise,55.28,7.18,73.34,0.66,1.00,-2.35,43.14,0,3,0.6896,0.0476,73.34,-19.67,not_cal
42595,running,cruise,55.30,7.23,73.51,0.51,1.00,-2.35,43.10,0,3,0.6926,0.0504,73.51,-19.46,not_cal
42672,running,cruise,55.31,7.26,73.68,0.42,1.00,-2.33,43.07,0,3,0.6923,0.0494,73.68,-19.53,not_cal
42748,running,cruise,55.32,7.30,73.84,0.61,1.00,-2.32,43.03,0,3,0.6922,0.0505,73.84,-19.44,not_cal
42824,running,cruise,55.33,7.34,74.01,0.56,1.00,-2.31,42.99,0,3,0.6922,0.0505,74.01,-19.44,not_cal
42902,running,cruise,55.34,7.38,74.18,0.68,1.00,-2.31,42.95,0,3,0.6917,0.0515,74.18,-19.36,not_cal
42979,running,cruise,55.36,7.44,74.35,0.76,1.00,-2.30,42.90,0,3,0.6902,0.0510,74.35,-19.39,not_cal
43056,running,cruise,55.37,7.50,74.52,0.88,1.00,-2.30,42.84,0,3,0.6881,0.0448,74.52,-19.89,not_cal
43132,running,cruise,55.40,7.58,74.68,1.15,1.00,-2.31,42.77,0,3,0.6881,0.0448,74.68,-19.89,not_cal
43209,running,cruise,55.42,7.66,74.85,0.99,1.00,-2.33,42.69,0,3,0.6861,0.0489,74.85,-19.54,not_cal
43285,running,cruise,55.44,7.74,75.02,1.28,1.00,-2.34,42.61,0,3,0.6891,0.0447,75.02,-19.91,not_cal
43362,running,cruise,55.47,7.84,75.19,1.26,1.00,-2.36,42.51,0,3,0.6860,0.0451,75.19,-19.86,not_cal
43439,running,cruise,55.49,7.93,75.36,1.14,1.00,-2.37,42.43,0,3,0.6860,0.0498,75.36,-19.46,not_cal
43517,running,cruise,55.51,8.00,75.54,0.89,1.00,-2.38,42.36,0,3,0.6910,0.0498,75.54,-19.49,not_cal
43594,running,cruise,55.53,8.06,75.71,0.89,1.00,-2.38,42.30,0,3,0.6937,0.0437,75.71,-20.01,not_cal
43671,running,cruise,55.55,8.14,75.89,1.04,1.00,-2.39,42.22,0,3,0.6916,0.0491,75.89,-19.55,not_cal
43747,running,cruise,55.56,8.21,76.06,0.97,1.00,-2.40,42.15,0,3,0.6899,0.0461,76.06,-19.80,not_cal
43824,running,cruise,55.58,8.30,76.23,1.10,1.00,-2.41,42.08,0,3,0.6899,0.0461,76.23,-19.80,not_cal
43901,running,cruise,55.60,8.37,76.41,0.80,1.00,-2.42,42.01,0,3,0.6881,0.0475,76.41,-19.67,not_cal
43977,running,cruise,55.62,8.44,76.59,1.10,1.00,-2.43,41.94,0,3,0.6936,0.0490,76.59,-19.58,not_cal
44054,running,cruise,55.64,8.52,76.76,0.93,1.00,-2.44,41.86,0,3,0.6910,0.0447,76.76,-19.92,not_cal
44131,running,cruise,55.65,8.59,76.94,1.03,1.00,-2.45,41.80,0,3,0.6910,0.0447,76.94,-19.92,not_cal
44208,running,cruise,55.67,8.67,77.12,1.16,1.00,-2.46,41.72,0,3,0.6906,0.0417,77.12,-20.16,not_cal
44285,running,cruise,55.69,8.77,77.30,1.31,1.00,-2.48,41.63,0,3,0.6965,0.0444,77.30,-19.97,not_cal
44362,running,cruise,55.72,8.87,77.45,1.26,1.27,-1.84,41.53,0,3,0.6913,0.0431,77.45,-20.05,not_cal
44438,running,cruise,55.74,8.97,77.59,1.67,1.29,-1.85,41.43,0,3,0.6913,0.0431,77.59,-20.05,not_cal
44516,running,cruise,55.77,9.12,77.72,2.34,1.22,-1.89,41.28,0,3,0.6957,0.0452,77.72,-19.90,not_cal
44593,running,cruise,55.81,9.29,77.86,2.14,1.13,-1.93,41.12,0,3,0.6912,0.0447,77.86,-19.92,not_cal
44669,running,cruise,55.84,9.44,78.00,2.00,1.05,-1.97,40.97,0,3,0.6894,0.0437,78.00,-19.99,not_cal
44746,running,cruise,55.88,9.63,78.15,2.72,1.00,-2.03,40.80,0,3,0.6894,0.0437,78.15,-19.99,not_cal
44823,running,cruise,55.92,9.80,78.30,1.79,1.00,-2.08,40.63,0,3,0.6894,0.0435,78.30,-20.00,not_cal
44899,running,cruise,55.94,9.92,78.45,1.88,1.00,-2.11,40.52,0,3,0.6895,0.0455,78.45,-19.84,not_cal
44989,running,cruise,55.98,10.12,78.62,2.38,1.00,-2.17,40.33,0,3,0.6887,0.0445,78.62,-19.92,not_cal
45078,running,cruise,56.01,10.26,78.82,0.84,1.00,-2.21,40.19,0,3,0.6924,0.0416,78.82,-20.18,not_cal
45155,running,cruise,56.03,10.34,78.98,1.57,1.00,-2.22,40.11,0,3,0.6924,0.0416,78.98,-20.18,not_cal
45232,running,cruise,56.05,10.49,79.14,1.78,1.00,-2.26,39.97,0,3,0.6896,0.0363,79.14,-20.61,not_cal
45309,running,cruise,56.07,10.58,79.30,0.81,1.00,-2.28,39.88,0,3,0.6910,0.0413,79.30,-20.20,not_cal
45385,running,cruise,56.09,10.65,79.47,1.24,1.00,-2.29,39.82,0,3,0.6901,0.0419,79.47,-20.15,not_cal
45462,running,cruise,56.10,10.76,79.64,1.40,1.00,-2.31,39.71,0,3,0.6901,0.0419,79.64,-20.15,not_cal
45539,running,cruise,56.12,10.84,79.79,0.63,1.18,-1.69,39.64,0,3,0.6938,0.0382,79.79,-20.46,not_cal
45616,running,cruise,56.13,10.88,79.92,0.80,1.49,-1.68,39.59,0,3,0.6962,0.0392,79.92,-20.40,not_cal
45693,running,cruise,56.14,10.96,80.04,1.16,1.62,-1.69,39.52,0,3,0.6943,0.0379,80.04,-20.49,not_cal
45770,running,cruise,56.16,11.06,80.16,1.25,1.60,-1.70,39.43,0,3,0.6943,0.0379,80.16,-20.49,not_cal
45846,running,cruise,56.17,11.15,80.29,1.08,1.57,-1.71,39.34,0,3,0.6882,0.0407,80.29,-20.23,not_cal
45923,running,cruise,56.19,11.24,80.41,1.37,1.55,-1.72,39.25,0,3,0.6915,0.0395,80.41,-20.35,not_cal
46001,running,cruise,56.21,11.36,80.54,1.74,1.51,-1.75,39.13,0,3,0.6901,0.0365,80.54,-20.59,not_cal
46077,running,cruise,56.23,11.49,80.66,1.66,1.45,-1.77,39.01,0,3,0.6919,0.0403,80.66,-20.28,not_cal
46154,running,cruise,56.25,11.64,80.79,2.17,1.39,-1.81,38.87,0,3,0.6919,0.0403,80.79,-20.28,not_cal
46231,running,cruise,56.28,11.81,80.93,1.90,1.30,-1.85,38.71,0,3,0.6870,0.0381,80.93,-20.44,not_cal
46308,running,cruise,56.30,11.91,81.06,1.24,1.27,-1.87,38.61,0,3,0.6910,0.0354,81.06,-20.68,not_cal
46385,running,cruise,56.32,12.04,81.20,2.17,1.21,-1.90,38.48,0,3,0.6880,0.0393,81.20,-20.34,not_cal
46462,running,cruise,56.34,12.21,81.34,2.13,1.11,-1.94,38.32,0,3,0.6880,0.0393,81.34,-20.34,not_cal
46539,running,cruise,56.37,12.35,81.48,1.57,1.04,-1.98,38.19,0,3,0.6941,0.0353,81.48,-20.71,not_cal
46616,running,cruise,56.39,12.48,81.62,1.86,1.00,-2.01,38.06,0,3,0.6930,0.0388,81.62,-20.41,not_cal
46693,running,cruise,56.41,12.62,81.77,1.73,1.00,-2.05,37.92,0,3,0.6940,0.0349,81.77,-20.74,not_cal
46769,running,cruise,56.42,12.74,81.92,1.45,1.00,-2.08,37.81,0,3,0.6940,0.0349,81.92,-20.74,not_cal
46846,running,cruise,56.44,12.86,82.07,1.76,1.03,-1.92,37.69,0,3,0.6910,0.0370,82.07,-20.56,not_cal
46923,running,cruise,56.46,12.99,82.19,1.50,1.34,-1.55,37.57,0,3,0.6902,0.0353,82.19,-20.69,not_cal
47000,running,cruise,56.47,13.09,82.31,1.28,1.64,-1.56,37.48,0,3,0.6917,0.0325,82.31,-20.93,not_cal
47076,running,cruise,56.49,13.20,82.42,1.60,1.85,-1.58,37.37,0,3,0.6917,0.0325,82.42,-20.93,not_cal
47153,running,cruise,56.50,13.34,82.54,2.04,1.79,-1.60,37.23,0,3,0.6920,0.0344,82.54,-20.77,not_cal
47230,running,cruise,56.52,13.49,82.65,1.77,1.73,-1.63,37.09,0,3,0.6892,0.0340,82.65,-20.79,not_cal
47307,running,cruise,56.54,13.62,82.77,1.96,1.69,-1.66,36.96,0,3,0.6927,0.0344,82.77,-20.77,not_cal
47384,running,cruise,56.56,13.79,82.89,2.34,1.61,-1.70,36.80,0,3,0.6927,0.0344,82.89,-20.77,not_cal
47463,running,cruise,56.58,13.97,83.02,2.22,1.52,-1.74,36.63,0,3,0.6909,0.0337,83.02,-20.82,not_cal
47549,running,cruise,56.60,14.14,83.16,1.90,1.44,-1.78,36.46,0,3,0.6922,0.0343,83.16,-20.78,not_cal
47626,running,cruise,56.62,14.28,83.29,1.95,1.37,-1.81,36.33,0,3,0.6913,0.0371,83.29,-20.55,not_cal
47705,running,cruise,56.64,14.47,83.43,2.36,1.27,-1.87,36.15,0,3,0.6923,0.0314,83.43,-21.02,not_cal
47785,running,cruise,56.66,14.63,83.57,1.55,1.18,-1.91,36.00,0,3,0.6923,0.0314,83.57,-21.02,not_cal
47867,running,cruise,56.67,14.71,83.72,0.71,1.17,-1.92,35.92,0,3,0.6878,0.0315,83.72,-21.00,not_cal
47948,running,cruise,56.68,14.79,83.86,1.45,1.15,-1.93,35.84,0,3,0.6923,0.0349,83.86,-20.73,not_cal
48027,running,cruise,56.69,14.91,84.01,1.54,1.09,-1.96,35.72,0,3,0.6923,0.0311,84.01,-21.05,not_cal
48107,running,cruise,56.70,15.01,84.13,0.92,1.36,-1.42,35.63,0,3,0.6891,0.0326,84.13,-20.91,not_cal
48184,running,cruise,56.71,15.07,84.23,0.95,1.67,-1.42,35.57,0,3,0.6891,0.0326,84.23,-20.91,not_cal
48262,running,cruise,56.72,15.17,84.34,1.33,1.98,-1.43,35.47,0,3,0.6979,0.0342,84.34,-20.82,not_cal
48342,running,cruise,56.73,15.27,84.45,1.29,2.12,-1.44,35.37,0,3,0.6922,0.0304,84.45,-21.10,not_cal
48418,running,cruise,56.74,15.40,84.55,1.97,2.08,-1.46,35.25,0,3,0.6924,0.0335,84.55,-20.85,not_cal
48497,running,cruise,56.76,15.57,84.66,2.36,2.01,-1.50,35.08,0,3,0.6924,0.0335,84.66,-20.85,not_cal
48577,running,cruise,56.77,15.74,84.77,1.95,1.94,-1.53,34.92,0,3,0.6924,0.0293,84.77,-21.20,not_cal
48657,running,cruise,56.79,15.92,84.89,2.67,1.86,-1.57,34.75,0,3,0.6919,0.0255,84.89,-21.51,not_cal
48734,running,cruise,56.81,16.15,85.00,3.26,1.74,-1.63,34.53,0,3,0.6930,0.0291,85.00,-21.21,not_cal
48811,running,cruise,56.83,16.40,85.12,3.09,1.60,-1.70,34.29,0,3,0.6930,0.0291,85.12,-21.21,not_cal
48888,running,cruise,56.85,16.65,85.25,3.42,1.44,-1.78,34.05,0,3,0.6952,0.0307,85.25,-21.09,not_cal
48964,running,cruise,56.87,16.91,85.38,3.10,1.27,-1.86,33.80,0,3,0.6923,0.0302,85.38,-21.12,not_cal
49042,running,cruise,56.89,17.12,85.51,2.49,1.38,-1.40,33.59,0,3,0.6944,0.0319,85.51,-20.99,not_cal
49118,running,cruise,56.90,17.31,85.61,2.32,1.69,-1.44,33.41,0,3,0.6954,0.0293,85.61,-21.21,not_cal
49195,running,cruise,56.92,17.51,85.71,2.93,1.99,-1.48,33.22,0,3,0.6954,0.0293,85.71,-21.21,not_cal
49273,running,cruise,56.94,17.74,85.82,2.97,1.94,-1.53,33.00,0,3,0.6922,0.0328,85.82,-20.91,not_cal
49349,running,cruise,56.95,17.97,85.93,2.90,1.83,-1.59,32.78,0,3,0.6903,0.0344,85.93,-20.76,not_cal
49426,running,cruise,56.97,18.20,86.05,3.21,1.70,-1.65,32.56,0,3,0.6933,0.0325,86.05,-20.94,not_cal
49504,running,cruise,56.99,18.46,86.17,3.44,1.55,-1.73,32.30,0,3,0.6933,0.0325,86.17,-20.94,not_cal
49581,running,cruise,57.00,18.72,86.30,3.13,1.39,-1.81,32.06,0,3,0.6919,0.0302,86.30,-21.11,not_cal
49658,running,cruise,57.02,18.94,86.43,2.86,1.24,-1.88,31.84,0,3,0.6955,0.0322,86.43,-20.97,not_cal
49735,running,cruise,57.03,19.16,86.57,2.67,1.22,-1.43,31.63,0,3,0.6926,0.0298,86.57,-21.15,not_cal
49811,running,cruise,57.04,19.33,86.68,1.72,1.53,-1.46,31.47,0,3,0.6926,0.0298,86.68,-21.15,not_cal
49888,running,cruise,57.05,19.45,86.78,1.69,1.84,-1.48,31.35,0,3,0.6916,0.0302,86.78,-21.11,not_cal
49965,running,cruise,57.06,19.63,86.89,2.57,1.97,-1.51,31.18,0,3,0.6929,0.0307,86.89,-21.08,not_cal
50042,running,cruise,57.07,19.81,87.00,1.96,1.90,-1.55,31.01,0,3,0.6941,0.0336,87.00,-20.85,not_cal
50119,running,cruise,57.08,19.94,87.11,1.78,1.85,-1.58,30.88,0,3,0.6941,0.0336,87.11,-20.85,not_cal
50196,running,cruise,57.08,20.08,87.23,1.63,1.80,-1.60,30.75,0,3,0.6987,0.0367,87.23,-20.61,not_cal
50273,running,cruise,57.09,20.19,87.35,1.02,1.76,-1.62,30.64,0,3,0.6938,0.0314,87.35,-21.03,not_cal
50349,running,cruise,57.09,20.25,87.46,0.71,1.76,-1.62,30.58,0,3,0.6957,0.0346,87.46,-20.77,not_cal
50427,running,cruise,57.09,20.30,87.58,0.53,1.77,-1.61,30.54,0,3,0.6957,0.0346,87.58,-20.77,not_cal
50504,running,cruise,57.09,20.32,87.70,0.13,1.80,-1.60,30.51,0,3,0.6919,0.0315,87.70,-21.01,not_cal
50580,running,cruise,57.09,20.32,87.81,-0.16,1.85,-1.58,30.52,0,3,0.6945,0.0322,87.81,-20.96,not_cal
50658,running,cruise,57.09,20.31,87.93,0.01,1.89,-1.55,30.52,0,3,0.6954,0.0290,87.93,-21.23,not_cal
50734,running,cruise,57.09,20.30,88.04,-0.36,1.94,-1.53,30.53,0,3,0.6954,0.0290,88.04,-21.23,not_cal
50810,running,cruise,57.09,20.27,88.15,-0.30,2.00,-1.50,30.56,0,3,0.6969,0.0283,88.15,-21.29,not_cal
50888,running,cruise,57.09,20.28,88.25,0.30,2.04,-1.48,30.56,0,3,0.6980,0.0301,88.25,-21.15,not_cal
50964,running,cruise,57.09,20.30,88.36,0.24,2.06,-1.47,30.54,0,3,0.7015,0.0286,88.36,-21.29,not_cal
51042,running,cruise,57.09,20.33,88.47,0.49,2.09,-1.46,30.51,0,3,0.7015,0.0269,88.47,-21.42,not_cal
51119,running,cruise,57.09,20.37,88.57,0.61,2.10,-1.45,30.46,0,3,0.6996,0.0269,88.57,-21.42,not_cal
51196,running,cruise,57.10,20.42,88.68,0.63,2.11,-1.45,30.42,0,3,0.6919,0.0244,88.68,-21.60,not_cal
51273,running,cruise,57.10,20.47,88.78,0.65,2.11,-1.44,30.37,0,3,0.6913,0.0273,88.78,-21.36,not_cal
51350,running,cruise,57.10,20.53,88.89,0.90,2.12,-1.44,30.32,0,3,0.6937,0.0295,88.89,-21.18,not_cal
51427,running,cruise,57.10,20.60,88.99,1.03,2.10,-1.45,30.24,0,3,0.6937,0.0295,88.99,-21.18,not_cal
51505,running,cruise,57.10,20.67,89.10,0.84,2.10,-1.45,30.17,0,3,0.6976,0.0269,89.10,-21.41,not_cal
51582,running,cruise,57.10,20.75,89.20,1.08,2.09,-1.46,30.10,0,3,0.6997,0.0281,89.20,-21.31,not_cal
51659,running,cruise,57.10,20.82,89.31,0.86,2.08,-1.46,30.03,0,3,0.6936,0.0245,89.31,-21.59,not_cal
51735,running,cruise,57.10,20.89,89.41,0.87,2.08,-1.46,29.97,0,3,0.6936,0.0245,89.41,-21.59,not_cal
51812,running,cruise,57.10,20.96,89.52,0.88,2.07,-1.46,29.90,0,3,0.6972,0.0214,89.52,-21.86,not_cal
51889,running,cruise,57.10,21.02,89.63,0.83,2.07,-1.46,29.84,0,3,0.7011,0.0232,89.63,-21.72,not_cal
51965,running,cruise,57.10,21.09,89.73,0.98,2.06,-1.47,29.77,0,3,0.6962,0.0265,89.73,-21.44,not_cal
52043,running,cruise,57.10,21.17,89.84,1.11,2.05,-1.48,29.69,0,3,0.6962,0.0265,89.84,-21.44,not_cal
52119,running,cruise,57.10,21.27,89.93,1.44,2.25,-1.08,29.59,0,3,0.6964,0.0253,89.93,-21.53,not_cal
52196,running,cruise,57.10,21.39,90.01,1.64,2.55,-1.09,29.48,0,3,0.6930,0.0245,90.01,-21.59,not_cal
52273,running,cruise,57.10,21.54,90.09,2.18,2.78,-1.11,29.33,0,3,0.6957,0.0239,90.09,-21.65,not_cal
52350,running,cruise,57.10,21.72,90.17,2.51,2.72,-1.14,29.16,0,3,0.6957,0.0239,90.17,-21.65,not_cal
52426,running,cruise,57.10,21.94,90.25,3.25,2.64,-1.18,28.95,0,3,0.6992,0.0241,90.25,-21.65,not_cal
52505,running,cruise,57.10,22.23,90.34,3.88,2.52,-1.24,28.66,0,3,0.6962,0.0238,90.34,-21.66,not_cal
52581,running,cruise,57.10,22.52,90.43,3.91,2.39,-1.31,28.38,0,3,0.6980,0.0266,90.43,-21.44,not_cal
52658,running,cruise,57.10,22.84,90.53,4.32,2.23,-1.39,28.07,0,3,0.6980,0.0266,90.53,-21.44,not_cal
52735,running,cruise,57.09,23.19,90.63,4.29,2.03,-1.48,27.74,0,3,0.7032,0.0210,90.63,-21.91,not_cal
52811,running,cruise,57.09,23.48,90.72,3.50,2.22,-1.16,27.45,0,3,0.7008,0.0266,90.72,-21.44,not_cal
52888,running,cruise,57.09,23.75,90.81,3.58,2.53,-1.21,27.19,0,3,0.6948,0.0248,90.81,-21.58,not_cal
52966,running,cruise,57.08,24.02,90.90,3.58,2.46,-1.27,26.92,0,3,0.6948,0.0248,90.90,-21.58,not_cal
53063,running,cruise,57.08,24.34,91.01,3.31,2.32,-1.34,26.61,0,3,0.6979,0.0231,91.01,-21.72,not_cal
53145,running,cruise,57.07,24.59,91.12,2.41,2.21,-1.39,26.37,0,3,0.6997,0.0171,91.12,-22.22,not_cal
53223,running,cruise,57.07,24.83,91.23,3.63,2.09,-1.45,26.14,0,3,0.6936,0.0248,91.23,-21.57,not_cal
53299,running,cruise,57.06,25.08,91.33,2.74,1.96,-1.52,25.90,0,3,0.6992,0.0210,91.33,-21.90,not_cal
53376,running,cruise,57.06,25.26,91.44,2.08,1.87,-1.56,25.73,0,3,0.6940,0.0213,91.44,-21.86,not_cal
53453,running,cruise,57.05,25.43,91.55,2.26,2.05,-1.22,25.56,0,3,0.6940,0.0213,91.55,-21.86,not_cal
53530,running,cruise,57.05,25.58,91.63,1.69,2.36,-1.24,25.42,0,3,0.6986,0.0253,91.63,-21.54,not_cal
53608,running,cruise,57.05,25.71,91.73,1.81,2.47,-1.26,25.29,0,3,0.6926,0.0255,91.73,-21.51,not_cal
