T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,mag_x_raw,mag_y_raw,yaw_gyro,yaw_mag,cal_status
82967,running,cruise,45.49,53.82,157.50,1.99,1.00,-2.51,45.65,0,2,0.7078,-0.0493,157.50,-27.60,not_cal
83044,running,cruise,45.34,53.88,157.69,1.98,1.00,-2.57,45.51,0,2,0.7087,-0.0491,157.69,-27.58,not_cal
83122,running,cruise,45.20,53.93,157.88,2.09,1.00,-2.63,45.37,0,2,0.7097,-0.0490,157.88,-27.57,not_cal
83199,running,cruise,45.05,54.00,158.07,2.34,1.00,-2.69,45.22,0,2,0.7059,-0.0532,158.07,-27.93,not_cal
83276,running,cruise,44.88,54.06,158.25,2.18,1.00,-2.21,45.07,0,2,0.7059,-0.0532,158.25,-27.93,not_cal
83353,running,cruise,44.72,54.13,158.41,2.30,1.00,-2.26,44.91,0,2,0.7038,-0.0482,158.41,-27.53,not_cal
83431,running,cruise,44.55,54.19,158.58,2.26,1.00,-2.32,44.75,0,2,0.7052,-0.0540,158.58,-28.00,not_cal
83509,running,cruise,44.42,54.24,158.75,1.55,1.00,-2.36,44.63,0,2,0.7101,-0.0510,158.75,-27.72,not_cal
83585,running,cruise,44.29,54.30,158.92,2.24,1.00,-2.40,44.50,0,2,0.7120,-0.0498,158.92,-27.62,not_cal
83663,running,cruise,44.12,54.36,159.10,2.18,1.00,-2.46,44.33,0,2,0.7120,-0.0498,159.10,-27.62,not_cal
83740,running,cruise,43.99,54.41,159.28,1.73,1.00,-2.50,44.21,0,2,0.7080,-0.0545,159.28,-28.02,not_cal
83817,running,cruise,43.85,54.46,159.47,2.09,1.00,-2.55,44.08,0,2,0.7090,-0.0512,159.47,-27.75,not_cal
83894,running,cruise,43.69,54.52,159.66,2.33,1.00,-2.62,43.92,0,2,0.7115,-0.0543,159.66,-27.98,not_cal
83971,running,cruise,43.52,54.59,159.85,2.20,1.00,-2.69,43.76,0,2,0.7115,-0.0543,159.85,-27.98,not_cal
84049,running,cruise,43.39,54.63,160.05,1.45,1.00,-2.74,43.64,0,2,0.7104,-0.0487,160.05,-27.54,not_cal
84127,running,cruise,43.27,54.67,160.25,1.75,1.00,-2.78,43.53,0,2,0.7146,-0.0525,160.25,-27.82,not_cal
84203,running,cruise,43.17,54.71,160.45,1.21,1.00,-2.81,43.42,0,2,0.7077,-0.0519,160.45,-27.82,not_cal
84280,running,cruise,43.12,54.73,160.64,0.44,1.00,-2.21,43.37,0,2,0.7077,-0.0519,160.64,-27.82,not_cal
84358,running,cruise,43.07,54.75,160.81,0.68,1.00,-2.20,43.33,0,2,0.7141,-0.0484,160.81,-27.50,not_cal
84435,running,cruise,43.04,54.76,160.97,0.25,1.00,-2.19,43.30,0,2,0.7123,-0.0491,160.97,-27.56,not_cal
84513,running,cruise,43.04,54.76,161.13,-0.02,1.00,-2.16,43.30,0,2,0.7134,-0.0517,161.13,-27.76,not_cal
84590,running,cruise,43.03,54.76,161.29,0.12,1.00,-2.14,43.29,0,2,0.7134,-0.0517,161.29,-27.76,not_cal
84667,running,cruise,43.03,54.76,161.44,-0.19,1.00,-2.11,43.30,0,2,0.7119,-0.0556,161.44,-28.08,not_cal
84744,running,cruise,43.04,54.76,161.59,0.01,1.00,-2.08,43.30,0,2,0.7087,-0.0552,161.59,-28.07,not_cal
84822,running,cruise,43.04,54.76,161.75,0.11,1.00,-2.06,43.30,0,2,0.7147,-0.0540,161.75,-27.94,not_cal
84898,running,cruise,43.02,54.76,161.90,0.25,1.00,-2.04,43.29,0,2,0.7147,-0.0540,161.90,-27.94,not_cal
84978,running,cruise,43.00,54.77,162.05,0.28,1.00,-2.02,43.27,0,2,0.7108,-0.0568,162.05,-28.19,not_cal
85065,running,cruise,42.97,54.78,162.21,0.46,1.00,-2.01,43.24,0,2,0.7111,-0.0556,162.21,-28.09,not_cal
85143,running,cruise,42.93,54.79,162.36,0.70,1.00,-2.00,43.19,0,2,0.7127,-0.0592,162.36,-28.37,not_cal
85220,running,cruise,42.89,54.81,162.51,0.23,1.01,-1.99,43.16,0,2,0.7111,-0.0554,162.51,-28.08,not_cal
85301,running,cruise,42.87,54.81,162.66,0.51,1.05,-1.98,43.14,0,2,0.7111,-0.0554,162.66,-28.08,not_cal
85447,running,cruise,42.76,54.85,162.93,0.70,1.05,-1.97,43.04,0,2,0.7066,-0.0539,162.93,-27.98,not_cal
85528,running,cruise,42.74,54.85,163.08,0.18,1.08,-1.96,43.01,0,2,0.7090,-0.0594,163.08,-28.40,not_cal
85605,running,cruise,42.70,54.86,163.23,0.66,1.10,-1.95,42.98,0,2,0.7090,-0.0594,163.23,-28.40,not_cal
85684,running,cruise,42.65,54.88,163.37,0.60,1.11,-1.95,42.93,0,2,0.7119,-0.0531,163.37,-27.88,not_cal
85766,running,cruise,42.62,54.89,163.52,0.35,1.13,-1.93,42.90,0,2,0.7042,-0.0549,163.52,-28.07,not_cal
85847,running,cruise,42.58,54.90,163.67,0.66,1.15,-1.92,42.86,0,2,0.7066,-0.0526,163.67,-27.88,not_cal
85925,running,cruise,42.53,54.92,163.81,0.64,1.16,-1.92,42.81,0,2,0.7095,-0.0568,163.81,-28.20,not_cal
86005,running,cruise,42.48,54.93,163.96,0.65,1.17,-1.91,42.76,0,2,0.7095,-0.0568,163.96,-28.20,not_cal
86083,running,cruise,42.42,54.95,164.10,0.84,1.17,-1.91,42.71,0,2,0.7132,-0.0546,164.10,-28.00,not_cal
86160,running,cruise,42.36,54.96,164.24,0.94,1.17,-1.92,42.65,0,2,0.7112,-0.0564,164.24,-28.15,not_cal
86240,running,cruise,42.28,54.98,164.39,0.97,1.16,-1.92,42.58,0,2,0.7064,-0.0578,164.39,-28.30,not_cal
86322,running,cruise,42.20,55.01,164.53,1.29,1.14,-1.93,42.49,0,2,0.7080,-0.0554,164.53,-28.10,not_cal
86398,running,cruise,42.10,55.03,164.67,1.22,1.11,-1.95,42.40,0,2,0.7080,-0.0554,164.67,-28.10,not_cal
86475,running,cruise,42.01,55.06,164.82,1.26,1.08,-1.96,42.32,0,2,0.7071,-0.0543,164.82,-28.01,not_cal
86553,running,cruise,41.92,55.08,164.96,1.08,1.05,-1.97,42.23,0,2,0.7132,-0.0526,164.96,-27.84,not_cal
86630,running,cruise,41.86,55.10,165.10,0.41,1.05,-1.98,42.17,0,2,0.7097,-0.0573,165.10,-28.23,not_cal
86707,running,cruise,41.87,55.10,165.25,-0.28,1.11,-1.95,42.17,0,2,0.7097,-0.0573,165.25,-28.23,not_cal
86784,running,cruise,41.89,55.09,165.39,-0.45,1.19,-1.91,42.20,0,2,0.7071,-0.0580,165.39,-28.30,not_cal
86860,running,cruise,41.94,55.08,165.53,-0.71,1.28,-1.86,42.25,0,2,0.7098,-0.0545,165.53,-28.01,not_cal
86937,running,cruise,41.98,55.07,165.66,-0.24,1.36,-1.82,42.28,0,2,0.7076,-0.0549,165.66,-28.05,not_cal
87015,running,cruise,41.97,55.07,165.79,0.29,1.41,-1.80,42.28,0,2,0.7076,-0.0549,165.79,-28.05,not_cal
87092,running,cruise,41.93,55.08,165.92,0.82,1.42,-1.79,42.24,0,2,0.7094,-0.0536,165.92,-27.94,not_cal
87169,running,cruise,41.84,55.10,166.05,1.31,1.40,-1.80,42.15,0,2,0.7020,-0.0554,166.05,-28.13,not_cal
87247,running,cruise,41.76,55.13,166.19,0.98,1.37,-1.81,42.07,0,2,0.7078,-0.0536,166.19,-27.95,not_cal
87324,running,cruise,41.69,55.14,166.32,0.77,1.37,-1.81,42.01,0,2,0.7078,-0.0536,166.32,-27.95,not_cal
87401,running,cruise,41.65,55.15,166.45,0.37,1.39,-1.81,41.97,0,2,0.7099,-0.0515,166.45,-27.77,not_cal
87478,running,cruise,41.64,55.15,166.58,-0.00,1.43,-1.79,41.95,0,2,0.7120,-0.0553,166.58,-28.06,not_cal
87556,running,cruise,41.66,55.15,166.71,-0.39,1.50,-1.75,41.97,0,2,0.7076,-0.0650,166.71,-28.86,not_cal
87633,running,cruise,41.67,55.15,166.84,0.05,1.56,-1.72,41.98,0,2,0.7076,-0.0650,166.84,-28.86,not_cal
87710,running,cruise,41.67,55.15,166.96,-0.02,1.60,-1.70,41.98,0,2,0.7049,-0.0598,166.96,-28.47,not_cal
87786,running,cruise,41.66,55.15,167.09,0.26,1.64,-1.68,41.98,0,2,0.7080,-0.0636,167.09,-28.75,not_cal
87863,running,cruise,41.63,55.16,167.21,0.61,1.67,-1.67,41.94,0,2,0.7034,-0.0578,167.21,-28.32,not_cal
87941,running,cruise,41.57,55.17,167.33,0.83,1.67,-1.67,41.89,0,2,0.7034,-0.0568,167.33,-28.24,not_cal
88018,running,cruise,41.51,55.18,167.45,0.76,1.67,-1.67,41.83,0,2,0.7060,-0.0568,167.45,-28.22,not_cal
88095,running,cruise,41.47,55.19,167.57,0.28,1.69,-1.66,41.79,0,2,0.7067,-0.0575,167.57,-28.27,not_cal
88172,running,cruise,41.46,55.19,167.69,-0.04,1.73,-1.64,41.78,0,2,0.7077,-0.0554,167.69,-28.10,not_cal
88249,running,cruise,41.49,55.19,167.81,-0.60,1.79,-1.60,41.81,0,2,0.7055,-0.0563,167.81,-28.18,not_cal
88326,running,cruise,41.53,55.18,167.92,-0.41,1.88,-1.56,41.86,0,2,0.7055,-0.0563,167.92,-28.18,not_cal
88403,running,cruise,41.52,55.18,168.04,0.68,1.91,-1.54,41.84,0,2,0.7063,-0.0553,168.04,-28.09,not_cal
88480,running,cruise,41.44,55.20,168.15,1.08,1.90,-1.55,41.77,0,2,0.7041,-0.0588,168.15,-28.39,not_cal
88558,running,cruise,41.39,55.21,168.26,0.52,1.90,-1.55,41.71,0,2,0.7064,-0.0554,168.26,-28.10,not_cal
88635,running,cruise,41.35,55.22,168.38,0.44,1.92,-1.54,41.68,0,2,0.7064,-0.0554,168.38,-28.10,not_cal
88712,running,cruise,41.33,55.22,168.49,0.18,1.95,-1.53,41.65,0,2,0.7046,-0.0524,168.49,-27.87,not_cal
88788,running,cruise,41.33,55.22,168.60,-0.27,1.99,-1.50,41.66,0,2,0.7087,-0.0605,168.60,-28.50,not_cal
88866,running,cruise,41.36,55.21,168.71,-0.27,2.06,-1.47,41.69,0,2,0.7041,-0.0617,168.71,-28.63,not_cal
88943,running,cruise,41.35,55.22,168.81,0.42,2.10,-1.45,41.68,0,2,0.7041,-0.0617,168.81,-28.63,not_cal
89021,running,cruise,41.31,55.22,168.92,0.48,2.11,-1.44,41.64,0,2,0.7094,-0.0564,168.92,-28.17,not_cal
89098,running,cruise,41.27,55.23,169.02,0.53,2.13,-1.43,41.60,0,2,0.7059,-0.0561,169.02,-28.16,not_cal
89175,running,cruise,41.23,55.24,169.13,0.64,2.14,-1.43,41.56,0,2,0.7066,-0.0601,169.13,-28.48,not_cal
89252,running,cruise,41.18,55.25,169.23,0.58,2.26,-1.09,41.51,0,2,0.7066,-0.0601,169.23,-28.48,not_cal
89329,running,cruise,41.14,55.26,169.31,0.35,2.57,-1.08,41.48,0,2,0.7056,-0.0605,169.31,-28.52,not_cal
89406,running,cruise,41.12,55.26,169.38,0.23,2.85,-1.07,41.46,0,2,0.7085,-0.0634,169.38,-28.73,not_cal
89483,running,cruise,41.10,55.26,169.46,0.55,2.87,-1.07,41.43,0,2,0.7045,-0.0619,169.46,-28.64,not_cal
89561,running,cruise,41.04,55.27,169.54,0.77,2.87,-1.06,41.38,0,2,0.7045,-0.0619,169.54,-28.64,not_cal
89638,running,cruise,40.99,55.28,169.61,0.66,2.88,-1.06,41.33,0,2,0.6994,-0.0552,169.61,-28.13,not_cal
89715,running,cruise,40.93,55.29,169.69,0.83,2.88,-1.06,41.27,0,2,0.7042,-0.0619,169.69,-28.64,not_cal
89792,running,cruise,40.87,55.31,169.77,0.81,2.87,-1.06,41.21,0,2,0.7071,-0.0598,169.77,-28.45,not_cal
89869,running,cruise,40.81,55.32,169.84,0.80,2.87,-1.06,41.15,0,2,0.7042,-0.0574,169.84,-28.28,not_cal
89946,running,cruise,40.74,55.33,169.92,0.94,2.87,-1.07,41.09,0,2,0.7042,-0.0574,169.92,-28.28,not_cal
90024,running,cruise,40.67,55.34,170.00,0.87,2.86,-1.07,41.02,0,2,0.7063,-0.0620,170.00,-28.64,not_cal
90101,running,cruise,40.60,55.35,170.07,0.84,2.86,-1.07,40.95,0,2,0.7076,-0.0629,170.07,-28.69,not_cal
90177,running,cruise,40.53,55.37,170.15,0.95,2.86,-1.07,40.89,0,2,0.6996,-0.0577,170.15,-28.33,not_cal
90255,running,cruise,40.46,55.38,170.23,0.90,2.85,-1.07,40.82,0,2,0.6996,-0.0577,170.23,-28.33,not_cal
90332,running,cruise,40.39,55.39,170.31,1.12,2.85,-1.08,40.75,0,2,0.7084,-0.0608,170.31,-28.52,not_cal
90409,running,cruise,40.30,55.41,170.38,1.14,2.83,-1.08,40.66,0,2,0.7077,-0.0564,170.38,-28.18,not_cal
90486,running,cruise,40.19,55.42,170.46,1.75,2.81,-1.10,40.56,0,2,0.7013,-0.0545,170.46,-28.06,not_cal
90564,running,cruise,40.04,55.45,170.54,1.99,2.76,-1.12,40.41,0,2,0.7013,-0.0545,170.54,-28.06,not_cal
90640,running,cruise,39.88,55.48,170.62,2.30,2.71,-1.15,40.25,0,2,0.7008,-0.0507,170.62,-27.75,not_cal
90718,running,cruise,39.66,55.51,170.71,3.44,2.63,-1.19,40.05,0,2,0.7041,-0.0517,170.71,-27.81,not_cal
90795,running,cruise,39.34,55.56,170.80,4.82,2.47,-1.27,39.74,0,2,0.7043,-0.0535,170.80,-27.96,not_cal
90872,running,cruise,38.94,55.63,170.88,5.57,2.60,-1.05,39.35,0,2,0.7043,-0.0535,170.88,-27.96,not_cal
90949,running,cruise,38.44,55.71,170.96,7.51,2.69,-1.15,38.87,0,2,0.7039,-0.0546,170.96,-28.05,not_cal
91027,running,cruise,37.77,55.81,171.05,9.60,2.35,-1.32,38.22,0,2,0.7029,-0.0561,171.05,-28.18,not_cal
91104,running,cruise,37.04,55.93,171.15,9.64,2.04,-1.21,37.51,0,2,0.6999,-0.0570,171.15,-28.27,not_cal
91181,running,cruise,36.34,56.04,171.24,9.39,2.24,-1.38,36.84,0,2,0.6999,-0.0570,171.24,-28.27,not_cal
91258,running,cruise,35.53,56.16,171.35,10.95,1.73,-1.64,36.06,0,2,0.6992,-0.0587,171.35,-28.41,not_cal
91343,running,cruise,34.72,56.28,171.48,8.57,1.55,-1.51,35.28,0,2,0.7017,-0.0608,171.48,-28.57,not_cal
91424,running,cruise,34.08,56.38,171.60,7.96,1.60,-1.70,34.67,0,2,0.6982,-0.0588,171.60,-28.43,not_cal
91503,running,cruise,33.37,56.48,171.73,9.58,1.05,-1.97,33.99,0,2,0.6986,-0.0573,171.73,-28.30,not_cal
91583,running,cruise,32.69,56.58,171.88,7.51,1.16,-1.75,33.35,0,2,0.6986,-0.0573,171.88,-28.30,not_cal
91661,running,cruise,32.24,56.64,172.01,4.88,1.20,-1.90,32.92,0,2,0.6966,-0.0563,172.01,-28.24,not_cal
91738,running,cruise,31.80,56.71,172.16,6.78,1.00,-2.06,32.50,0,2,0.6912,-0.0574,172.16,-28.36,not_cal
91818,running,cruise,31.31,56.77,172.32,4.99,1.00,-2.27,32.04,0,2,0.6955,-0.0561,172.32,-28.23,not_cal
91895,running,cruise,31.02,56.81,172.49,3.48,1.00,-2.40,31.76,0,2,0.6965,-0.0645,172.49,-28.91,not_cal
91972,running,cruise,30.71,56.85,172.66,4.31,1.12,-1.94,31.47,0,2,0.6965,-0.0645,172.66,-28.91,not_cal
92054,running,cruise,30.41,56.89,172.81,3.19,1.00,-2.04,31.18,0,2,0.6912,-0.0619,172.81,-28.73,not_cal
92133,running,cruise,30.18,56.92,172.96,3.17,1.00,-2.11,30.96,0,2,0.6859,-0.0560,172.96,-28.29,not_cal
92209,running,cruise,29.92,56.95,173.12,3.41,1.00,-2.20,30.72,0,2,0.6913,-0.0524,173.12,-27.95,not_cal
92289,running,cruise,29.69,56.98,173.29,2.47,1.00,-2.28,30.50,0,2,0.6913,-0.0524,173.29,-27.95,not_cal
92368,running,cruise,29.51,57.00,173.46,2.20,1.00,-2.34,30.33,0,2,0.6957,-0.0589,173.46,-28.46,not_cal
92449,running,cruise,29.33,57.02,173.64,2.16,1.00,-2.41,30.16,0,2,0.6924,-0.0532,173.64,-28.01,not_cal
92526,running,cruise,29.21,57.03,173.82,1.16,1.00,-2.44,30.04,0,2,0.6951,-0.0596,173.82,-28.52,not_cal
92604,running,cruise,29.14,57.04,174.00,0.72,1.00,-2.44,29.98,0,2,0.6931,-0.0630,174.00,-28.81,not_cal
92686,running,cruise,29.09,57.05,174.19,0.44,1.00,-2.44,29.93,0,2,0.6931,-0.0630,174.19,-28.81,not_cal
92762,running,cruise,29.09,57.05,174.37,-0.29,1.00,-2.40,29.93,0,2,0.6950,-0.0578,174.37,-28.37,not_cal
92839,running,cruise,29.12,57.04,174.54,-0.35,1.00,-2.35,29.96,0,2,0.6934,-0.0601,174.54,-28.57,not_cal
92916,running,cruise,29.14,57.04,174.71,-0.27,1.00,-2.31,29.98,0,2,0.6901,-0.0613,174.71,-28.70,not_cal
92994,running,cruise,29.16,57.04,174.88,-0.31,1.00,-2.26,30.00,0,2,0.6901,-0.0613,174.88,-28.70,not_cal
93071,running,cruise,29.16,57.04,175.05,0.27,1.00,-2.23,30.00,0,2,0.6916,-0.0622,175.05,-28.75,not_cal
93147,running,cruise,29.14,57.04,175.21,0.33,1.00,-2.21,29.97,0,2,0.6931,-0.0596,175.21,-28.54,not_cal
93224,running,cruise,29.11,57.04,175.37,0.47,1.00,-2.19,29.95,0,2,0.6933,-0.0566,175.37,-28.28,not_cal
93302,running,cruise,29.06,57.05,175.53,0.81,1.00,-2.19,29.90,0,2,0.6933,-0.0566,175.53,-28.28,not_cal
93379,running,cruise,28.99,57.05,175.69,0.70,1.00,-2.19,29.84,0,2,0.6964,-0.0603,175.69,-28.57,not_cal
93480,running,cruise,28.96,57.05,175.88,0.22,1.00,-2.16,29.81,0,2,0.6937,-0.0651,175.88,-28.98,not_cal
93565,running,cruise,28.93,57.06,176.07,0.37,1.00,-2.14,29.78,0,2,0.6931,-0.0641,176.07,-28.90,not_cal
93641,running,cruise,28.91,57.06,176.23,0.24,1.00,-2.12,29.76,0,2,0.6950,-0.0609,176.23,-28.63,not_cal
93718,running,cruise,28.90,57.06,176.38,0.08,1.00,-2.10,29.75,0,2,0.6950,-0.0609,176.38,-28.63,not_cal
93795,running,cruise,28.89,57.06,176.53,0.18,1.00,-2.07,29.74,0,2,0.6941,-0.0568,176.53,-28.30,not_cal
93872,running,cruise,28.88,57.06,176.68,0.14,1.00,-2.04,29.73,0,2,0.6917,-0.0577,176.68,-28.38,not_cal
93949,running,cruise,28.85,57.06,176.83,0.65,1.00,-2.03,29.70,0,2,0.6923,-0.0582,176.83,-28.43,not_cal
94027,running,cruise,28.80,57.06,176.98,0.60,1.00,-2.02,29.65,0,2,0.6948,-0.0574,176.98,-28.34,not_cal
94103,running,cruise,28.76,57.07,177.10,0.33,1.31,-1.51,29.61,0,2,0.6948,-0.0574,177.10,-28.34,not_cal
94180,running,cruise,28.75,57.07,177.21,0.08,1.61,-1.49,29.60,0,2,0.6968,-0.0582,177.21,-28.40,not_cal
94258,running,cruise,28.72,57.07,177.32,0.48,1.92,-1.48,29.58,0,2,0.6976,-0.0587,177.32,-28.42,not_cal
94335,running,cruise,28.69,57.07,177.43,0.30,2.05,-1.47,29.55,0,2,0.6902,-0.0619,177.43,-28.74,not_cal
94411,running,cruise,28.65,57.07,177.54,0.76,2.06,-1.47,29.51,0,2,0.6902,-0.0619,177.54,-28.74,not_cal
94490,running,cruise,28.59,57.07,177.64,0.58,2.06,-1.47,29.45,0,2,0.6920,-0.0640,177.64,-28.90,not_cal
94567,running,cruise,28.57,57.07,177.75,0.13,2.09,-1.46,29.43,0,2,0.6973,-0.0578,177.75,-28.36,not_cal
94643,running,cruise,28.55,57.08,177.86,0.40,2.11,-1.44,29.41,0,2,0.6952,-0.0591,177.86,-28.47,not_cal
94720,running,cruise,28.52,57.08,177.96,0.24,2.13,-1.43,29.39,0,2,0.6952,-0.0591,177.96,-28.47,not_cal
94797,running,cruise,28.51,57.08,178.06,0.09,2.16,-1.42,29.38,0,2,0.6943,-0.0606,178.06,-28.61,not_cal
94874,running,cruise,28.50,57.08,178.17,0.27,2.19,-1.41,29.36,0,2,0.6922,-0.0651,178.17,-28.99,not_cal
94952,running,cruise,28.48,57.08,178.27,0.08,2.21,-1.39,29.35,0,2,0.6926,-0.0542,178.27,-28.09,not_cal
95029,running,cruise,28.48,57.08,178.37,-0.05,2.25,-1.38,29.35,0,2,0.6926,-0.0542,178.37,-28.09,not_cal
95105,running,cruise,28.47,57.08,178.47,0.45,2.28,-1.36,29.34,0,2,0.6936,-0.0575,178.47,-28.36,not_cal
95183,running,cruise,28.42,57.08,178.57,0.75,2.28,-1.36,29.29,0,2,0.6929,-0.0630,178.57,-28.81,not_cal
95261,running,cruise,28.36,57.08,178.67,0.55,2.29,-1.36,29.24,0,2,0.6930,-0.0617,178.67,-28.71,not_cal
95337,running,cruise,28.33,57.08,178.77,0.44,2.30,-1.35,29.20,0,2,0.6930,-0.0617,178.77,-28.71,not_cal
95415,running,cruise,28.29,57.08,178.87,0.48,2.31,-1.34,29.16,0,2,0.6979,-0.0602,178.87,-28.55,not_cal
95492,running,cruise,28.26,57.08,178.96,0.45,2.33,-1.34,29.13,0,2,0.6945,-0.0647,178.96,-28.94,not_cal
95569,running,cruise,28.22,57.08,179.06,0.48,2.34,-1.33,29.09,0,2,0.6959,-0.0605,179.06,-28.58,not_cal
95646,running,cruise,28.18,57.08,179.16,0.51,2.36,-1.32,29.06,0,2,0.6909,-0.0634,179.16,-28.86,not_cal
95723,running,cruise,28.13,57.08,179.25,0.68,2.36,-1.32,29.01,0,2,0.6909,-0.0634,179.25,-28.86,not_cal
95800,running,cruise,28.07,57.09,179.35,0.84,2.36,-1.32,28.95,0,2,0.6885,-0.0617,179.35,-28.74,not_cal
95878,running,cruise,28.01,57.09,179.45,0.84,2.36,-1.32,28.89,0,2,0.6924,-0.0636,179.45,-28.86,not_cal
95954,running,cruise,27.92,57.09,179.54,1.32,2.35,-1.33,28.81,0,2,0.6902,-0.0645,179.54,-28.96,not_cal
96032,running,cruise,27.80,57.09,179.64,1.74,2.31,-1.34,28.69,0,2,0.6902,-0.0645,179.64,-28.96,not_cal
96109,running,cruise,27.65,57.09,179.74,2.27,2.26,-1.37,28.55,0,2,0.6850,-0.0605,179.74,-28.66,not_cal
96186,running,cruise,27.44,57.09,179.84,3.16,2.17,-1.42,28.34,0,2,0.6828,-0.0631,179.84,-28.90,not_cal
96263,running,cruise,27.15,57.09,179.94,4.44,2.01,-1.50,28.06,0,2,0.6885,-0.0652,179.94,-29.03,not_cal
96340,running,cruise,26.85,57.09,-179.95,5.12,1.83,-1.58,27.77,0,2,0.6885,-0.0652,-179.95,-29.03,not_cal
96417,running,cruise,26.44,57.09,-179.84,5.26,2.00,-1.28,27.37,0,2,0.6906,-0.0658,-179.84,-29.06,not_cal
96502,running,cruise,26.04,57.09,-179.74,4.59,2.26,-1.37,26.99,0,2,0.6889,-0.0693,-179.74,-29.36,not_cal
96578,running,cruise,25.61,57.09,-179.64,6.62,2.03,-1.48,26.58,0,2,0.6860,-0.0634,-179.64,-28.90,not_cal
96654,running,cruise,25.10,57.08,-179.53,6.03,1.71,-1.64,26.08,0,2,0.6860,-0.0634,-179.53,-28.90,not_cal
96739,running,cruise,24.61,57.08,-179.39,6.13,1.47,-1.43,25.60,0,2,0.6818,-0.0647,-179.39,-29.04,not_cal
96817,running,cruise,24.13,57.07,-179.28,6.58,1.79,-1.52,25.14,0,2,0.6825,-0.0668,-179.28,-29.21,not_cal
96893,running,cruise,23.69,57.07,-179.17,4.56,1.71,-1.64,24.72,0,2,0.6842,-0.0643,-179.17,-28.98,not_cal
96970,running,cruise,23.41,57.06,-179.05,3.70,1.55,-1.73,24.45,0,2,0.6861,-0.0638,-179.05,-28.93,not_cal
97048,running,cruise,23.04,57.05,-178.92,5.32,1.29,-1.85,24.10,0,2,0.6861,-0.0638,-178.92,-28.93,not_cal
97123,running,cruise,22.69,57.05,-178.78,3.49,1.02,-1.99,23.76,0,2,0.6794,-0.0659,-178.78,-29.16,not_cal
97201,running,cruise,22.47,57.04,-178.66,3.05,1.33,-1.60,23.54,0,2,0.6791,-0.0657,-178.66,-29.14,not_cal
97279,running,cruise,22.18,57.04,-178.54,3.84,1.64,-1.67,23.27,0,2,0.6784,-0.0623,-178.54,-28.86,not_cal
97354,running,cruise,21.93,57.03,-178.41,2.56,1.52,-1.74,23.03,0,2,0.6784,-0.0623,-178.41,-28.86,not_cal
97432,running,cruise,21.75,57.02,-178.29,2.58,1.43,-1.79,22.86,0,2,0.6811,-0.0626,-178.29,-28.87,not_cal
97510,running,cruise,21.52,57.02,-178.15,2.88,1.30,-1.85,22.64,0,2,0.6819,-0.0650,-178.15,-29.06,not_cal
97586,running,cruise,21.35,57.01,-178.02,1.69,1.20,-1.90,22.48,0,2,0.6821,-0.0685,-178.02,-29.35,not_cal
97663,running,cruise,21.23,57.01,-177.88,1.59,1.15,-1.92,22.36,0,2,0.6821,-0.0685,-177.88,-29.35,not_cal
97751,running,cruise,21.10,57.00,-177.72,1.45,1.09,-1.95,22.23,0,2,0.6810,-0.0662,-177.72,-29.17,not_cal
97828,running,cruise,21.00,57.00,-177.57,1.19,1.06,-1.97,22.13,0,2,0.6845,-0.0694,-177.57,-29.41,not_cal
97905,running,cruise,20.91,56.99,-177.43,1.19,1.03,-1.99,22.05,0,2,0.6831,-0.0658,-177.43,-29.12,not_cal
97985,running,cruise,20.83,56.99,-177.28,0.65,1.02,-1.99,21.97,0,2,0.6782,-0.0626,-177.28,-28.89,not_cal
98063,running,cruise,20.78,56.99,-177.13,0.89,1.03,-1.99,21.92,0,2,0.6782,-0.0626,-177.13,-28.89,not_cal
98146,running,cruise,20.70,56.98,-176.98,0.90,1.11,-1.57,21.84,0,2,0.6775,-0.0661,-176.98,-29.19,not_cal
98225,running,cruise,20.67,56.98,-176.86,0.02,1.43,-1.56,21.81,0,2,0.6847,-0.0651,-176.86,-29.05,not_cal
98302,running,cruise,20.66,56.98,-176.75,0.28,1.74,-1.54,21.81,0,2,0.6803,-0.0634,-176.75,-28.94,not_cal
98382,running,cruise,20.62,56.98,-176.63,0.70,1.93,-1.53,21.77,0,2,0.6803,-0.0638,-176.63,-28.98,not_cal
98462,running,cruise,20.56,56.97,-176.51,0.65,1.93,-1.53,21.71,0,2,0.6812,-0.0638,-176.51,-28.97,not_cal
98539,running,cruise,20.52,56.97,-176.40,0.52,1.95,-1.53,21.67,0,2,0.6826,-0.0641,-176.40,-28.98,not_cal
98616,running,cruise,20.47,56.97,-176.29,0.73,1.95,-1.52,21.62,0,2,0.6857,-0.0676,-176.29,-29.25,not_cal
98696,running,cruise,20.41,56.97,-176.18,0.68,1.96,-1.52,21.56,0,2,0.6832,-0.0644,-176.18,-29.00,not_cal
98776,running,cruise,20.37,56.96,-176.07,0.42,1.97,-1.51,21.53,0,2,0.6832,-0.0644,-176.07,-29.00,not_cal
98853,running,cruise,20.34,56.96,-175.95,0.40,1.99,-1.50,21.49,0,2,0.6822,-0.0699,-175.95,-29.46,not_cal
98931,running,cruise,20.30,56.96,-175.84,0.42,2.01,-1.50,21.46,0,2,0.6804,-0.0676,-175.84,-29.29,not_cal
99006,running,cruise,20.28,56.96,-175.74,0.24,2.03,-1.48,21.44,0,2,0.6853,-0.0682,-175.74,-29.30,not_cal
