T_ms,lifecycle,substate,x,y,theta_deg,speed,adv_v,turn_v,dist_wp,counter,wps_left,mag_x_raw,mag_y_raw,yaw_gyro,yaw_mag,cal_status
2009,running,cruise,2.34,-0.04,-1.17,4.03,3.42,0.79,47.66,0,4,0.6000,0.2513,-1.17,-0.42,not_cal
2086,running,cruise,2.64,-0.04,-1.23,3.87,3.33,0.84,47.36,0,4,0.5974,0.2512,-1.23,-0.34,not_cal
2163,running,cruise,2.94,-0.05,-1.29,4.09,3.38,0.78,47.06,0,4,0.6007,0.2503,-1.29,-0.53,not_cal
2241,running,cruise,3.26,-0.06,-1.34,3.89,3.36,0.82,46.74,0,4,0.6012,0.2453,-1.34,-0.95,not_cal
2318,running,cruise,3.54,-0.06,-1.40,3.54,3.29,0.86,46.46,0,4,0.6012,0.2453,-1.40,-0.95,not_cal
2395,running,cruise,3.82,-0.07,-1.46,3.78,3.20,0.90,46.18,0,4,0.5993,0.2450,-1.46,-0.91,not_cal
2472,running,cruise,4.15,-0.08,-1.53,4.81,3.09,0.96,45.85,0,4,0.6000,0.2554,-1.53,-0.09,not_cal
2548,running,cruise,4.52,-0.09,-1.60,4.71,2.94,1.03,45.48,0,4,0.6005,0.2498,-1.60,-0.56,not_cal
2626,running,cruise,4.86,-0.10,-1.67,4.10,2.92,0.91,45.14,0,4,0.6005,0.2498,-1.67,-0.56,not_cal
2704,running,cruise,5.17,-0.11,-1.74,4.12,3.07,0.96,44.83,0,4,0.6027,0.2478,-1.74,-0.80,not_cal
2780,running,cruise,5.50,-0.12,-1.80,4.54,2.96,1.02,44.50,0,4,0.5996,0.2485,-1.80,-0.64,not_cal
2858,running,cruise,5.88,-0.13,-1.88,4.87,2.81,1.10,44.12,0,4,0.6026,0.2491,-1.88,-0.69,not_cal
2935,running,cruise,6.22,-0.14,-1.96,4.09,2.66,1.17,43.78,0,4,0.6026,0.2491,-1.96,-0.69,not_cal
3012,running,cruise,6.53,-0.15,-2.04,4.07,2.52,1.24,43.47,0,4,0.6034,0.2472,-2.04,-0.87,not_cal
3089,running,cruise,6.87,-0.16,-2.13,4.63,2.58,1.05,43.13,0,4,0.6014,0.2446,-2.13,-1.02,not_cal
3166,running,cruise,7.21,-0.18,-2.20,3.88,2.77,1.11,42.79,0,4,0.6061,0.2416,-2.20,-1.41,not_cal
3244,running,cruise,7.51,-0.19,-2.29,4.08,2.65,1.17,42.49,0,4,0.6061,0.2474,-2.29,-0.94,not_cal
3321,running,cruise,7.83,-0.20,-2.37,4.07,2.51,1.24,42.17,0,4,0.6061,0.2474,-2.37,-0.94,not_cal
3398,running,cruise,8.13,-0.21,-2.46,3.96,2.37,1.31,41.87,0,4,0.6061,0.2449,-2.46,-1.15,not_cal
3475,running,cruise,8.44,-0.23,-2.56,4.13,2.21,1.39,41.56,0,4,0.6052,0.2458,-2.56,-1.04,not_cal
3551,running,cruise,8.74,-0.24,-2.66,3.60,2.13,1.24,41.26,0,4,0.6049,0.2414,-2.66,-1.40,not_cal
3629,running,cruise,8.98,-0.25,-2.74,2.79,2.44,1.18,41.02,0,4,0.6049,0.2414,-2.74,-1.40,not_cal
3706,running,cruise,9.19,-0.26,-2.83,2.68,2.57,1.21,40.81,0,4,0.6082,0.2393,-2.83,-1.67,not_cal
3783,running,cruise,9.41,-0.27,-2.91,2.85,2.49,1.26,40.59,0,4,0.6098,0.2418,-2.91,-1.52,not_cal
3860,running,cruise,9.62,-0.29,-3.00,2.46,2.41,1.30,40.38,0,4,0.6063,0.2394,-3.00,-1.60,not_cal
3937,running,cruise,9.79,-0.29,-3.10,1.92,2.34,1.33,40.21,0,4,0.6063,0.2394,-3.10,-1.60,not_cal
4016,running,cruise,9.94,-0.30,-3.19,2.02,2.29,1.36,40.06,0,4,0.6054,0.2429,-3.19,-1.28,not_cal
4099,running,cruise,10.11,-0.31,-3.30,1.96,2.22,1.39,39.89,0,4,0.6031,0.2423,-3.30,-1.26,not_cal
4177,running,cruise,10.23,-0.32,-3.40,1.33,2.18,1.41,39.77,0,4,0.6077,0.2409,-3.40,-1.52,not_cal
4255,running,cruise,10.36,-0.33,-3.50,1.97,2.14,1.43,39.64,0,4,0.6077,0.2409,-3.50,-1.52,not_cal
4335,running,cruise,10.51,-0.34,-3.61,1.65,2.07,1.46,39.49,0,4,0.6080,0.2391,-3.61,-1.68,not_cal
4412,running,cruise,10.63,-0.34,-3.71,1.73,2.03,1.49,39.37,0,4,0.6059,0.2366,-3.71,-1.82,not_cal
4490,running,cruise,10.78,-0.35,-3.81,1.48,2.29,1.12,39.23,0,4,0.6096,0.2386,-3.81,-1.77,not_cal
4573,running,cruise,10.84,-0.36,-3.89,0.57,2.62,1.12,39.16,0,4,0.6030,0.2383,-3.89,-1.58,not_cal
4651,running,cruise,10.93,-0.36,-3.97,1.75,2.74,1.13,39.07,0,4,0.6030,0.2383,-3.97,-1.58,not_cal
4732,running,cruise,11.09,-0.38,-4.06,1.80,2.70,1.15,38.91,0,4,0.6090,0.2365,-4.06,-1.93,not_cal
4810,running,cruise,11.21,-0.38,-4.14,1.46,2.67,1.17,38.79,0,4,0.6034,0.2324,-4.14,-2.08,not_cal
4888,running,cruise,11.36,-0.39,-4.22,2.20,2.62,1.19,38.65,0,4,0.6030,0.2345,-4.22,-1.90,not_cal
4966,running,cruise,11.48,-0.40,-4.31,0.87,2.59,1.20,38.53,0,4,0.6038,0.2338,-4.31,-1.98,not_cal
5044,running,cruise,11.53,-0.41,-4.40,0.89,2.59,1.20,38.47,0,4,0.6038,0.2338,-4.40,-1.98,not_cal
5123,running,cruise,11.64,-0.42,-4.48,1.55,2.57,1.22,38.36,0,4,0.6040,0.2379,-4.48,-1.65,not_cal
5201,running,cruise,11.74,-0.42,-4.57,0.99,2.55,1.23,38.26,0,4,0.6047,0.2365,-4.57,-1.79,not_cal
5325,running,cruise,11.86,-0.43,-4.71,1.39,2.53,1.23,38.14,0,4,0.6054,0.2307,-4.71,-2.28,not_cal
5402,running,cruise,11.98,-0.44,-4.80,1.34,2.50,1.25,38.02,0,4,0.6055,0.2384,-4.80,-1.65,not_cal
5481,running,cruise,12.07,-0.45,-4.89,1.34,2.48,1.26,37.93,0,4,0.6049,0.2290,-4.89,-2.41,not_cal
5561,running,cruise,12.19,-0.46,-4.98,1.65,2.45,1.28,37.81,0,4,0.6049,0.2290,-4.98,-2.41,not_cal
5638,running,cruise,12.31,-0.47,-5.08,1.32,2.41,1.29,37.69,0,4,0.6052,0.2339,-5.08,-2.01,not_cal
5715,running,cruise,12.42,-0.48,-5.17,1.75,2.38,1.31,37.58,0,4,0.6027,0.2321,-5.17,-2.08,not_cal
5792,running,cruise,12.57,-0.50,-5.26,1.85,2.32,1.34,37.43,0,4,0.6096,0.2299,-5.26,-2.48,not_cal
5868,running,cruise,12.67,-0.51,-5.35,0.81,2.48,0.96,37.33,0,4,0.6096,0.2299,-5.35,-2.48,not_cal
5946,running,cruise,12.71,-0.51,-5.42,0.68,2.78,0.96,37.29,0,4,0.6051,0.2261,-5.42,-2.66,not_cal
6023,running,cruise,12.80,-0.52,-5.49,1.21,3.07,0.96,37.20,0,4,0.6056,0.2286,-5.49,-2.47,not_cal
6099,running,cruise,12.88,-0.53,-5.55,0.98,3.06,0.97,37.13,0,4,0.6044,0.2348,-5.55,-1.92,not_cal
6176,running,cruise,12.96,-0.53,-5.62,1.21,3.06,0.97,37.04,0,4,0.6044,0.2348,-5.62,-1.92,not_cal
6254,running,cruise,13.06,-0.54,-5.69,1.36,3.04,0.98,36.94,0,4,0.6044,0.2325,-5.69,-2.10,not_cal
6330,running,cruise,13.16,-0.55,-5.76,1.36,3.02,0.99,36.84,0,4,0.6021,0.2352,-5.76,-1.81,not_cal
6407,running,cruise,13.29,-0.57,-5.83,1.99,2.99,1.00,36.71,0,4,0.6028,0.2299,-5.83,-2.27,not_cal
6484,running,cruise,13.46,-0.58,-5.90,2.26,2.94,1.03,36.54,0,4,0.6028,0.2303,-5.90,-2.24,not_cal
6561,running,cruise,13.61,-0.60,-5.97,1.69,2.90,1.05,36.40,0,4,0.6037,0.2303,-5.97,-2.27,not_cal
6638,running,cruise,13.75,-0.61,-6.05,1.95,2.86,1.07,36.26,0,4,0.6051,0.2300,-6.05,-2.33,not_cal
6715,running,cruise,13.91,-0.63,-6.12,2.07,2.81,1.09,36.10,0,4,0.6045,0.2323,-6.12,-2.13,not_cal
6792,running,cruise,14.06,-0.65,-6.20,1.96,2.76,1.12,35.95,0,4,0.6041,0.2299,-6.20,-2.31,not_cal
6869,running,cruise,14.21,-0.66,-6.28,2.03,2.72,1.14,35.80,0,4,0.6041,0.2299,-6.28,-2.31,not_cal
6946,running,cruise,14.36,-0.68,-6.36,1.85,2.66,1.17,35.64,0,4,0.6035,0.2282,-6.36,-2.44,not_cal
7024,running,cruise,14.49,-0.70,-6.45,1.55,2.62,1.19,35.52,0,4,0.6111,0.2227,-6.45,-3.12,not_cal
7101,running,cruise,14.62,-0.71,-6.53,1.87,2.69,0.87,35.39,0,4,0.6107,0.2279,-6.53,-2.68,not_cal
7178,running,cruise,14.77,-0.73,-6.59,1.54,3.00,0.84,35.24,0,4,0.6107,0.2279,-6.59,-2.68,not_cal
7255,running,cruise,14.84,-0.74,-6.65,0.69,3.30,0.84,35.17,0,4,0.6051,0.2271,-6.65,-2.58,not_cal
7332,running,cruise,14.92,-0.74,-6.71,1.52,3.32,0.84,35.09,0,4,0.6100,0.2260,-6.71,-2.82,not_cal
7409,running,cruise,15.06,-0.76,-6.76,1.95,3.29,0.86,34.94,0,4,0.6093,0.2278,-6.76,-2.65,not_cal
7486,running,cruise,15.18,-0.78,-6.82,1.39,3.26,0.87,34.82,0,4,0.6093,0.2278,-6.82,-2.65,not_cal
7563,running,cruise,15.31,-0.79,-6.89,2.07,3.24,0.88,34.70,0,4,0.6107,0.2237,-6.89,-3.03,not_cal
7640,running,cruise,15.51,-0.82,-6.95,2.83,3.18,0.91,34.50,0,4,0.6103,0.2341,-6.95,-2.16,not_cal
7717,running,cruise,15.71,-0.84,-7.01,2.53,3.12,0.94,34.30,0,4,0.6154,0.2325,-7.01,-2.45,not_cal
7794,running,cruise,15.91,-0.86,-7.08,2.76,3.06,0.97,34.10,0,4,0.6154,0.2325,-7.08,-2.45,not_cal
7871,running,cruise,16.14,-0.89,-7.15,3.31,2.98,1.01,33.87,0,4,0.6152,0.2236,-7.15,-3.17,not_cal
7947,running,cruise,16.39,-0.93,-7.22,3.29,2.88,1.06,33.62,0,4,0.6164,0.2257,-7.22,-3.04,not_cal
8024,running,cruise,16.63,-0.96,-7.29,3.15,3.02,0.72,33.39,0,4,0.6101,0.2254,-7.29,-2.87,not_cal
8102,running,cruise,16.91,-0.99,-7.34,3.80,3.33,0.75,33.11,0,4,0.6101,0.2254,-7.34,-2.87,not_cal
8178,running,cruise,17.19,-1.03,-7.39,3.61,3.42,0.79,32.82,0,4,0.6122,0.2264,-7.39,-2.85,not_cal
8256,running,cruise,17.47,-1.06,-7.45,3.92,3.34,0.83,32.54,0,4,0.6175,0.2265,-7.45,-3.00,not_cal
8333,running,cruise,17.79,-1.11,-7.51,4.21,3.24,0.88,32.23,0,4,0.6216,0.2223,-7.51,-3.47,not_cal
8409,running,cruise,18.11,-1.15,-7.57,4.21,3.13,0.93,31.91,0,4,0.6185,0.2283,-7.57,-2.88,not_cal
8486,running,cruise,18.43,-1.19,-7.64,4.16,3.05,0.87,31.59,0,4,0.6185,0.2283,-7.64,-2.88,not_cal
8563,running,cruise,18.73,-1.23,-7.69,3.67,3.36,0.65,31.29,0,4,0.6196,0.2262,-7.69,-3.09,not_cal
8640,running,cruise,19.00,-1.27,-7.73,3.78,3.64,0.68,31.02,0,4,0.6215,0.2302,-7.73,-2.82,not_cal
8717,running,cruise,19.33,-1.31,-7.78,4.68,3.55,0.72,30.69,0,4,0.6222,0.2233,-7.78,-3.40,not_cal
8794,running,cruise,19.68,-1.36,-7.83,4.25,3.45,0.77,30.35,0,4,0.6222,0.2233,-7.83,-3.40,not_cal
8871,running,cruise,19.99,-1.40,-7.89,3.87,3.36,0.82,30.05,0,4,0.6217,0.2219,-7.89,-3.51,not_cal
8948,running,cruise,20.30,-1.45,-7.94,4.34,3.29,0.76,29.73,0,4,0.6250,0.2222,-7.94,-3.58,not_cal
9025,running,cruise,20.60,-1.49,-7.99,3.18,3.60,0.54,29.44,0,4,0.6237,0.2216,-7.99,-3.59,not_cal
9101,running,cruise,20.82,-1.52,-8.02,3.03,3.89,0.55,29.22,0,4,0.6237,0.2216,-8.02,-3.59,not_cal
9178,running,cruise,21.11,-1.56,-8.06,4.28,3.83,0.58,28.93,0,4,0.6315,0.2174,-8.06,-4.15,not_cal
9256,running,cruise,21.41,-1.60,-8.10,3.30,3.77,0.62,28.64,0,4,0.6251,0.2220,-8.10,-3.59,not_cal
9333,running,cruise,21.64,-1.64,-8.15,3.18,3.71,0.64,28.41,0,4,0.6300,0.2174,-8.15,-4.11,not_cal
9409,running,cruise,21.92,-1.68,-8.19,3.93,3.64,0.68,28.13,0,4,0.6300,0.2174,-8.19,-4.11,not_cal
9487,running,cruise,22.22,-1.72,-8.24,3.51,3.67,0.38,27.84,0,4,0.6303,0.2247,-8.24,-3.53,not_cal
9563,running,cruise,22.43,-1.75,-8.26,2.46,3.98,0.38,27.63,0,4,0.6320,0.2191,-8.26,-4.03,not_cal
9640,running,cruise,22.66,-1.78,-8.29,3.53,4.20,0.40,27.40,0,4,0.6259,0.2198,-8.29,-3.80,not_cal
9718,running,cruise,22.93,-1.82,-8.32,3.20,4.16,0.42,27.13,0,4,0.6259,0.2198,-8.32,-3.80,not_cal
9794,running,cruise,23.14,-1.85,-8.34,2.75,4.13,0.43,26.92,0,4,0.6321,0.2220,-8.34,-3.79,not_cal
9872,running,cruise,23.38,-1.89,-8.37,3.37,4.10,0.45,26.69,0,4,0.6254,0.2150,-8.37,-4.17,not_cal
9949,running,cruise,23.62,-1.92,-8.40,2.98,4.06,0.47,26.45,0,4,0.6275,0.2192,-8.40,-3.89,not_cal
10025,running,cruise,23.85,-1.96,-8.44,3.08,4.01,0.49,26.23,0,4,0.6275,0.2192,-8.44,-3.89,not_cal
10102,running,cruise,24.08,-1.99,-8.46,2.99,4.17,0.20,26.00,0,4,0.6299,0.2192,-8.46,-3.96,not_cal
10179,running,cruise,24.30,-2.02,-8.47,2.84,4.48,0.20,25.78,0,4,0.6283,0.2190,-8.47,-3.93,not_cal
10257,running,cruise,24.54,-2.06,-8.49,3.60,4.58,0.21,25.55,0,4,0.6275,0.2184,-8.49,-3.96,not_cal
10333,running,cruise,24.82,-2.10,-8.50,3.76,4.55,0.22,25.26,0,4,0.6272,0.2213,-8.50,-3.71,not_cal
10410,running,cruise,25.10,-2.14,-8.51,3.51,4.53,0.23,25.00,0,4,0.6272,0.2213,-8.51,-3.71,not_cal
10487,running,cruise,25.37,-2.19,-8.53,3.93,4.50,0.25,24.72,0,4,0.6350,0.2194,-8.53,-4.09,not_cal
10571,running,cruise,25.72,-2.24,-8.54,4.26,4.50,0.15,24.38,0,4,0.6343,0.2226,-8.54,-3.81,not_cal
10650,running,cruise,26.03,-2.28,-8.54,3.50,4.82,-0.01,24.08,0,4,0.6357,0.2150,-8.54,-4.46,not_cal
10727,running,cruise,26.30,-2.33,-8.54,4.04,4.99,-0.01,23.81,0,4,0.6357,0.2150,-8.54,-4.46,not_cal
10807,running,cruise,26.67,-2.38,-8.54,5.05,4.99,-0.01,23.45,0,4,0.6314,0.2236,-8.54,-3.65,not_cal
10887,running,cruise,27.06,-2.44,-8.53,4.51,4.99,-0.01,23.07,0,4,0.6292,0.2198,-8.53,-3.89,not_cal
10971,running,cruise,27.42,-2.49,-8.53,4.54,4.99,-0.01,22.72,0,4,0.6272,0.2215,-8.53,-3.70,not_cal
11048,running,cruise,27.82,-2.55,-8.51,5.71,4.49,-0.25,22.33,0,4,0.6388,0.2141,-8.51,-4.62,not_cal
11127,running,cruise,28.24,-2.62,-8.49,4.90,4.45,-0.27,21.92,0,4,0.6388,0.2141,-8.49,-4.62,not_cal
11207,running,cruise,28.60,-2.67,-8.47,4.45,4.42,-0.29,21.57,0,4,0.6325,0.2191,-8.47,-4.04,not_cal
11284,running,cruise,28.97,-2.72,-8.44,5.32,4.37,-0.31,21.21,0,4,0.6404,0.2156,-8.44,-4.54,not_cal
11362,running,cruise,29.36,-2.78,-8.41,4.74,3.94,-0.53,20.83,0,4,0.6385,0.2180,-8.41,-4.30,not_cal
11440,running,cruise,29.73,-2.84,-8.36,4.81,3.87,-0.56,20.46,0,4,0.6385,0.2180,-8.36,-4.30,not_cal
11516,running,cruise,30.09,-2.89,-8.32,4.48,3.79,-0.60,20.12,0,4,0.6412,0.2173,-8.32,-4.43,not_cal
11595,running,cruise,30.42,-2.94,-8.27,4.32,3.71,-0.64,19.80,0,4,0.6377,0.2173,-8.27,-4.33,not_cal
11672,running,cruise,30.77,-2.99,-8.22,4.58,3.42,-0.82,19.46,0,4,0.6385,0.2146,-8.22,-4.57,not_cal
11750,running,cruise,31.13,-3.04,-8.15,4.54,3.26,-0.87,19.11,0,4,0.6385,0.2131,-8.15,-4.69,not_cal
11831,running,cruise,31.46,-3.09,-8.08,3.75,3.15,-0.92,18.80,0,4,0.6434,0.2131,-8.08,-4.82,not_cal
11908,running,cruise,31.73,-3.13,-8.01,3.52,3.06,-0.97,18.54,0,4,0.6397,0.2136,-8.01,-4.68,not_cal
11984,running,cruise,32.00,-3.16,-7.93,3.69,2.96,-1.02,18.27,0,4,0.6485,0.2180,-7.93,-4.57,not_cal
12062,running,cruise,32.29,-3.20,-7.85,3.68,2.70,-1.15,17.99,0,4,0.6402,0.2146,-7.85,-4.61,not_cal
12139,running,cruise,32.54,-3.24,-7.76,2.76,2.61,-1.20,17.76,0,4,0.6402,0.2146,-7.76,-4.61,not_cal
12216,running,cruise,32.71,-3.26,-7.67,1.97,2.55,-1.23,17.60,0,4,0.6451,0.2166,-7.67,-4.59,not_cal
12293,running,cruise,32.87,-3.28,-7.57,2.09,2.50,-1.25,17.45,0,4,0.6437,0.2135,-7.57,-4.80,not_cal
12370,running,cruise,33.04,-3.31,-7.48,2.36,2.43,-1.29,17.27,0,4,0.6458,0.2135,-7.48,-4.85,not_cal
12447,running,cruise,33.18,-3.32,-7.38,1.51,2.38,-1.31,17.14,0,4,0.6458,0.2135,-7.38,-4.85,not_cal
12524,running,cruise,33.29,-3.34,-7.28,1.47,2.36,-1.32,17.04,0,4,0.6467,0.2166,-7.28,-4.63,not_cal
12600,running,cruise,33.42,-3.35,-7.18,1.68,2.32,-1.34,16.92,0,4,0.6469,0.2139,-7.18,-4.85,not_cal
12677,running,cruise,33.52,-3.37,-7.08,1.02,2.29,-1.35,16.82,0,4,0.6440,0.2180,-7.08,-4.45,not_cal
12755,running,cruise,33.59,-3.37,-6.97,0.88,2.29,-1.36,16.75,0,4,0.6440,0.2180,-6.97,-4.45,not_cal
12832,running,cruise,33.65,-3.38,-6.87,0.79,2.29,-1.36,16.69,0,4,0.6380,0.2160,-6.87,-4.44,not_cal
12909,running,cruise,33.70,-3.39,-6.77,0.33,2.30,-1.35,16.65,0,4,0.6433,0.2138,-6.77,-4.76,not_cal
12986,running,cruise,33.71,-3.39,-6.67,0.02,2.34,-1.33,16.64,0,4,0.6469,0.2050,-6.67,-5.57,not_cal
13063,running,cruise,33.72,-3.39,-6.57,0.30,2.37,-1.31,16.63,0,4,0.6469,0.2050,-6.57,-5.57,not_cal
13140,running,cruise,33.74,-3.39,-6.47,0.13,2.40,-1.30,16.61,0,4,0.6460,0.2132,-6.47,-4.88,not_cal
13217,running,cruise,33.74,-3.39,-6.37,0.05,2.44,-1.28,16.61,0,4,0.6481,0.2129,-6.37,-4.96,not_cal
13297,running,cruise,33.75,-3.39,-6.27,0.21,2.47,-1.26,16.60,0,4,0.6409,0.2192,-6.27,-4.26,not_cal
13392,running,cruise,33.77,-3.40,-6.15,0.41,2.39,-1.31,16.58,0,4,0.6458,0.2135,-6.15,-4.85,not_cal
13470,running,cruise,33.83,-3.40,-6.05,0.87,2.39,-1.30,16.53,0,4,0.6458,0.2135,-6.05,-4.85,not_cal
13546,running,cruise,33.88,-3.41,-5.95,0.57,2.40,-1.30,16.47,0,4,0.6418,0.2150,-5.95,-4.62,not_cal
13623,running,cruise,33.93,-3.41,-5.85,0.65,2.41,-1.30,16.43,0,4,0.6469,0.2057,-5.85,-5.51,not_cal
13701,running,cruise,33.99,-3.42,-5.75,1.01,2.41,-1.30,16.37,0,4,0.6486,0.2106,-5.75,-5.16,not_cal
13778,running,cruise,34.08,-3.43,-5.65,1.16,2.39,-1.30,16.29,0,4,0.6464,0.2159,-5.65,-4.68,not_cal
13855,running,cruise,34.17,-3.44,-5.55,1.20,2.38,-1.31,16.20,0,4,0.6464,0.2159,-5.55,-4.68,not_cal
13932,running,cruise,34.27,-3.45,-5.45,1.50,2.36,-1.32,16.11,0,4,0.6454,0.2134,-5.45,-4.85,not_cal
14008,running,cruise,34.39,-3.46,-5.35,1.61,2.32,-1.34,15.99,0,4,0.6471,0.2125,-5.35,-4.97,not_cal
14085,running,cruise,34.51,-3.47,-5.25,1.57,2.29,-1.36,15.88,0,4,0.6465,0.2106,-5.25,-5.11,not_cal
14163,running,cruise,34.63,-3.48,-5.15,1.63,2.25,-1.37,15.76,0,4,0.6465,0.2106,-5.15,-5.11,not_cal
14240,running,cruise,34.76,-3.49,-5.04,1.63,2.21,-1.39,15.64,0,4,0.6469,0.2141,-5.04,-4.84,not_cal
14316,running,cruise,34.88,-3.50,-4.93,1.73,2.17,-1.42,15.52,0,4,0.6415,0.2113,-4.93,-4.92,not_cal
14394,running,cruise,35.03,-3.51,-4.83,1.84,2.11,-1.44,15.38,0,4,0.6425,0.2118,-4.83,-4.90,not_cal
14470,running,cruise,35.17,-3.53,-4.72,2.16,2.05,-1.47,15.24,0,4,0.6425,0.2118,-4.72,-4.90,not_cal
14547,running,cruise,35.33,-3.54,-4.60,1.87,1.88,-1.56,15.09,0,4,0.6420,0.2108,-4.60,-4.97,not_cal
14625,running,cruise,35.46,-3.55,-4.48,1.69,1.84,-1.58,14.97,0,4,0.6532,0.2120,-4.48,-5.17,not_cal
14702,running,cruise,35.65,-3.56,-4.36,2.98,1.75,-1.63,14.79,0,4,0.6472,0.2150,-4.36,-4.77,not_cal
14779,running,cruise,35.88,-3.58,-4.24,2.86,1.62,-1.69,14.57,0,4,0.6472,0.2150,-4.24,-4.77,not_cal
14856,running,cruise,36.07,-3.59,-4.11,2.12,1.52,-1.74,14.39,0,4,0.6511,0.2111,-4.11,-5.18,not_cal
14934,running,cruise,36.22,-3.61,-3.97,1.86,1.45,-1.78,14.24,0,4,0.6513,0.2101,-3.97,-5.26,not_cal
15010,running,cruise,36.37,-3.62,-3.84,1.90,1.38,-1.81,14.11,0,4,0.6465,0.2120,-3.84,-5.00,not_cal
15088,running,cruise,36.50,-3.62,-3.70,1.76,1.32,-1.84,13.98,0,4,0.6465,0.2120,-3.70,-5.00,not_cal
15165,running,cruise,36.64,-3.63,-3.56,1.93,1.18,-1.91,13.84,0,4,0.6474,0.2131,-3.56,-4.93,not_cal
15242,running,cruise,36.78,-3.64,-3.42,1.54,1.12,-1.94,13.71,0,4,0.6495,0.2155,-3.42,-4.79,not_cal
15319,running,cruise,36.90,-3.65,-3.27,1.55,1.07,-1.96,13.60,0,4,0.6481,0.2127,-3.27,-4.98,not_cal
15396,running,cruise,37.02,-3.66,-3.12,1.65,1.02,-1.99,13.48,0,4,0.6503,0.2082,-3.12,-5.40,not_cal
15473,running,cruise,37.13,-3.66,-2.97,1.15,1.00,-2.01,13.38,0,4,0.6503,0.2082,-2.97,-5.40,not_cal
15551,running,cruise,37.22,-3.67,-2.82,1.34,1.00,-2.02,13.29,0,4,0.6511,0.2111,-2.82,-5.18,not_cal
15627,running,cruise,37.34,-3.67,-2.67,1.51,1.00,-2.05,13.19,0,4,0.6514,0.2127,-2.67,-5.07,not_cal
